Orthogroup	Mmicro	Mbovis
OG0000417	AMC57694.1	ALV09493.1
OG0000418	AMC57696.1	ALV09495.1
OG0000419	AMC57697.1	ALV09496.1
OG0000420	AMC57700.1	ALV09499.1
OG0000421	AMC57701.1	ALV09500.1
OG0000422	AMC57702.1	ALV09501.1
OG0000423	AMC57704.1	ALV09503.1
OG0000424	AMC57709.1	ALV09508.1
OG0000425	AMC57722.1	ALV09520.1
OG0000426	AMC57723.1	ALV09521.1
OG0000427	AMC57729.1	ALV09527.1
OG0000428	AMC57731.1	ALV09528.1
OG0000429	AMC57733.1	ALV09529.1
OG0000430	AMC57751.1	ALV09541.1
OG0000431	AMC57752.1	ALV09542.1
OG0000432	AMC57753.1	ALV09543.1
OG0000433	AMC57758.1	ALV09548.1
OG0000434	AMC57759.1	ALV09549.1
OG0000435	AMC57760.1	ALV09550.1
OG0000436	AMC57761.1	ALV09551.1
OG0000437	AMC57771.1	ALV09559.1
OG0000438	AMC57779.1	ALV09565.1
OG0000439	AMC57780.1	ALV09566.1
OG0000440	AMC57782.1	ALV09568.1
OG0000441	AMC57786.1	ALV09571.1
OG0000442	AMC57791.1	ALV09576.1
OG0000443	AMC57792.1	ALV09577.1
OG0000444	AMC57803.1	ALV09587.1
OG0000445	AMC57806.1	ALV09589.1
OG0000446	AMC57808.1	ALV09590.1
OG0000447	AMC57823.1	ALV09602.1
OG0000448	AMC57825.1	ALV09604.1
OG0000449	AMC57829.1	ALV09607.1
OG0000450	AMC57830.1	ALV09608.1
OG0000451	AMC57832.1	ALV09610.1
OG0000452	AMC57833.1	ALV09611.1
OG0000453	AMC57836.1	ALV09614.1
OG0000454	AMC57853.1	ALV12805.1
OG0000455	AMC57855.1	ALV09630.1
OG0000456	AMC57856.1	ALV09631.1
OG0000457	AMC57857.1	ALV09632.1
OG0000458	AMC57864.1	ALV09636.1
OG0000459	AMC57865.1	ALV09637.1
OG0000460	AMC57879.1	ALV09647.1
OG0000461	AMC57884.1	ALV09652.1
OG0000462	AMC57888.1	ALV09656.1
OG0000463	AMC57889.1	ALV09657.1
OG0000464	AMC57892.1	ALV09660.1
OG0000465	AMC57893.1	ALV09661.1
OG0000466	AMC57894.1	ALV09662.1
OG0000467	AMC57895.1	ALV09663.1
OG0000468	AMC57896.1	ALV09664.1
OG0000469	AMC57900.1	ALV09668.1
OG0000470	AMC57901.1	ALV09669.1
OG0000471	AMC57904.1	ALV09672.1
OG0000472	AMC57907.1	ALV09674.1
OG0000473	AMC57908.1	ALV09675.1
OG0000474	AMC57909.1	ALV09676.1
OG0000475	AMC57913.1, AMC57914.1	ALV09681.1
OG0000476	AMC57915.1	ALV12809.1
OG0000477	AMC57916.1	ALV09682.1
OG0000478	AMC57935.1	ALV09699.1
OG0000479	AMC57942.1	ALV09706.1
OG0000480	AMC57943.1	ALV09707.1
OG0000481	AMC57944.1	ALV09708.1
OG0000482	AMC57946.1	ALV09710.1
OG0000483	AMC57948.1	ALV09712.1
OG0000484	AMC57953.1	ALV09716.1
OG0000485	AMC57956.1	ALV09718.1
OG0000486	AMC57957.1	ALV12815.1
OG0000487	AMC57958.1	ALV09719.1
OG0000488	AMC57959.1	ALV09720.1
OG0000489	AMC57960.1	ALV09721.1
OG0000490	AMC57961.1	ALV09722.1
OG0000491	AMC57962.1	ALV09723.1
OG0000492	AMC57963.1	ALV09724.1
OG0000493	AMC57964.1	ALV12816.1
OG0000494	AMC57967.1	ALV12817.1
OG0000495	AMC57968.1	ALV09727.1
OG0000496	AMC57970.1	ALV09728.1
OG0000497	AMC57973.1	ALV12820.1
OG0000498	AMC57978.1	ALV12821.1
OG0000499	AMC57979.1	ALV09733.1
OG0000500	AMC57982.1	ALV09735.1
OG0000501	AMC57984.1	ALV09737.1
OG0000502	AMC57985.1	ALV09738.1
OG0000503	AMC57988.1	ALV09741.1
OG0000504	AMC57989.1	ALV09742.1
OG0000505	AMC57990.1	ALV09743.1
OG0000506	AMC57991.1	ALV12822.1
OG0000507	AMC57996.1	ALV09747.1
OG0000508	AMC57997.1	ALV12823.1
OG0000509	AMC58000.1	ALV12824.1
OG0000510	AMC58013.1	ALV09758.1
OG0000511	AMC58014.1	ALV09759.1
OG0000512	AMC58015.1	ALV12827.1
OG0000513	AMC58016.1	ALV09760.1
OG0000514	AMC58017.1	ALV12828.1
OG0000515	AMC58018.1	ALV09761.1
OG0000516	AMC58020.1	ALV09764.1
OG0000517	AMC58024.1	ALV09767.1
OG0000518	AMC58035.1	ALV09775.1
OG0000519	AMC58037.1	ALV09777.1
OG0000520	AMC58038.1	ALV09778.1
OG0000521	AMC58039.1	ALV09779.1
OG0000522	AMC58040.1	ALV09780.1
OG0000523	AMC58041.1	ALV09781.1
OG0000524	AMC58046.1	ALV12829.1
OG0000525	AMC58047.1	ALV09786.1
OG0000526	AMC58048.1	ALV09787.1
OG0000527	AMC58049.1	ALV09788.1
OG0000528	AMC58052.1	ALV09791.1
OG0000529	AMC58054.1	ALV09793.1
OG0000530	AMC58056.1	ALV09795.1
OG0000531	AMC58134.1	ALV09857.1
OG0000532	AMC58135.1	ALV09858.1
OG0000533	AMC58136.1	ALV09859.1
OG0000534	AMC58137.1	ALV09860.1
OG0000535	AMC58138.1	ALV09861.1
OG0000536	AMC58139.1	ALV09862.1
OG0000537	AMC58140.1	ALV09863.1
OG0000538	AMC58141.1	ALV09864.1
OG0000539	AMC58142.1	ALV09865.1
OG0000540	AMC58143.1	ALV09866.1
OG0000541	AMC58144.1	ALV09867.1
OG0000542	AMC58148.1	ALV09871.1
OG0000543	AMC58149.1	ALV09872.1
OG0000544	AMC58153.1	ALV09875.1
OG0000545	AMC58155.1	ALV09876.1
OG0000546	AMC58158.1	ALV09879.1
OG0000547	AMC58171.1	ALV09892.1
OG0000548	AMC58172.1	ALV09893.1
OG0000549	AMC58175.1	ALV09895.1
OG0000550	AMC58188.1	ALV09906.1
OG0000551	AMC58189.1	ALV09907.1
OG0000552	AMC58190.1	ALV12844.1
OG0000553	AMC58207.1	ALV09926.1
OG0000554	AMC58208.1	ALV09927.1
OG0000555	AMC58209.1	ALV09928.1
OG0000556	AMC58210.1	ALV09929.1
OG0000557	AMC58211.1	ALV09930.1
OG0000558	AMC58212.1	ALV09931.1
OG0000559	AMC58213.1	ALV09932.1
OG0000560	AMC58214.1	ALV09933.1
OG0000561	AMC58215.1	ALV09934.1
OG0000562	AMC58216.1	ALV09935.1
OG0000563	AMC58217.1	ALV09936.1
OG0000564	AMC58220.1	ALV09939.1
OG0000565	AMC58221.1	ALV09940.1
OG0000566	AMC58222.1	ALV09941.1
OG0000567	AMC58223.1	ALV09942.1
OG0000568	AMC58224.1	ALV09943.1
OG0000569	AMC58225.1	ALV09944.1
OG0000570	AMC58226.1	ALV09945.1
OG0000571	AMC58227.1	ALV09946.1
OG0000572	AMC58228.1	ALV09947.1
OG0000573	AMC58229.1	ALV09948.1
OG0000574	AMC58230.1	ALV09949.1
OG0000575	AMC58238.1	ALV09955.1
OG0000576	AMC58240.1	ALV09957.1
OG0000577	AMC58241.1	ALV09958.1
OG0000578	AMC58242.1	ALV09959.1
OG0000579	AMC58265.1	ALV09973.1
OG0000580	AMC58275.1	ALV09984.1
OG0000581	AMC58276.1	ALV09985.1
OG0000582	AMC58283.1	ALV09991.1
OG0000583	AMC58286.1	ALV09994.1
OG0000584	AMC58287.1	ALV09995.1
OG0000585	AMC58288.1	ALV09996.1
OG0000586	AMC58294.1	ALV10001.1
OG0000587	AMC58297.1	ALV10004.1
OG0000588	AMC58298.1	ALV10005.1
OG0000589	AMC58307.1	ALV10013.1
OG0000590	AMC58308.1	ALV10014.1
OG0000591	AMC58318.1	ALV10023.1
OG0000592	AMC58321.1	ALV10026.1
OG0000593	AMC58324.1	ALV10028.1
OG0000594	AMC58326.1	ALV10030.1
OG0000595	AMC58328.1	ALV12852.1
OG0000596	AMC58329.1	ALV10031.1
OG0000597	AMC58330.1	ALV10032.1
OG0000598	AMC58331.1	ALV10033.1
OG0000599	AMC58335.1	ALV10035.1
OG0000600	AMC58339.1	ALV10037.1
OG0000601	AMC58340.1	ALV10038.1
OG0000602	AMC58342.1	ALV10039.1
OG0000603	AMC58346.1	ALV10042.1
OG0000604	AMC58348.1	ALV12855.1
OG0000605	AMC58363.1	ALV10054.1
OG0000606	AMC58369.1	ALV10060.1
OG0000607	AMC58376.1	ALV10064.1
OG0000608	AMC58377.1	ALV10065.1
OG0000609	AMC58384.1	ALV10070.1
OG0000610	AMC58385.1	ALV10071.1
OG0000611	AMC58386.1	ALV12864.1
OG0000612	AMC58390.1	ALV10075.1
OG0000613	AMC58394.1	ALV10079.1
OG0000614	AMC58399.1	ALV10083.1
OG0000615	AMC58400.1	ALV10084.1
OG0000616	AMC58402.1	ALV10085.1
OG0000617	AMC58404.1	ALV10087.1
OG0000618	AMC58408.1	ALV10091.1
OG0000619	AMC58409.1	ALV10092.1
OG0000620	AMC58411.1	ALV10094.1
OG0000621	AMC58425.1	ALV10102.1
OG0000622	AMC58432.1	ALV12868.1
OG0000623	AMC58434.1	ALV10110.1
OG0000624	AMC58440.1	ALV10114.1
OG0000625	AMC58442.1	ALV12870.1
OG0000626	AMC58458.1	ALV12871.1
OG0000627	AMC58473.1	ALV10139.1
OG0000628	AMC58476.1	ALV12875.1
OG0000629	AMC58478.1	ALV12876.1
OG0000630	AMC58480.1	ALV10144.1
OG0000631	AMC58481.1	ALV10146.1
OG0000632	AMC58482.1	ALV10147.1
OG0000633	AMC58483.1	ALV10148.1
OG0000634	AMC58484.1	ALV10149.1
OG0000635	AMC58485.1	ALV10150.1
OG0000636	AMC58487.1	ALV10151.1
OG0000637	AMC58488.1	ALV10152.1
OG0000638	AMC58489.1	ALV10153.1
OG0000639	AMC58490.1	ALV10154.1
OG0000640	AMC58503.1	ALV10163.1
OG0000641	AMC58507.1	ALV10167.1
OG0000642	AMC58519.1	ALV10176.1
OG0000643	AMC58521.1	ALV12882.1
OG0000644	AMC58522.1	ALV10178.1
OG0000645	AMC58523.1	ALV10179.1
OG0000646	AMC58524.1	ALV10180.1
OG0000647	AMC58525.1	ALV10181.1
OG0000648	AMC58529.1, AMC58528.1	ALV10183.1
OG0000649	AMC58534.1	ALV12883.1
OG0000650	AMC58535.1	ALV12884.1
OG0000651	AMC58536.1	ALV10187.1
OG0000652	AMC58538.1	ALV10188.1
OG0000653	AMC58539.1	ALV10189.1
OG0000654	AMC58540.1	ALV10190.1
OG0000655	AMC58543.1	ALV12885.1
OG0000656	AMC58547.1	ALV12887.1
OG0000657	AMC58549.1	ALV10196.1
OG0000658	AMC58553.1	ALV10199.1
OG0000659	AMC58554.1	ALV10200.1
OG0000660	AMC58555.1	ALV10201.1
OG0000661	AMC58556.1	ALV10202.1
OG0000662	AMC58557.1	ALV10203.1
OG0000663	AMC58558.1	ALV10204.1
OG0000664	AMC58559.1	ALV10206.1
OG0000665	AMC58560.1	ALV10207.1
OG0000666	AMC58561.1	ALV10208.1
OG0000667	AMC58562.1	ALV10209.1
OG0000668	AMC58563.1	ALV10210.1
OG0000669	AMC58564.1	ALV12888.1
OG0000670	AMC58567.1	ALV10212.1
OG0000671	AMC58572.1	ALV10216.1
OG0000672	AMC58573.1	ALV10217.1
OG0000673	AMC58575.1	ALV10218.1
OG0000674	AMC58630.1	ALV10262.1
OG0000675	AMC58631.1	ALV10263.1
OG0000676	AMC58636.1	ALV10266.1
OG0000677	AMC58638.1	ALV10268.1
OG0000678	AMC58639.1	ALV10269.1
OG0000679	AMC58641.1	ALV10271.1
OG0000680	AMC58644.1	ALV10273.1
OG0000681	AMC58784.1	ALV10392.1
OG0000682	AMC58654.1	ALV10282.1
OG0000683	AMC58656.1	ALV10284.1
OG0000684	AMC58657.1	ALV10285.1
OG0000685	AMC58658.1	ALV10286.1
OG0000686	AMC58660.1	ALV10288.1
OG0000687	AMC58661.1	ALV10289.1
OG0000688	AMC58662.1	ALV12900.1
OG0000689	AMC58669.1	ALV10295.1
OG0000690	AMC58670.1	ALV10296.1
OG0000691	AMC58671.1	ALV10297.1
OG0000692	AMC58672.1	ALV10298.1
OG0000693	AMC58673.1	ALV10299.1
OG0000694	AMC58674.1	ALV10300.1
OG0000695	AMC58675.1	ALV10301.1
OG0000696	AMC58686.1	ALV10310.1
OG0000697	AMC58692.1	ALV10315.1
OG0000698	AMC58698.1	ALV10318.1
OG0000699	AMC58699.1	ALV12905.1
OG0000700	AMC58711.1	ALV10328.1
OG0000701	AMC58713.1	ALV10329.1
OG0000702	AMC58714.1	ALV10330.1
OG0000703	AMC58722.1	ALV10339.1
OG0000704	AMC58726.1	ALV10342.1
OG0000705	AMC58728.1	ALV10343.1
OG0000706	AMC58729.1	ALV10344.1
OG0000707	AMC58730.1	ALV10345.1
OG0000708	AMC58733.1	ALV10348.1
OG0000709	AMC58736.1	ALV10351.1
OG0000710	AMC58737.1	ALV12909.1
OG0000711	AMC58743.1	ALV10356.1
OG0000712	AMC58745.1	ALV10358.1
OG0000713	AMC58750.1	ALV10363.1
OG0000714	AMC58755.1	ALV12912.1
OG0000715	AMC58764.1	ALV10372.1
OG0000716	AMC58771.1	ALV10378.1
OG0000717	AMC58772.1	ALV10379.1
OG0000718	AMC58775.1	ALV10382.1
OG0000719	AMC58777.1	ALV10385.1
OG0000720	AMC58778.1	ALV10386.1
OG0000721	AMC58779.1	ALV10387.1
OG0000722	AMC58780.1	ALV10388.1
OG0000723	AMC58783.1	ALV10391.1
OG0000724	AMC58790.1	ALV12918.1
OG0000725	AMC58791.1	ALV10398.1
OG0000726	AMC58792.1	ALV12919.1
OG0000727	AMC58793.1	ALV12920.1
OG0000728	AMC58794.1	ALV10399.1
OG0000729	AMC58800.1	ALV10403.1
OG0000730	AMC58801.1	ALV10404.1
OG0000731	AMC58803.1	ALV10406.1
OG0000732	AMC58807.1	ALV10409.1
OG0000733	AMC58809.1	ALV12922.1
OG0000734	AMC58810.1	ALV12923.1
OG0000735	AMC58811.1	ALV10410.1
OG0000736	AMC58812.1	ALV10411.1
OG0000737	AMC58814.1	ALV10412.1
OG0000738	AMC58819.1	ALV10416.1
OG0000739	AMC58823.1	ALV10420.1
OG0000740	AMC58824.1	ALV10421.1
OG0000741	AMC58826.1	ALV10423.1
OG0000742	AMC58827.1	ALV10424.1
OG0000743	AMC58829.1	ALV10426.1
OG0000745	AMC58835.1	ALV10429.1
OG0000746	AMC58839.1	ALV10431.1
OG0000747	AMC58851.1	ALV10439.1
OG0000748	AMC58853.1	ALV10440.1
OG0000749	AMC58854.1	ALV12926.1
OG0000750	AMC58855.1	ALV10441.1
OG0000751	AMC58856.1	ALV10442.1
OG0000752	AMC58857.1	ALV10443.1
OG0000753	AMC58858.1	ALV10444.1
OG0000754	AMC58859.1	ALV12927.1
OG0000755	AMC58860.1	ALV10445.1
OG0000756	AMC58861.1	ALV10446.1
OG0000757	AMC58862.1	ALV10447.1
OG0000758	AMC58863.1	ALV10448.1
OG0000759	AMC58866.1	ALV10450.1
OG0000760	AMC58873.1	ALV10457.1
OG0000761	AMC58875.1	ALV10459.1
OG0000762	AMC58876.1	ALV10460.1
OG0000763	AMC58878.1	ALV10462.1
OG0000764	AMC58881.1	ALV10466.1
OG0000765	AMC58884.1	ALV10467.1
OG0000766	AMC58885.1	ALV12930.1
OG0000767	AMC58886.1	ALV10468.1
OG0000768	AMC58887.1	ALV10469.1
OG0000769	AMC58888.1	ALV10470.1
OG0000770	AMC58889.1	ALV10471.1
OG0000771	AMC58890.1	ALV10472.1
OG0000772	AMC58891.1	ALV10473.1
OG0000773	AMC58892.1	ALV10474.1
OG0000774	AMC58893.1	ALV10475.1
OG0000775	AMC58894.1	ALV10476.1
OG0000776	AMC58895.1	ALV10477.1
OG0000777	AMC58898.1	ALV10478.1
OG0000778	AMC58899.1	ALV10479.1
OG0000779	AMC58900.1	ALV10480.1
OG0000780	AMC58906.1	ALV10485.1
OG0000781	AMC58908.1	ALV10487.1
OG0000782	AMC58909.1	ALV10488.1
OG0000783	AMC58910.1	ALV10489.1
OG0000784	AMC58917.1	ALV10495.1
OG0000785	AMC58918.1	ALV10496.1
OG0000786	AMC58919.1	ALV10497.1
OG0000787	AMC58923.1	ALV10501.1
OG0000788	AMC58924.1	ALV10502.1
OG0000789	AMC58925.1	ALV10503.1
OG0000790	AMC58926.1	ALV10504.1
OG0000791	AMC58927.1	ALV12933.1
OG0000792	AMC58928.1	ALV10505.1
OG0000793	AMC58929.1	ALV10506.1
OG0000794	AMC58930.1	ALV10507.1
OG0000795	AMC58931.1	ALV10508.1
OG0000796	AMC58933.1	ALV10510.1
OG0000797	AMC58944.1	ALV10518.1
OG0000798	AMC58951.1, AMC58952.1	ALV10524.1
OG0000799	AMC58971.1	ALV10541.1
OG0000800	AMC58972.1	ALV10542.1
OG0000801	AMC58974.1	ALV10544.1
OG0000802	AMC58975.1	ALV10545.1
OG0000803	AMC58977.1	ALV10546.1
OG0000804	AMC58981.1	ALV10550.1
OG0000805	AMC58982.1	ALV10551.1
OG0000806	AMC58983.1	ALV10552.1
OG0000807	AMC58984.1	ALV12935.1
OG0000808	AMC58985.1	ALV12936.1
OG0000809	AMC58995.1	ALV12939.1
OG0000810	AMC58997.1	ALV12940.1
OG0000811	AMC58998.1	ALV10561.1
OG0000812	AMC58999.1	ALV10562.1
OG0000813	AMC59001.1	ALV10564.1
OG0000814	AMC59003.1	ALV10565.1
OG0000815	AMC59004.1	ALV12941.1
OG0000816	AMC59005.1	ALV12942.1
OG0000817	AMC59006.1	ALV10566.1
OG0000818	AMC59009.1	ALV10569.1
OG0000819	AMC59010.1	ALV10570.1
OG0000820	AMC59011.1	ALV10571.1
OG0000821	AMC59014.1	ALV10574.1
OG0000822	AMC59015.1	ALV10575.1
OG0000823	AMC59016.1	ALV10576.1
OG0000824	AMC59017.1	ALV10577.1
OG0000825	AMC59021.1	ALV10581.1
OG0000826	AMC59022.1	ALV10582.1
OG0000827	AMC59028.1	ALV10587.1
OG0000828	AMC59030.1	ALV10590.1
OG0000829	AMC59031.1	ALV10591.1
OG0000830	AMC59032.1	ALV10592.1
OG0000831	AMC59036.1	ALV10595.1
OG0000832	AMC59038.1	ALV10597.1
OG0000833	AMC59043.1	ALV10601.1
OG0000834	AMC59044.1	ALV10602.1
OG0000835	AMC59046.1	ALV10604.1
OG0000836	AMC59047.1	ALV10605.1
OG0000837	AMC59052.1	ALV10608.1
OG0000838	AMC59058.1	ALV10612.1
OG0000839	AMC59059.1	ALV10613.1
OG0000840	AMC59060.1	ALV10614.1
OG0000841	AMC59061.1	ALV10615.1
OG0000842	AMC59062.1	ALV10616.1
OG0000843	AMC59063.1	ALV10617.1
OG0000844	AMC59064.1	ALV10618.1
OG0000845	AMC59065.1	ALV10619.1
OG0000846	AMC59066.1	ALV10620.1
OG0000847	AMC59067.1	ALV10621.1
OG0000848	AMC59068.1	ALV10622.1
OG0000849	AMC59073.1	ALV10627.1
OG0000850	AMC59075.1	ALV10629.1
OG0000851	AMC59077.1	ALV10631.1
OG0000852	AMC59078.1	ALV10632.1
OG0000853	AMC59081.1	ALV10633.1
OG0000854	AMC59082.1	ALV10634.1
OG0000855	AMC59084.1	ALV10635.1
OG0000856	AMC59085.1	ALV10636.1
OG0000857	AMC59086.1	ALV10637.1
OG0000858	AMC59089.1	ALV10640.1
OG0000859	AMC59090.1	ALV10641.1
OG0000860	AMC59091.1	ALV10642.1
OG0000861	AMC59092.1	ALV12945.1
OG0000862	AMC59093.1	ALV10643.1
OG0000863	AMC59100.1	ALV12946.1
OG0000864	AMC59126.1	ALV10658.1
OG0000865	AMC59150.1	ALV10674.1
OG0000866	AMC59151.1	ALV10675.1
OG0000867	AMC59152.1	ALV10676.1
OG0000868	AMC59153.1	ALV10677.1
OG0000869	AMC59154.1	ALV10678.1
OG0000870	AMC59155.1	ALV10679.1
OG0000871	AMC59159.1	ALV10683.1
OG0000872	AMC59161.1	ALV10685.1
OG0000873	AMC59162.1	ALV10686.1
OG0000874	AMC59164.1	ALV10687.1
OG0000875	AMC59171.1	ALV10693.1
OG0000876	AMC59175.1	ALV10696.1
OG0000877	AMC59180.1	ALV12955.1
OG0000878	AMC59182.1	ALV10701.1
OG0000879	AMC59184.1	ALV10702.1
OG0000880	AMC59185.1	ALV10703.1
OG0000881	AMC59186.1	ALV10704.1
OG0000882	AMC59189.1	ALV12958.1
OG0000883	AMC59190.1	ALV10706.1
OG0000884	AMC59191.1	ALV10707.1
OG0000885	AMC59192.1	ALV10708.1
OG0000886	AMC59193.1	ALV10709.1
OG0000887	AMC59194.1	ALV10710.1
OG0000888	AMC59196.1	ALV12959.1
OG0000889	AMC59199.1	ALV10714.1
OG0000890	AMC59200.1	ALV10715.1
OG0000891	AMC59201.1	ALV10716.1
OG0000892	AMC59202.1	ALV10717.1
OG0000893	AMC59203.1	ALV12960.1
OG0000894	AMC59204.1	ALV10718.1
OG0000895	AMC59205.1	ALV10719.1
OG0000896	AMC59206.1	ALV10720.1
OG0000897	AMC59207.1	ALV10721.1
OG0000898	AMC59209.1	ALV12961.1
OG0000899	AMC59210.1	ALV10723.1
OG0000900	AMC59211.1	ALV10724.1
OG0000901	AMC59212.1	ALV10725.1
OG0000902	AMC59213.1	ALV10726.1
OG0000903	AMC59214.1	ALV10727.1
OG0000904	AMC59217.1	ALV10730.1
OG0000905	AMC59218.1	ALV10731.1
OG0000906	AMC59225.1	ALV10738.1
OG0000907	AMC59226.1	ALV10739.1
OG0000908	AMC59228.1	ALV10741.1
OG0000909	AMC59229.1	ALV10742.1
OG0000910	AMC59230.1	ALV10743.1
OG0000911	AMC59231.1	ALV10744.1
OG0000912	AMC59233.1	ALV12962.1
OG0000913	AMC59237.1	ALV10747.1
OG0000914	AMC59239.1	ALV12965.1
OG0000915	AMC59243.1	ALV10750.1
OG0000916	AMC59244.1	ALV10751.1
OG0000917	AMC59245.1	ALV10752.1
OG0000918	AMC59246.1	ALV10753.1
OG0000919	AMC59247.1	ALV10754.1
OG0000920	AMC59250.1	ALV10757.1
OG0000921	AMC59251.1	ALV10758.1
OG0000922	AMC59252.1	ALV10759.1
OG0000923	AMC59253.1	ALV10760.1
OG0000924	AMC59258.1	ALV10762.1
OG0000925	AMC59259.1	ALV10763.1
OG0000926	AMC59260.1	ALV10764.1
OG0000927	AMC59261.1	ALV10765.1
OG0000928	AMC59262.1	ALV10766.1
OG0000929	AMC59263.1	ALV10767.1
OG0000930	AMC59264.1	ALV10768.1
OG0000931	AMC59265.1	ALV10769.1
OG0000932	AMC59292.1	ALV12968.1
OG0000933	AMC59293.1	ALV10790.1
OG0000934	AMC59294.1	ALV10791.1
OG0000935	AMC59296.1	ALV10793.1
OG0000936	AMC59297.1	ALV10794.1
OG0000937	AMC59298.1	ALV10795.1
OG0000938	AMC59303.1	ALV10798.1
OG0000939	AMC59304.1	ALV10799.1
OG0000940	AMC59305.1	ALV10800.1
OG0000941	AMC59306.1	ALV10801.1
OG0000942	AMC59307.1	ALV10802.1
OG0000943	AMC59308.1	ALV10803.1
OG0000944	AMC59309.1	ALV10804.1
OG0000945	AMC59310.1	ALV10805.1
OG0000946	AMC59325.1	ALV10814.1
OG0000947	AMC59327.1	ALV10815.1
OG0000948	AMC59328.1	ALV10816.1
OG0000949	AMC59329.1	ALV10817.1
OG0000950	AMC59330.1	ALV10818.1
OG0000951	AMC59371.1	ALV10849.1
OG0000952	AMC59388.1	ALV10859.1
OG0000953	AMC59408.1	ALV10876.1
OG0000954	AMC59410.1	ALV10877.1
OG0000955	AMC59411.1	ALV10878.1
OG0000956	AMC59421.1	ALV10886.1
OG0000957	AMC59422.1	ALV10887.1
OG0000958	AMC59424.1	ALV10888.1
OG0000959	AMC59425.1	ALV10889.1
OG0000960	AMC59426.1	ALV10890.1
OG0000961	AMC59441.1	ALV10903.1
OG0000962	AMC59442.1, AMC59443.1	ALV10904.1
OG0000963	AMC59446.1	ALV10907.1
OG0000964	AMC59448.1	ALV10909.1
OG0000965	AMC59451.1	ALV10911.1
OG0000966	AMC59453.1	ALV10913.1
OG0000967	AMC59454.1	ALV10914.1
OG0000968	AMC59458.1	ALV10917.1
OG0000969	AMC59459.1	ALV10918.1
OG0000970	AMC59460.1	ALV10919.1
OG0000971	AMC59461.1	ALV10920.1
OG0000972	AMC59462.1	ALV10921.1
OG0000973	AMC59463.1	ALV10923.1
OG0000974	AMC59467.1	ALV10927.1
OG0000975	AMC59468.1	ALV10928.1
OG0000976	AMC59475.1	ALV10935.1
OG0000977	AMC59477.1	ALV10936.1
OG0000978	AMC59478.1	ALV10937.1
OG0000979	AMC59488.1	ALV10947.1
OG0000980	AMC59492.1	ALV10951.1
OG0000981	AMC59493.1	ALV10952.1
OG0000982	AMC59494.1	ALV10953.1
OG0000983	AMC59497.1	ALV10956.1
OG0000984	AMC59499.1	ALV10958.1
OG0000985	AMC59503.1	ALV10962.1
OG0000986	AMC59504.1	ALV10963.1
OG0000987	AMC59508.1	ALV12986.1
OG0000988	AMC59514.1	ALV10970.1
OG0000989	AMC59517.1	ALV10973.1
OG0000990	AMC59521.1, AMC59522.1	ALV10976.1
OG0000991	AMC59533.1	ALV10983.1
OG0000992	AMC59539.1	ALV10988.1
OG0000993	AMC59541.1	ALV10989.1
OG0000994	AMC59543.1	ALV10990.1
OG0000995	AMC59554.1	ALV10999.1
OG0000996	AMC59559.1	ALV11001.1
OG0000997	AMC59568.1	ALV11007.1
OG0000998	AMC59573.1, AMC59572.1	ALV11011.1
OG0000999	AMC59684.1	ALV11104.1
OG0001000	AMC59685.1	ALV11105.1
OG0001001	AMC59687.1	ALV11106.1
OG0001002	AMC59688.1	ALV11107.1
OG0001003	AMC59698.1	ALV11115.1
OG0001004	AMC59702.1	ALV11116.1
OG0001005	AMC59704.1	ALV11118.1
OG0001007	AMC59711.1	ALV11123.1
OG0001008	AMC59721.1	ALV11132.1
OG0001009	AMC59746.1	ALV11152.1
OG0001010	AMC59747.1	ALV11153.1
OG0001011	AMC59748.1	ALV11154.1
OG0001012	AMC59749.1	ALV13011.1
OG0001013	AMC59750.1	ALV11155.1
OG0001014	AMC59751.1	ALV11156.1
OG0001015	AMC59752.1	ALV11157.1
OG0001016	AMC59755.1	ALV11159.1
OG0001017	AMC59764.1	ALV11167.1
OG0001018	AMC59765.1	ALV11168.1
OG0001019	AMC59766.1	ALV13012.1
OG0001020	AMC59767.1	ALV11169.1
OG0001021	AMC59773.1	ALV11172.1
OG0001022	AMC59774.1	ALV11173.1
OG0001023	AMC59775.1	ALV11174.1
OG0001024	AMC59776.1	ALV11175.1
OG0001025	AMC59778.1	ALV11177.1
OG0001026	AMC59779.1	ALV11178.1
OG0001027	AMC59782.1	ALV11181.1
OG0001028	AMC59788.1	ALV11187.1
OG0001029	AMC59792.1	ALV11189.1
OG0001030	AMC59793.1	ALV11190.1
OG0001031	AMC59794.1	ALV11191.1
OG0001032	AMC59795.1	ALV13015.1
OG0001033	AMC59800.1	ALV11195.1
OG0001034	AMC59801.1	ALV11196.1
OG0001035	AMC59802.1	ALV13016.1
OG0001036	AMC59806.1	ALV11199.1
OG0001037	AMC59808.1	ALV11201.1
OG0001038	AMC59809.1	ALV11202.1
OG0001039	AMC59810.1	ALV11203.1
OG0001040	AMC59811.1	ALV11204.1
OG0001041	AMC59812.1	ALV11205.1
OG0001042	AMC59814.1	ALV11207.1
OG0001043	AMC59815.1	ALV11208.1
OG0001044	AMC59817.1	ALV13018.1
OG0001045	AMC59819.1	ALV11209.1
OG0001046	AMC59820.1	ALV11210.1
OG0001047	AMC59821.1	ALV11211.1
OG0001048	AMC59829.1	ALV11216.1
OG0001049	AMC59830.1	ALV11217.1
OG0001050	AMC59831.1	ALV13019.1
OG0001051	AMC59832.1	ALV11218.1
