Orthogroup	Mmicro	Mafric
OG0000424	AMC57709.1	CCC25323.1
OG0000425	AMC57722.1	CCC25336.1
OG0000426	AMC57723.1	CCC25337.1
OG0000427	AMC57729.1	CCC25343.1
OG0000428	AMC57731.1	CCC25344.1
OG0000429	AMC57733.1	CCC25345.1
OG0000430	AMC57751.1	CCC25356.1
OG0000431	AMC57752.1	CCC25357.1
OG0000432	AMC57753.1	CCC25358.1
OG0000433	AMC57758.1	CCC25363.1
OG0000434	AMC57759.1	CCC25364.1
OG0000435	AMC57760.1	CCC25365.1
OG0000436	AMC57761.1	CCC25366.1
OG0000437	AMC57771.1	CCC25376.1
OG0000438	AMC57779.1	CCC25382.1
OG0000439	AMC57780.1	CCC25383.1
OG0000440	AMC57782.1	CCC25385.1
OG0000441	AMC57786.1	CCC25389.1
OG0000442	AMC57791.1	CCC25395.1
OG0000443	AMC57792.1	CCC25396.1
OG0000444	AMC57803.1	CCC25408.1
OG0000445	AMC57806.1	CCC25411.1
OG0000446	AMC57808.1	CCC25412.1
OG0000447	AMC57823.1	CCC25425.1
OG0000448	AMC57825.1	CCC25427.1
OG0000449	AMC57829.1	CCC25431.1
OG0000450	AMC57830.1	CCC25432.1
OG0000451	AMC57832.1	CCC25434.1
OG0000452	AMC57833.1	CCC25435.1
OG0000453	AMC57836.1	CCC25438.1
OG0000454	AMC57853.1	CCC25454.1
OG0000455	AMC57855.1	CCC25456.1
OG0000456	AMC57856.1	CCC25457.1
OG0000457	AMC57857.1	CCC25458.1
OG0000458	AMC57864.1	CCC25464.1
OG0000459	AMC57865.1	CCC25465.1
OG0000460	AMC57879.1	CCC25475.1
OG0000461	AMC57884.1	CCC25480.1
OG0000462	AMC57888.1	CCC25484.1
OG0000463	AMC57889.1	CCC25485.1
OG0000464	AMC57892.1	CCC25488.1
OG0000465	AMC57893.1	CCC25489.1
OG0000466	AMC57894.1	CCC25490.1
OG0000467	AMC57895.1	CCC25491.1
OG0000468	AMC57896.1	CCC25492.1
OG0000469	AMC57900.1	CCC25496.1
OG0000470	AMC57901.1	CCC25497.1
OG0000471	AMC57904.1	CCC25500.1
OG0000472	AMC57907.1	CCC25503.1
OG0000473	AMC57908.1	CCC25504.1
OG0000474	AMC57909.1	CCC25505.1
OG0000475	AMC57913.1, AMC57914.1	CCC25509.1
OG0000476	AMC57915.1	CCC25510.1
OG0000477	AMC57916.1	CCC25511.1
OG0000478	AMC57935.1	CCC25529.1
OG0000479	AMC57942.1	CCC25537.1
OG0000480	AMC57943.1	CCC25538.1
OG0000481	AMC57944.1	CCC25539.1
OG0000482	AMC57946.1	CCC25541.1
OG0000483	AMC57948.1	CCC25543.1
OG0000484	AMC57953.1	CCC25548.1
OG0000485	AMC57956.1	CCC25551.1
OG0000486	AMC57957.1	CCC25552.1
OG0000487	AMC57958.1	CCC25553.1
OG0000488	AMC57959.1	CCC25554.1
OG0000489	AMC57960.1	CCC25555.1
OG0000490	AMC57961.1	CCC25556.1
OG0000491	AMC57962.1	CCC25557.1
OG0000492	AMC57963.1	CCC25558.1
OG0000493	AMC57964.1	CCC25559.1
OG0000494	AMC57967.1	CCC25562.1
OG0000495	AMC57968.1	CCC25563.1
OG0000496	AMC57970.1	CCC25565.1
OG0000497	AMC57973.1	CCC25567.1
OG0000498	AMC57978.1	CCC25572.1
OG0000499	AMC57979.1	CCC25573.1
OG0000500	AMC57982.1	CCC25575.1
OG0000501	AMC57984.1	CCC25577.1
OG0000502	AMC57985.1	CCC25578.1
OG0000503	AMC57988.1	CCC25581.1
OG0000504	AMC57989.1	CCC25582.1
OG0000505	AMC57990.1	CCC25583.1
OG0000506	AMC57991.1	CCC25584.1
OG0000507	AMC57996.1	CCC25588.1
OG0000508	AMC57997.1	CCC25589.1
OG0000509	AMC58000.1	CCC25591.1
OG0000510	AMC58013.1	CCC25603.1
OG0000511	AMC58014.1	CCC25604.1
OG0000512	AMC58015.1	CCC25605.1
OG0000513	AMC58016.1	CCC25606.1
OG0000514	AMC58017.1	CCC25607.1
OG0000515	AMC58018.1	CCC25608.1
OG0000516	AMC58020.1	CCC25610.1
OG0000517	AMC58024.1	CCC25613.1
OG0000518	AMC58035.1	CCC25621.1
OG0000519	AMC58037.1	CCC25623.1
OG0000520	AMC58038.1	CCC25624.1
OG0000521	AMC58039.1	CCC25625.1
OG0000522	AMC58040.1	CCC25626.1
OG0000523	AMC58041.1	CCC25627.1
OG0000524	AMC58046.1	CCC25632.1
OG0000525	AMC58047.1	CCC25633.1
OG0000526	AMC58048.1	CCC25634.1
OG0000527	AMC58049.1	CCC25635.1
OG0000528	AMC58052.1	CCC25638.1
OG0000529	AMC58054.1	CCC25640.1
OG0000530	AMC58056.1	CCC25642.1
OG0000531	AMC58134.1	CCC25713.1
OG0000532	AMC58135.1	CCC25714.1
OG0000533	AMC58136.1	CCC25715.1
OG0000534	AMC58137.1	CCC25716.1
OG0000535	AMC58138.1	CCC25717.1
OG0000536	AMC58139.1	CCC25718.1
OG0000537	AMC58140.1	CCC25719.1
OG0000538	AMC58141.1	CCC25720.1
OG0000539	AMC58142.1	CCC25721.1
OG0000540	AMC58143.1	CCC25722.1
OG0000541	AMC58144.1	CCC25723.1
OG0000542	AMC58148.1	CCC25727.1
OG0000543	AMC58149.1	CCC25728.1
OG0000544	AMC58153.1	CCC25732.1
OG0000545	AMC58155.1	CCC25733.1
OG0000546	AMC58158.1	CCC25736.1
OG0000547	AMC58171.1	CCC25748.1
OG0000548	AMC58172.1	CCC25749.1
OG0000549	AMC58175.1	CCC25751.1
OG0000550	AMC58188.1	CCC25763.1
OG0000551	AMC58189.1	CCC25764.1
OG0000552	AMC58190.1	CCC25765.1
OG0000553	AMC58207.1	CCC25781.1
OG0000554	AMC58208.1	CCC25782.1
OG0000555	AMC58209.1	CCC25783.1
OG0000556	AMC58210.1	CCC25784.1
OG0000557	AMC58211.1	CCC25785.1
OG0000558	AMC58212.1	CCC25786.1
OG0000559	AMC58213.1	CCC25787.1
OG0000560	AMC58214.1	CCC25788.1
OG0000561	AMC58215.1	CCC25789.1
OG0000562	AMC58216.1	CCC25790.1
OG0000563	AMC58217.1	CCC25791.1
OG0000564	AMC58220.1	CCC25794.1
OG0000565	AMC58221.1	CCC25795.1
OG0000566	AMC58222.1	CCC25796.1
OG0000567	AMC58223.1	CCC25797.1
OG0000568	AMC58224.1	CCC25798.1
OG0000569	AMC58225.1	CCC25799.1
OG0000570	AMC58226.1	CCC25800.1
OG0000571	AMC58227.1	CCC25801.1
OG0000572	AMC58228.1	CCC25802.1
OG0000573	AMC58229.1	CCC25803.1
OG0000574	AMC58230.1	CCC25804.1
OG0000575	AMC58238.1	CCC25812.1
OG0000576	AMC58240.1	CCC25814.1
OG0000577	AMC58241.1	CCC25815.1
OG0000578	AMC58242.1	CCC25816.1
OG0000579	AMC58265.1	CCC25834.1
OG0000580	AMC58275.1	CCC25843.1
OG0000581	AMC58276.1	CCC25844.1
OG0000582	AMC58283.1	CCC25851.1
OG0000583	AMC58286.1	CCC25854.1
OG0000584	AMC58287.1	CCC25855.1
OG0000585	AMC58288.1	CCC25856.1
OG0000586	AMC58294.1	CCC25861.1
OG0000587	AMC58297.1	CCC25864.1
OG0000588	AMC58298.1	CCC25865.1
OG0000589	AMC58307.1	CCC25871.1
OG0000590	AMC58308.1	CCC25872.1
OG0000591	AMC58318.1	CCC25882.1
OG0000592	AMC58321.1	CCC25885.1
OG0000593	AMC58324.1	CCC25887.1
OG0000594	AMC58326.1	CCC25889.1
OG0000595	AMC58328.1	CCC25890.1
OG0000596	AMC58329.1	CCC25891.1
OG0000597	AMC58330.1	CCC25892.1
OG0000598	AMC58331.1	CCC25893.1
OG0000599	AMC58335.1	CCC25895.1
OG0000600	AMC58339.1	CCC25898.1
OG0000601	AMC58340.1	CCC25899.1
OG0000602	AMC58342.1	CCC25901.1
OG0000603	AMC58346.1	CCC25905.1
OG0000604	AMC58348.1	CCC25907.1
OG0000605	AMC58363.1	CCC25920.1
OG0000606	AMC58369.1	CCC25927.1
OG0000607	AMC58376.1	CCC25934.1
OG0000608	AMC58377.1	CCC25935.1
OG0000609	AMC58384.1	CCC25942.1
OG0000610	AMC58385.1	CCC25943.1
OG0000611	AMC58386.1	CCC25944.1
OG0000612	AMC58390.1	CCC25948.1
OG0000613	AMC58394.1	CCC25952.1
OG0000614	AMC58399.1	CCC25956.1
OG0000615	AMC58400.1	CCC25957.1
OG0000616	AMC58402.1	CCC25958.1
OG0000617	AMC58404.1	CCC25960.1
OG0000618	AMC58408.1	CCC25964.1
OG0000619	AMC58409.1	CCC25965.1
OG0000620	AMC58411.1	CCC25967.1
OG0000621	AMC58425.1	CCC25977.1
OG0000622	AMC58432.1	CCC25984.1
OG0000623	AMC58434.1	CCC25986.1
OG0000624	AMC58440.1	CCC25991.1
OG0000625	AMC58442.1	CCC25993.1
OG0000626	AMC58458.1	CCC26005.1
OG0000627	AMC58473.1	CCC26019.1
OG0000628	AMC58476.1	CCC26022.1
OG0000629	AMC58478.1	CCC26025.1
OG0000630	AMC58480.1	CCC26027.1
OG0000631	AMC58481.1	CCC26029.1
OG0000632	AMC58482.1	CCC26030.1
OG0000633	AMC58483.1	CCC26031.1
OG0000634	AMC58484.1	CCC26032.1
OG0000635	AMC58485.1	CCC26033.1
OG0000636	AMC58487.1	CCC26035.1
OG0000637	AMC58488.1	CCC26036.1
OG0000638	AMC58489.1	CCC26037.1
OG0000639	AMC58490.1	CCC26038.1
OG0000640	AMC58503.1	CCC26047.1
OG0000641	AMC58507.1	CCC26051.1
OG0000642	AMC58519.1	CCC26061.1
OG0000643	AMC58521.1	CCC26063.1
OG0000644	AMC58522.1	CCC26064.1
OG0000645	AMC58523.1	CCC26065.1
OG0000646	AMC58524.1	CCC26066.1
OG0000647	AMC58525.1	CCC26067.1
OG0000648	AMC58529.1, AMC58528.1	CCC26069.1
OG0000649	AMC58534.1	CCC26073.1
OG0000650	AMC58535.1	CCC26074.1
OG0000651	AMC58536.1	CCC26075.1
OG0000652	AMC58538.1	CCC26076.1
OG0000653	AMC58539.1	CCC26077.1
OG0000654	AMC58540.1	CCC26078.1
OG0000655	AMC58543.1	CCC26080.1
OG0000656	AMC58547.1	CCC26084.1
OG0000657	AMC58549.1	CCC26085.1
OG0000658	AMC58553.1	CCC26088.1
OG0000659	AMC58554.1	CCC26089.1
OG0000660	AMC58555.1	CCC26090.1
OG0000661	AMC58556.1	CCC26091.1
OG0000662	AMC58557.1	CCC26092.1
OG0000663	AMC58558.1	CCC26093.1
OG0000664	AMC58559.1	CCC26095.1
OG0000665	AMC58560.1	CCC26096.1
OG0000666	AMC58561.1	CCC26097.1
OG0000667	AMC58562.1	CCC26098.1
OG0000668	AMC58563.1	CCC26099.1
OG0000669	AMC58564.1	CCC26100.1
OG0000670	AMC58567.1	CCC26102.1
OG0000671	AMC58572.1	CCC26106.1
OG0000672	AMC58573.1	CCC26107.1
OG0000673	AMC58575.1	CCC26108.1
OG0000674	AMC58630.1	CCC26156.1
OG0000675	AMC58631.1	CCC26157.1
OG0000676	AMC58636.1	CCC26163.1
OG0000677	AMC58638.1	CCC26165.1
OG0000678	AMC58639.1	CCC26166.1
OG0000679	AMC58641.1	CCC26168.1
OG0000680	AMC58644.1	CCC26171.1
OG0000681	AMC58784.1	CCC26305.1, CCC26860.1, CCC26178.1
OG0000682	AMC58654.1	CCC26179.1
OG0000683	AMC58656.1	CCC26181.1
OG0000684	AMC58657.1	CCC26182.1
OG0000685	AMC58658.1	CCC26183.1
OG0000686	AMC58660.1	CCC26185.1
OG0000687	AMC58661.1	CCC26186.1
OG0000688	AMC58662.1	CCC26187.1
OG0000689	AMC58669.1	CCC26193.1
OG0000690	AMC58670.1	CCC26194.1
OG0000691	AMC58671.1	CCC26195.1
OG0000692	AMC58672.1	CCC26196.1
OG0000693	AMC58673.1	CCC26197.1
OG0000694	AMC58674.1	CCC26198.1
OG0000695	AMC58675.1	CCC26199.1
OG0000696	AMC58686.1	CCC26209.1
OG0000697	AMC58692.1	CCC26215.1
OG0000698	AMC58698.1	CCC26220.1
OG0000699	AMC58699.1	CCC26221.1
OG0000700	AMC58711.1	CCC26233.1
OG0000701	AMC58713.1	CCC26235.1
OG0000702	AMC58714.1	CCC26236.1
OG0000703	AMC58722.1	CCC26244.1
OG0000704	AMC58726.1	CCC26246.1
OG0000705	AMC58728.1	CCC26247.1
OG0000706	AMC58729.1	CCC26248.1
OG0000707	AMC58730.1	CCC26249.1
OG0000708	AMC58733.1	CCC26252.1
OG0000709	AMC58736.1	CCC26255.1
OG0000710	AMC58737.1	CCC26256.1
OG0000711	AMC58743.1	CCC26262.1
OG0000712	AMC58745.1	CCC26264.1
OG0000713	AMC58750.1	CCC26269.1
OG0000714	AMC58755.1	CCC26275.1
OG0000715	AMC58764.1	CCC26284.1
OG0000716	AMC58771.1	CCC26292.1
OG0000717	AMC58772.1	CCC26293.1
OG0000718	AMC58775.1	CCC26296.1
OG0000719	AMC58777.1	CCC26298.1
OG0000720	AMC58778.1	CCC26299.1
OG0000721	AMC58779.1	CCC26300.1
OG0000722	AMC58780.1	CCC26301.1
OG0000723	AMC58783.1	CCC26304.1
OG0000724	AMC58790.1	CCC26311.1
OG0000725	AMC58791.1	CCC26312.1
OG0000726	AMC58792.1	CCC26313.1
OG0000727	AMC58793.1	CCC26314.1
OG0000728	AMC58794.1	CCC26315.1
OG0000729	AMC58800.1	CCC26320.1
OG0000730	AMC58801.1	CCC26321.1
OG0000731	AMC58803.1	CCC26323.1
OG0000732	AMC58807.1	CCC26326.1
OG0000733	AMC58809.1	CCC26327.1
OG0000734	AMC58810.1	CCC26328.1
OG0000735	AMC58811.1	CCC26329.1
OG0000736	AMC58812.1	CCC26330.1
OG0000737	AMC58814.1	CCC26331.1
OG0000738	AMC58819.1	CCC26335.1
OG0000739	AMC58823.1	CCC26339.1
OG0000740	AMC58824.1	CCC26340.1
OG0000741	AMC58826.1	CCC26342.1
OG0000742	AMC58827.1	CCC26343.1
OG0000743	AMC58829.1	CCC26345.1
OG0000744	AMC58833.1, AMC58832.1	CCC26348.1
OG0000745	AMC58835.1	CCC26350.1
OG0000746	AMC58839.1	CCC26354.1
OG0000747	AMC58851.1	CCC26365.1
OG0000748	AMC58853.1	CCC26366.1
OG0000749	AMC58854.1	CCC26367.1
OG0000750	AMC58855.1	CCC26368.1
OG0000751	AMC58856.1	CCC26369.1
OG0000752	AMC58857.1	CCC26370.1
OG0000753	AMC58858.1	CCC26371.1
OG0000754	AMC58859.1	CCC26372.1
OG0000755	AMC58860.1	CCC26373.1
OG0000756	AMC58861.1	CCC26374.1
OG0000757	AMC58862.1	CCC26375.1
OG0000758	AMC58863.1	CCC26376.1
OG0000759	AMC58866.1	CCC26379.1
OG0000760	AMC58873.1	CCC26386.1
OG0000761	AMC58875.1	CCC26388.1
OG0000762	AMC58876.1	CCC26389.1
OG0000763	AMC58878.1	CCC26390.1
OG0000764	AMC58881.1	CCC26393.1
OG0000765	AMC58884.1	CCC26395.1
OG0000766	AMC58885.1	CCC26396.1
OG0000767	AMC58886.1	CCC26397.1
OG0000768	AMC58887.1	CCC26398.1
OG0000769	AMC58888.1	CCC26399.1
OG0000770	AMC58889.1	CCC26400.1
OG0000771	AMC58890.1	CCC26401.1
OG0000772	AMC58891.1	CCC26402.1
OG0000773	AMC58892.1	CCC26403.1
OG0000774	AMC58893.1	CCC26404.1
OG0000775	AMC58894.1	CCC26405.1
OG0000776	AMC58895.1	CCC26406.1
OG0000777	AMC58898.1	CCC26408.1
OG0000778	AMC58899.1	CCC26409.1
OG0000779	AMC58900.1	CCC26410.1
OG0000780	AMC58906.1	CCC26416.1
OG0000781	AMC58908.1	CCC26418.1
OG0000782	AMC58909.1	CCC26419.1
OG0000783	AMC58910.1	CCC26420.1
OG0000784	AMC58917.1	CCC26427.1
OG0000785	AMC58918.1	CCC26428.1
OG0000786	AMC58919.1	CCC26429.1
OG0000787	AMC58923.1	CCC26433.1
OG0000788	AMC58924.1	CCC26434.1
OG0000789	AMC58925.1	CCC26435.1
OG0000790	AMC58926.1	CCC26436.1
OG0000791	AMC58927.1	CCC26437.1
OG0000792	AMC58928.1	CCC26438.1
OG0000793	AMC58929.1	CCC26439.1
OG0000794	AMC58930.1	CCC26440.1
OG0000795	AMC58931.1	CCC26441.1
OG0000796	AMC58933.1	CCC26443.1
OG0000797	AMC58944.1	CCC26451.1
OG0000798	AMC58951.1, AMC58952.1	CCC26456.1
OG0000799	AMC58971.1	CCC26474.1
OG0000800	AMC58972.1	CCC26475.1
OG0000801	AMC58974.1	CCC26477.1
OG0000802	AMC58975.1	CCC26478.1
OG0000803	AMC58977.1	CCC26479.1
OG0000804	AMC58981.1	CCC26482.1
OG0000805	AMC58982.1	CCC26483.1
OG0000806	AMC58983.1	CCC26484.1
OG0000807	AMC58984.1	CCC26485.1
OG0000808	AMC58985.1	CCC26486.1
OG0000809	AMC58995.1	CCC26496.1
OG0000810	AMC58997.1	CCC26498.1
OG0000811	AMC58998.1	CCC26499.1
OG0000812	AMC58999.1	CCC26500.1
OG0000813	AMC59001.1	CCC26502.1
OG0000814	AMC59003.1	CCC26503.1
OG0000815	AMC59004.1	CCC26504.1
OG0000816	AMC59005.1	CCC26505.1
OG0000817	AMC59006.1	CCC26506.1
OG0000818	AMC59009.1	CCC26509.1
OG0000819	AMC59010.1	CCC26510.1
OG0000820	AMC59011.1	CCC26511.1
OG0000821	AMC59014.1	CCC26514.1
OG0000822	AMC59015.1	CCC26515.1
OG0000823	AMC59016.1	CCC26516.1
OG0000824	AMC59017.1	CCC26517.1
OG0000825	AMC59021.1	CCC26521.1
OG0000826	AMC59022.1	CCC26522.1
OG0000827	AMC59028.1	CCC26527.1
OG0000828	AMC59030.1	CCC26530.1
OG0000829	AMC59031.1	CCC26531.1
OG0000830	AMC59032.1	CCC26532.1
OG0000831	AMC59036.1	CCC26534.1
OG0000832	AMC59038.1	CCC26536.1
OG0000833	AMC59043.1	CCC26539.1
OG0000834	AMC59044.1	CCC26540.1
OG0000835	AMC59046.1	CCC26542.1
OG0000836	AMC59047.1	CCC26543.1
OG0000837	AMC59052.1	CCC26545.1
OG0000838	AMC59058.1	CCC26550.1
OG0000839	AMC59059.1	CCC26551.1
OG0000840	AMC59060.1	CCC26552.1
OG0000841	AMC59061.1	CCC26553.1
OG0000842	AMC59062.1	CCC26554.1
OG0000843	AMC59063.1	CCC26555.1
OG0000844	AMC59064.1	CCC26556.1
OG0000845	AMC59065.1	CCC26557.1
OG0000846	AMC59066.1	CCC26558.1
OG0000847	AMC59067.1	CCC26559.1
OG0000848	AMC59068.1	CCC26560.1
OG0000849	AMC59073.1	CCC26565.1
OG0000850	AMC59075.1	CCC26567.1
OG0000851	AMC59077.1	CCC26569.1
OG0000852	AMC59078.1	CCC26570.1
OG0000853	AMC59081.1	CCC26571.1
OG0000854	AMC59082.1	CCC26572.1
OG0000855	AMC59084.1	CCC26573.1
OG0000856	AMC59085.1	CCC26574.1
OG0000857	AMC59086.1	CCC26575.1
OG0000858	AMC59089.1	CCC26578.1
OG0000859	AMC59090.1	CCC26579.1
OG0000860	AMC59091.1	CCC26580.1
OG0000861	AMC59092.1	CCC26581.1
OG0000862	AMC59093.1	CCC26582.1
OG0000863	AMC59100.1	CCC26588.1
OG0000864	AMC59126.1	CCC26616.1
OG0000865	AMC59150.1	CCC26634.1
OG0000866	AMC59151.1	CCC26635.1
OG0000867	AMC59152.1	CCC26636.1
OG0000868	AMC59153.1	CCC26637.1
OG0000869	AMC59154.1	CCC26638.1
OG0000870	AMC59155.1	CCC26639.1
OG0000871	AMC59159.1	CCC26643.1
OG0000872	AMC59161.1	CCC26645.1
OG0000873	AMC59162.1	CCC26646.1
OG0000874	AMC59164.1	CCC26648.1
OG0000875	AMC59171.1	CCC26654.1
OG0000876	AMC59175.1	CCC26658.1
OG0000877	AMC59180.1	CCC26663.1
OG0000878	AMC59182.1	CCC26665.1
OG0000879	AMC59184.1	CCC26667.1
OG0000880	AMC59185.1	CCC26668.1
OG0000881	AMC59186.1	CCC26669.1
OG0000882	AMC59189.1	CCC26673.1
OG0000883	AMC59190.1	CCC26674.1
OG0000884	AMC59191.1	CCC26675.1
OG0000885	AMC59192.1	CCC26676.1
OG0000886	AMC59193.1	CCC26677.1
OG0000887	AMC59194.1	CCC26678.1
OG0000888	AMC59196.1	CCC26680.1
OG0000889	AMC59199.1	CCC26683.1
OG0000890	AMC59200.1	CCC26684.1
OG0000891	AMC59201.1	CCC26685.1
OG0000892	AMC59202.1	CCC26686.1
OG0000893	AMC59203.1	CCC26687.1
OG0000894	AMC59204.1	CCC26688.1
OG0000895	AMC59205.1	CCC26689.1
OG0000896	AMC59206.1	CCC26690.1
OG0000897	AMC59207.1	CCC26691.1
OG0000898	AMC59209.1	CCC26693.1
OG0000899	AMC59210.1	CCC26694.1
OG0000900	AMC59211.1	CCC26695.1
OG0000901	AMC59212.1	CCC26696.1
OG0000902	AMC59213.1	CCC26697.1
OG0000903	AMC59214.1	CCC26698.1
OG0000904	AMC59217.1	CCC26701.1
OG0000905	AMC59218.1	CCC26702.1
OG0000906	AMC59225.1	CCC26709.1
OG0000907	AMC59226.1	CCC26710.1
OG0000908	AMC59228.1	CCC26712.1
OG0000909	AMC59229.1	CCC26713.1
OG0000910	AMC59230.1	CCC26714.1
OG0000911	AMC59231.1	CCC26715.1
OG0000912	AMC59233.1	CCC26717.1
OG0000913	AMC59237.1	CCC26720.1
OG0000914	AMC59239.1	CCC26721.1
OG0000915	AMC59243.1	CCC26724.1
OG0000916	AMC59244.1	CCC26725.1
OG0000917	AMC59245.1	CCC26726.1
OG0000918	AMC59246.1	CCC26727.1
OG0000919	AMC59247.1	CCC26728.1
OG0000920	AMC59250.1	CCC26731.1
OG0000921	AMC59251.1	CCC26732.1
OG0000922	AMC59252.1	CCC26733.1
OG0000923	AMC59253.1	CCC26734.1
OG0000924	AMC59258.1	CCC26736.1
OG0000925	AMC59259.1	CCC26737.1
OG0000926	AMC59260.1	CCC26738.1
OG0000927	AMC59261.1	CCC26739.1
OG0000928	AMC59262.1	CCC26740.1
OG0000929	AMC59263.1	CCC26741.1
OG0000930	AMC59264.1	CCC26742.1
OG0000931	AMC59265.1	CCC26743.1
OG0000932	AMC59292.1	CCC26771.1
OG0000933	AMC59293.1	CCC26772.1
OG0000934	AMC59294.1	CCC26773.1
OG0000935	AMC59296.1	CCC26775.1
OG0000936	AMC59297.1	CCC26776.1
OG0000937	AMC59298.1	CCC26777.1
OG0000938	AMC59303.1	CCC26781.1
OG0000939	AMC59304.1	CCC26782.1
OG0000940	AMC59305.1	CCC26783.1
OG0000941	AMC59306.1	CCC26784.1
OG0000942	AMC59307.1	CCC26785.1
OG0000943	AMC59308.1	CCC26786.1
OG0000944	AMC59309.1	CCC26787.1
OG0000945	AMC59310.1	CCC26788.1
OG0000946	AMC59325.1	CCC26798.1
OG0000947	AMC59327.1	CCC26799.1
OG0000948	AMC59328.1	CCC26800.1
OG0000949	AMC59329.1	CCC26801.1
OG0000950	AMC59330.1	CCC26802.1
OG0000951	AMC59371.1	CCC26839.1
OG0000952	AMC59388.1	CCC26850.1
OG0000953	AMC59408.1	CCC26872.1
OG0000954	AMC59410.1	CCC26874.1
OG0000955	AMC59411.1	CCC26876.1
OG0000956	AMC59421.1	CCC26886.1
OG0000957	AMC59422.1	CCC26887.1
OG0000958	AMC59424.1	CCC26888.1
OG0000959	AMC59425.1	CCC26889.1
OG0000960	AMC59426.1	CCC26890.1
OG0000961	AMC59441.1	CCC26903.1
OG0000962	AMC59442.1, AMC59443.1	CCC26904.1
OG0000963	AMC59446.1	CCC26907.1
OG0000964	AMC59448.1	CCC26909.1
OG0000965	AMC59451.1	CCC26911.1
OG0000966	AMC59453.1	CCC26913.1
OG0000967	AMC59454.1	CCC26914.1
OG0000968	AMC59458.1	CCC26918.1
OG0000969	AMC59459.1	CCC26919.1
OG0000970	AMC59460.1	CCC26920.1
OG0000971	AMC59461.1	CCC26921.1
OG0000972	AMC59462.1	CCC26922.1
OG0000973	AMC59463.1	CCC26924.1
OG0000974	AMC59467.1	CCC26928.1
OG0000975	AMC59468.1	CCC26929.1
OG0000976	AMC59475.1	CCC26935.1
OG0000977	AMC59477.1	CCC26937.1
OG0000978	AMC59478.1	CCC26938.1
OG0000979	AMC59488.1	CCC26948.1
OG0000980	AMC59492.1	CCC26952.1
OG0000981	AMC59493.1	CCC26953.1
OG0000982	AMC59494.1	CCC26954.1
OG0000983	AMC59497.1	CCC26957.1
OG0000984	AMC59499.1	CCC26959.1
OG0000985	AMC59503.1	CCC26963.1
OG0000986	AMC59504.1	CCC26964.1
OG0000987	AMC59508.1	CCC26968.1
OG0000988	AMC59514.1	CCC26973.1
OG0000989	AMC59517.1	CCC26976.1
OG0000990	AMC59521.1, AMC59522.1	CCC26979.1
OG0000991	AMC59533.1	CCC26989.1
OG0000992	AMC59539.1	CCC26994.1
OG0000993	AMC59541.1	CCC26996.1
OG0000994	AMC59543.1	CCC26998.1
OG0000995	AMC59554.1	CCC27009.1
OG0000996	AMC59559.1	CCC27012.1
OG0000997	AMC59568.1	CCC27019.1
OG0000998	AMC59573.1, AMC59572.1	CCC27024.1
OG0000999	AMC59684.1	CCC27123.1
OG0001000	AMC59685.1	CCC27124.1
OG0001001	AMC59687.1	CCC27125.1
OG0001002	AMC59688.1	CCC27126.1
OG0001003	AMC59698.1	CCC27135.1
OG0001004	AMC59702.1	CCC27137.1
OG0001005	AMC59704.1	CCC27139.1
OG0001006	AMC59710.1	CCC27145.1
OG0001007	AMC59711.1	CCC27146.1
OG0001008	AMC59721.1	CCC27154.1
OG0001009	AMC59746.1	CCC27175.1
OG0001010	AMC59747.1	CCC27176.1
OG0001011	AMC59748.1	CCC27177.1
OG0001012	AMC59749.1	CCC27178.1
OG0001013	AMC59750.1	CCC27179.1
OG0001014	AMC59751.1	CCC27180.1
OG0001015	AMC59752.1	CCC27181.1
OG0001016	AMC61591.1	CCC28860.1
OG0001016	AMC59755.1	CCC27184.1
OG0001017	AMC59764.1	CCC27191.1
OG0001018	AMC59765.1	CCC27192.1
OG0001019	AMC59766.1	CCC27193.1
OG0001020	AMC59767.1	CCC27194.1
OG0001021	AMC59773.1	CCC27198.1
OG0001022	AMC59774.1	CCC27199.1
OG0001023	AMC59775.1	CCC27200.1
OG0001024	AMC59776.1	CCC27201.1
OG0001025	AMC59778.1	CCC27203.1
OG0001026	AMC59779.1	CCC27204.1
OG0001027	AMC59782.1	CCC27207.1
OG0001028	AMC59788.1	CCC27212.1
OG0001029	AMC59792.1	CCC27215.1
OG0001030	AMC59793.1	CCC27216.1
OG0001031	AMC59794.1	CCC27217.1
OG0001032	AMC59795.1	CCC27218.1
OG0001033	AMC59800.1	CCC27221.1
OG0001034	AMC59801.1	CCC27222.1
OG0001035	AMC59802.1	CCC27223.1
OG0001036	AMC59806.1	CCC27226.1
OG0001037	AMC59808.1	CCC27228.1
OG0001038	AMC59809.1	CCC27229.1
OG0001039	AMC59810.1	CCC27230.1
OG0001040	AMC59811.1	CCC27231.1
OG0001041	AMC59812.1	CCC27232.1
OG0001042	AMC59814.1	CCC27234.1
OG0001043	AMC59815.1	CCC27235.1
OG0001044	AMC59817.1	CCC27237.1
OG0001045	AMC59819.1	CCC27238.1
OG0001046	AMC59820.1	CCC27239.1
OG0001047	AMC59821.1	CCC27240.1
OG0001048	AMC59829.1	CCC27246.1
OG0001049	AMC59830.1	CCC27247.1
OG0001050	AMC59831.1	CCC27248.1
OG0001051	AMC59832.1	CCC27249.1
OG0001052	AMC59833.1	CCC27250.1
OG0001053	AMC59834.1	CCC27251.1
OG0001054	AMC59835.1	CCC27252.1
