Orthogroup	Mafric	Mmicro
OG0000424	CCC25323.1	AMC57709.1
OG0000425	CCC25336.1	AMC57722.1
OG0000426	CCC25337.1	AMC57723.1
OG0000427	CCC25343.1	AMC57729.1
OG0000428	CCC25344.1	AMC57731.1
OG0000429	CCC25345.1	AMC57733.1
OG0000430	CCC25356.1	AMC57751.1
OG0000431	CCC25357.1	AMC57752.1
OG0000432	CCC25358.1	AMC57753.1
OG0000433	CCC25363.1	AMC57758.1
OG0000434	CCC25364.1	AMC57759.1
OG0000435	CCC25365.1	AMC57760.1
OG0000436	CCC25366.1	AMC57761.1
OG0000437	CCC25376.1	AMC57771.1
OG0000438	CCC25382.1	AMC57779.1
OG0000439	CCC25383.1	AMC57780.1
OG0000440	CCC25385.1	AMC57782.1
OG0000441	CCC25389.1	AMC57786.1
OG0000442	CCC25395.1	AMC57791.1
OG0000443	CCC25396.1	AMC57792.1
OG0000444	CCC25408.1	AMC57803.1
OG0000445	CCC25411.1	AMC57806.1
OG0000446	CCC25412.1	AMC57808.1
OG0000447	CCC25425.1	AMC57823.1
OG0000448	CCC25427.1	AMC57825.1
OG0000449	CCC25431.1	AMC57829.1
OG0000450	CCC25432.1	AMC57830.1
OG0000451	CCC25434.1	AMC57832.1
OG0000452	CCC25435.1	AMC57833.1
OG0000453	CCC25438.1	AMC57836.1
OG0000454	CCC25454.1	AMC57853.1
OG0000455	CCC25456.1	AMC57855.1
OG0000456	CCC25457.1	AMC57856.1
OG0000457	CCC25458.1	AMC57857.1
OG0000458	CCC25464.1	AMC57864.1
OG0000459	CCC25465.1	AMC57865.1
OG0000460	CCC25475.1	AMC57879.1
OG0000461	CCC25480.1	AMC57884.1
OG0000462	CCC25484.1	AMC57888.1
OG0000463	CCC25485.1	AMC57889.1
OG0000464	CCC25488.1	AMC57892.1
OG0000465	CCC25489.1	AMC57893.1
OG0000466	CCC25490.1	AMC57894.1
OG0000467	CCC25491.1	AMC57895.1
OG0000468	CCC25492.1	AMC57896.1
OG0000469	CCC25496.1	AMC57900.1
OG0000470	CCC25497.1	AMC57901.1
OG0000471	CCC25500.1	AMC57904.1
OG0000472	CCC25503.1	AMC57907.1
OG0000473	CCC25504.1	AMC57908.1
OG0000474	CCC25505.1	AMC57909.1
OG0000475	CCC25509.1	AMC57913.1, AMC57914.1
OG0000476	CCC25510.1	AMC57915.1
OG0000477	CCC25511.1	AMC57916.1
OG0000478	CCC25529.1	AMC57935.1
OG0000479	CCC25537.1	AMC57942.1
OG0000480	CCC25538.1	AMC57943.1
OG0000481	CCC25539.1	AMC57944.1
OG0000482	CCC25541.1	AMC57946.1
OG0000483	CCC25543.1	AMC57948.1
OG0000484	CCC25548.1	AMC57953.1
OG0000485	CCC25551.1	AMC57956.1
OG0000486	CCC25552.1	AMC57957.1
OG0000487	CCC25553.1	AMC57958.1
OG0000488	CCC25554.1	AMC57959.1
OG0000489	CCC25555.1	AMC57960.1
OG0000490	CCC25556.1	AMC57961.1
OG0000491	CCC25557.1	AMC57962.1
OG0000492	CCC25558.1	AMC57963.1
OG0000493	CCC25559.1	AMC57964.1
OG0000494	CCC25562.1	AMC57967.1
OG0000495	CCC25563.1	AMC57968.1
OG0000496	CCC25565.1	AMC57970.1
OG0000497	CCC25567.1	AMC57973.1
OG0000498	CCC25572.1	AMC57978.1
OG0000499	CCC25573.1	AMC57979.1
OG0000500	CCC25575.1	AMC57982.1
OG0000501	CCC25577.1	AMC57984.1
OG0000502	CCC25578.1	AMC57985.1
OG0000503	CCC25581.1	AMC57988.1
OG0000504	CCC25582.1	AMC57989.1
OG0000505	CCC25583.1	AMC57990.1
OG0000506	CCC25584.1	AMC57991.1
OG0000507	CCC25588.1	AMC57996.1
OG0000508	CCC25589.1	AMC57997.1
OG0000509	CCC25591.1	AMC58000.1
OG0000510	CCC25603.1	AMC58013.1
OG0000511	CCC25604.1	AMC58014.1
OG0000512	CCC25605.1	AMC58015.1
OG0000513	CCC25606.1	AMC58016.1
OG0000514	CCC25607.1	AMC58017.1
OG0000515	CCC25608.1	AMC58018.1
OG0000516	CCC25610.1	AMC58020.1
OG0000517	CCC25613.1	AMC58024.1
OG0000518	CCC25621.1	AMC58035.1
OG0000519	CCC25623.1	AMC58037.1
OG0000520	CCC25624.1	AMC58038.1
OG0000521	CCC25625.1	AMC58039.1
OG0000522	CCC25626.1	AMC58040.1
OG0000523	CCC25627.1	AMC58041.1
OG0000524	CCC25632.1	AMC58046.1
OG0000525	CCC25633.1	AMC58047.1
OG0000526	CCC25634.1	AMC58048.1
OG0000527	CCC25635.1	AMC58049.1
OG0000528	CCC25638.1	AMC58052.1
OG0000529	CCC25640.1	AMC58054.1
OG0000530	CCC25642.1	AMC58056.1
OG0000531	CCC25713.1	AMC58134.1
OG0000532	CCC25714.1	AMC58135.1
OG0000533	CCC25715.1	AMC58136.1
OG0000534	CCC25716.1	AMC58137.1
OG0000535	CCC25717.1	AMC58138.1
OG0000536	CCC25718.1	AMC58139.1
OG0000537	CCC25719.1	AMC58140.1
OG0000538	CCC25720.1	AMC58141.1
OG0000539	CCC25721.1	AMC58142.1
OG0000540	CCC25722.1	AMC58143.1
OG0000541	CCC25723.1	AMC58144.1
OG0000542	CCC25727.1	AMC58148.1
OG0000543	CCC25728.1	AMC58149.1
OG0000544	CCC25732.1	AMC58153.1
OG0000545	CCC25733.1	AMC58155.1
OG0000546	CCC25736.1	AMC58158.1
OG0000547	CCC25748.1	AMC58171.1
OG0000548	CCC25749.1	AMC58172.1
OG0000549	CCC25751.1	AMC58175.1
OG0000550	CCC25763.1	AMC58188.1
OG0000551	CCC25764.1	AMC58189.1
OG0000552	CCC25765.1	AMC58190.1
OG0000553	CCC25781.1	AMC58207.1
OG0000554	CCC25782.1	AMC58208.1
OG0000555	CCC25783.1	AMC58209.1
OG0000556	CCC25784.1	AMC58210.1
OG0000557	CCC25785.1	AMC58211.1
OG0000558	CCC25786.1	AMC58212.1
OG0000559	CCC25787.1	AMC58213.1
OG0000560	CCC25788.1	AMC58214.1
OG0000561	CCC25789.1	AMC58215.1
OG0000562	CCC25790.1	AMC58216.1
OG0000563	CCC25791.1	AMC58217.1
OG0000564	CCC25794.1	AMC58220.1
OG0000565	CCC25795.1	AMC58221.1
OG0000566	CCC25796.1	AMC58222.1
OG0000567	CCC25797.1	AMC58223.1
OG0000568	CCC25798.1	AMC58224.1
OG0000569	CCC25799.1	AMC58225.1
OG0000570	CCC25800.1	AMC58226.1
OG0000571	CCC25801.1	AMC58227.1
OG0000572	CCC25802.1	AMC58228.1
OG0000573	CCC25803.1	AMC58229.1
OG0000574	CCC25804.1	AMC58230.1
OG0000575	CCC25812.1	AMC58238.1
OG0000576	CCC25814.1	AMC58240.1
OG0000577	CCC25815.1	AMC58241.1
OG0000578	CCC25816.1	AMC58242.1
OG0000579	CCC25834.1	AMC58265.1
OG0000580	CCC25843.1	AMC58275.1
OG0000581	CCC25844.1	AMC58276.1
OG0000582	CCC25851.1	AMC58283.1
OG0000583	CCC25854.1	AMC58286.1
OG0000584	CCC25855.1	AMC58287.1
OG0000585	CCC25856.1	AMC58288.1
OG0000586	CCC25861.1	AMC58294.1
OG0000587	CCC25864.1	AMC58297.1
OG0000588	CCC25865.1	AMC58298.1
OG0000589	CCC25871.1	AMC58307.1
OG0000590	CCC25872.1	AMC58308.1
OG0000591	CCC25882.1	AMC58318.1
OG0000592	CCC25885.1	AMC58321.1
OG0000593	CCC25887.1	AMC58324.1
OG0000594	CCC25889.1	AMC58326.1
OG0000595	CCC25890.1	AMC58328.1
OG0000596	CCC25891.1	AMC58329.1
OG0000597	CCC25892.1	AMC58330.1
OG0000598	CCC25893.1	AMC58331.1
OG0000599	CCC25895.1	AMC58335.1
OG0000600	CCC25898.1	AMC58339.1
OG0000601	CCC25899.1	AMC58340.1
OG0000602	CCC25901.1	AMC58342.1
OG0000603	CCC25905.1	AMC58346.1
OG0000604	CCC25907.1	AMC58348.1
OG0000605	CCC25920.1	AMC58363.1
OG0000606	CCC25927.1	AMC58369.1
OG0000607	CCC25934.1	AMC58376.1
OG0000608	CCC25935.1	AMC58377.1
OG0000609	CCC25942.1	AMC58384.1
OG0000610	CCC25943.1	AMC58385.1
OG0000611	CCC25944.1	AMC58386.1
OG0000612	CCC25948.1	AMC58390.1
OG0000613	CCC25952.1	AMC58394.1
OG0000614	CCC25956.1	AMC58399.1
OG0000615	CCC25957.1	AMC58400.1
OG0000616	CCC25958.1	AMC58402.1
OG0000617	CCC25960.1	AMC58404.1
OG0000618	CCC25964.1	AMC58408.1
OG0000619	CCC25965.1	AMC58409.1
OG0000620	CCC25967.1	AMC58411.1
OG0000621	CCC25977.1	AMC58425.1
OG0000622	CCC25984.1	AMC58432.1
OG0000623	CCC25986.1	AMC58434.1
OG0000624	CCC25991.1	AMC58440.1
OG0000625	CCC25993.1	AMC58442.1
OG0000626	CCC26005.1	AMC58458.1
OG0000627	CCC26019.1	AMC58473.1
OG0000628	CCC26022.1	AMC58476.1
OG0000629	CCC26025.1	AMC58478.1
OG0000630	CCC26027.1	AMC58480.1
OG0000631	CCC26029.1	AMC58481.1
OG0000632	CCC26030.1	AMC58482.1
OG0000633	CCC26031.1	AMC58483.1
OG0000634	CCC26032.1	AMC58484.1
OG0000635	CCC26033.1	AMC58485.1
OG0000636	CCC26035.1	AMC58487.1
OG0000637	CCC26036.1	AMC58488.1
OG0000638	CCC26037.1	AMC58489.1
OG0000639	CCC26038.1	AMC58490.1
OG0000640	CCC26047.1	AMC58503.1
OG0000641	CCC26051.1	AMC58507.1
OG0000642	CCC26061.1	AMC58519.1
OG0000643	CCC26063.1	AMC58521.1
OG0000644	CCC26064.1	AMC58522.1
OG0000645	CCC26065.1	AMC58523.1
OG0000646	CCC26066.1	AMC58524.1
OG0000647	CCC26067.1	AMC58525.1
OG0000648	CCC26069.1	AMC58529.1, AMC58528.1
OG0000649	CCC26073.1	AMC58534.1
OG0000650	CCC26074.1	AMC58535.1
OG0000651	CCC26075.1	AMC58536.1
OG0000652	CCC26076.1	AMC58538.1
OG0000653	CCC26077.1	AMC58539.1
OG0000654	CCC26078.1	AMC58540.1
OG0000655	CCC26080.1	AMC58543.1
OG0000656	CCC26084.1	AMC58547.1
OG0000657	CCC26085.1	AMC58549.1
OG0000658	CCC26088.1	AMC58553.1
OG0000659	CCC26089.1	AMC58554.1
OG0000660	CCC26090.1	AMC58555.1
OG0000661	CCC26091.1	AMC58556.1
OG0000662	CCC26092.1	AMC58557.1
OG0000663	CCC26093.1	AMC58558.1
OG0000664	CCC26095.1	AMC58559.1
OG0000665	CCC26096.1	AMC58560.1
OG0000666	CCC26097.1	AMC58561.1
OG0000667	CCC26098.1	AMC58562.1
OG0000668	CCC26099.1	AMC58563.1
OG0000669	CCC26100.1	AMC58564.1
OG0000670	CCC26102.1	AMC58567.1
OG0000671	CCC26106.1	AMC58572.1
OG0000672	CCC26107.1	AMC58573.1
OG0000673	CCC26108.1	AMC58575.1
OG0000674	CCC26156.1	AMC58630.1
OG0000675	CCC26157.1	AMC58631.1
OG0000676	CCC26163.1	AMC58636.1
OG0000677	CCC26165.1	AMC58638.1
OG0000678	CCC26166.1	AMC58639.1
OG0000679	CCC26168.1	AMC58641.1
OG0000680	CCC26171.1	AMC58644.1
OG0000681	CCC26305.1, CCC26860.1, CCC26178.1	AMC58784.1
OG0000682	CCC26179.1	AMC58654.1
OG0000683	CCC26181.1	AMC58656.1
OG0000684	CCC26182.1	AMC58657.1
OG0000685	CCC26183.1	AMC58658.1
OG0000686	CCC26185.1	AMC58660.1
OG0000687	CCC26186.1	AMC58661.1
OG0000688	CCC26187.1	AMC58662.1
OG0000689	CCC26193.1	AMC58669.1
OG0000690	CCC26194.1	AMC58670.1
OG0000691	CCC26195.1	AMC58671.1
OG0000692	CCC26196.1	AMC58672.1
OG0000693	CCC26197.1	AMC58673.1
OG0000694	CCC26198.1	AMC58674.1
OG0000695	CCC26199.1	AMC58675.1
OG0000696	CCC26209.1	AMC58686.1
OG0000697	CCC26215.1	AMC58692.1
OG0000698	CCC26220.1	AMC58698.1
OG0000699	CCC26221.1	AMC58699.1
OG0000700	CCC26233.1	AMC58711.1
OG0000701	CCC26235.1	AMC58713.1
OG0000702	CCC26236.1	AMC58714.1
OG0000703	CCC26244.1	AMC58722.1
OG0000704	CCC26246.1	AMC58726.1
OG0000705	CCC26247.1	AMC58728.1
OG0000706	CCC26248.1	AMC58729.1
OG0000707	CCC26249.1	AMC58730.1
OG0000708	CCC26252.1	AMC58733.1
OG0000709	CCC26255.1	AMC58736.1
OG0000710	CCC26256.1	AMC58737.1
OG0000711	CCC26262.1	AMC58743.1
OG0000712	CCC26264.1	AMC58745.1
OG0000713	CCC26269.1	AMC58750.1
OG0000714	CCC26275.1	AMC58755.1
OG0000715	CCC26284.1	AMC58764.1
OG0000716	CCC26292.1	AMC58771.1
OG0000717	CCC26293.1	AMC58772.1
OG0000718	CCC26296.1	AMC58775.1
OG0000719	CCC26298.1	AMC58777.1
OG0000720	CCC26299.1	AMC58778.1
OG0000721	CCC26300.1	AMC58779.1
OG0000722	CCC26301.1	AMC58780.1
OG0000723	CCC26304.1	AMC58783.1
OG0000724	CCC26311.1	AMC58790.1
OG0000725	CCC26312.1	AMC58791.1
OG0000726	CCC26313.1	AMC58792.1
OG0000727	CCC26314.1	AMC58793.1
OG0000728	CCC26315.1	AMC58794.1
OG0000729	CCC26320.1	AMC58800.1
OG0000730	CCC26321.1	AMC58801.1
OG0000731	CCC26323.1	AMC58803.1
OG0000732	CCC26326.1	AMC58807.1
OG0000733	CCC26327.1	AMC58809.1
OG0000734	CCC26328.1	AMC58810.1
OG0000735	CCC26329.1	AMC58811.1
OG0000736	CCC26330.1	AMC58812.1
OG0000737	CCC26331.1	AMC58814.1
OG0000738	CCC26335.1	AMC58819.1
OG0000739	CCC26339.1	AMC58823.1
OG0000740	CCC26340.1	AMC58824.1
OG0000741	CCC26342.1	AMC58826.1
OG0000742	CCC26343.1	AMC58827.1
OG0000743	CCC26345.1	AMC58829.1
OG0000744	CCC26348.1	AMC58833.1, AMC58832.1
OG0000745	CCC26350.1	AMC58835.1
OG0000746	CCC26354.1	AMC58839.1
OG0000747	CCC26365.1	AMC58851.1
OG0000748	CCC26366.1	AMC58853.1
OG0000749	CCC26367.1	AMC58854.1
OG0000750	CCC26368.1	AMC58855.1
OG0000751	CCC26369.1	AMC58856.1
OG0000752	CCC26370.1	AMC58857.1
OG0000753	CCC26371.1	AMC58858.1
OG0000754	CCC26372.1	AMC58859.1
OG0000755	CCC26373.1	AMC58860.1
OG0000756	CCC26374.1	AMC58861.1
OG0000757	CCC26375.1	AMC58862.1
OG0000758	CCC26376.1	AMC58863.1
OG0000759	CCC26379.1	AMC58866.1
OG0000760	CCC26386.1	AMC58873.1
OG0000761	CCC26388.1	AMC58875.1
OG0000762	CCC26389.1	AMC58876.1
OG0000763	CCC26390.1	AMC58878.1
OG0000764	CCC26393.1	AMC58881.1
OG0000765	CCC26395.1	AMC58884.1
OG0000766	CCC26396.1	AMC58885.1
OG0000767	CCC26397.1	AMC58886.1
OG0000768	CCC26398.1	AMC58887.1
OG0000769	CCC26399.1	AMC58888.1
OG0000770	CCC26400.1	AMC58889.1
OG0000771	CCC26401.1	AMC58890.1
OG0000772	CCC26402.1	AMC58891.1
OG0000773	CCC26403.1	AMC58892.1
OG0000774	CCC26404.1	AMC58893.1
OG0000775	CCC26405.1	AMC58894.1
OG0000776	CCC26406.1	AMC58895.1
OG0000777	CCC26408.1	AMC58898.1
OG0000778	CCC26409.1	AMC58899.1
OG0000779	CCC26410.1	AMC58900.1
OG0000780	CCC26416.1	AMC58906.1
OG0000781	CCC26418.1	AMC58908.1
OG0000782	CCC26419.1	AMC58909.1
OG0000783	CCC26420.1	AMC58910.1
OG0000784	CCC26427.1	AMC58917.1
OG0000785	CCC26428.1	AMC58918.1
OG0000786	CCC26429.1	AMC58919.1
OG0000787	CCC26433.1	AMC58923.1
OG0000788	CCC26434.1	AMC58924.1
OG0000789	CCC26435.1	AMC58925.1
OG0000790	CCC26436.1	AMC58926.1
OG0000791	CCC26437.1	AMC58927.1
OG0000792	CCC26438.1	AMC58928.1
OG0000793	CCC26439.1	AMC58929.1
OG0000794	CCC26440.1	AMC58930.1
OG0000795	CCC26441.1	AMC58931.1
OG0000796	CCC26443.1	AMC58933.1
OG0000797	CCC26451.1	AMC58944.1
OG0000798	CCC26456.1	AMC58951.1, AMC58952.1
OG0000799	CCC26474.1	AMC58971.1
OG0000800	CCC26475.1	AMC58972.1
OG0000801	CCC26477.1	AMC58974.1
OG0000802	CCC26478.1	AMC58975.1
OG0000803	CCC26479.1	AMC58977.1
OG0000804	CCC26482.1	AMC58981.1
OG0000805	CCC26483.1	AMC58982.1
OG0000806	CCC26484.1	AMC58983.1
OG0000807	CCC26485.1	AMC58984.1
OG0000808	CCC26486.1	AMC58985.1
OG0000809	CCC26496.1	AMC58995.1
OG0000810	CCC26498.1	AMC58997.1
OG0000811	CCC26499.1	AMC58998.1
OG0000812	CCC26500.1	AMC58999.1
OG0000813	CCC26502.1	AMC59001.1
OG0000814	CCC26503.1	AMC59003.1
OG0000815	CCC26504.1	AMC59004.1
OG0000816	CCC26505.1	AMC59005.1
OG0000817	CCC26506.1	AMC59006.1
OG0000818	CCC26509.1	AMC59009.1
OG0000819	CCC26510.1	AMC59010.1
OG0000820	CCC26511.1	AMC59011.1
OG0000821	CCC26514.1	AMC59014.1
OG0000822	CCC26515.1	AMC59015.1
OG0000823	CCC26516.1	AMC59016.1
OG0000824	CCC26517.1	AMC59017.1
OG0000825	CCC26521.1	AMC59021.1
OG0000826	CCC26522.1	AMC59022.1
OG0000827	CCC26527.1	AMC59028.1
OG0000828	CCC26530.1	AMC59030.1
OG0000829	CCC26531.1	AMC59031.1
OG0000830	CCC26532.1	AMC59032.1
OG0000831	CCC26534.1	AMC59036.1
OG0000832	CCC26536.1	AMC59038.1
OG0000833	CCC26539.1	AMC59043.1
OG0000834	CCC26540.1	AMC59044.1
OG0000835	CCC26542.1	AMC59046.1
OG0000836	CCC26543.1	AMC59047.1
OG0000837	CCC26545.1	AMC59052.1
OG0000838	CCC26550.1	AMC59058.1
OG0000839	CCC26551.1	AMC59059.1
OG0000840	CCC26552.1	AMC59060.1
OG0000841	CCC26553.1	AMC59061.1
OG0000842	CCC26554.1	AMC59062.1
OG0000843	CCC26555.1	AMC59063.1
OG0000844	CCC26556.1	AMC59064.1
OG0000845	CCC26557.1	AMC59065.1
OG0000846	CCC26558.1	AMC59066.1
OG0000847	CCC26559.1	AMC59067.1
OG0000848	CCC26560.1	AMC59068.1
OG0000849	CCC26565.1	AMC59073.1
OG0000850	CCC26567.1	AMC59075.1
OG0000851	CCC26569.1	AMC59077.1
OG0000852	CCC26570.1	AMC59078.1
OG0000853	CCC26571.1	AMC59081.1
OG0000854	CCC26572.1	AMC59082.1
OG0000855	CCC26573.1	AMC59084.1
OG0000856	CCC26574.1	AMC59085.1
OG0000857	CCC26575.1	AMC59086.1
OG0000858	CCC26578.1	AMC59089.1
OG0000859	CCC26579.1	AMC59090.1
OG0000860	CCC26580.1	AMC59091.1
OG0000861	CCC26581.1	AMC59092.1
OG0000862	CCC26582.1	AMC59093.1
OG0000863	CCC26588.1	AMC59100.1
OG0000864	CCC26616.1	AMC59126.1
OG0000865	CCC26634.1	AMC59150.1
OG0000866	CCC26635.1	AMC59151.1
OG0000867	CCC26636.1	AMC59152.1
OG0000868	CCC26637.1	AMC59153.1
OG0000869	CCC26638.1	AMC59154.1
OG0000870	CCC26639.1	AMC59155.1
OG0000871	CCC26643.1	AMC59159.1
OG0000872	CCC26645.1	AMC59161.1
OG0000873	CCC26646.1	AMC59162.1
OG0000874	CCC26648.1	AMC59164.1
OG0000875	CCC26654.1	AMC59171.1
OG0000876	CCC26658.1	AMC59175.1
OG0000877	CCC26663.1	AMC59180.1
OG0000878	CCC26665.1	AMC59182.1
OG0000879	CCC26667.1	AMC59184.1
OG0000880	CCC26668.1	AMC59185.1
OG0000881	CCC26669.1	AMC59186.1
OG0000882	CCC26673.1	AMC59189.1
OG0000883	CCC26674.1	AMC59190.1
OG0000884	CCC26675.1	AMC59191.1
OG0000885	CCC26676.1	AMC59192.1
OG0000886	CCC26677.1	AMC59193.1
OG0000887	CCC26678.1	AMC59194.1
OG0000888	CCC26680.1	AMC59196.1
OG0000889	CCC26683.1	AMC59199.1
OG0000890	CCC26684.1	AMC59200.1
OG0000891	CCC26685.1	AMC59201.1
OG0000892	CCC26686.1	AMC59202.1
OG0000893	CCC26687.1	AMC59203.1
OG0000894	CCC26688.1	AMC59204.1
OG0000895	CCC26689.1	AMC59205.1
OG0000896	CCC26690.1	AMC59206.1
OG0000897	CCC26691.1	AMC59207.1
OG0000898	CCC26693.1	AMC59209.1
OG0000899	CCC26694.1	AMC59210.1
OG0000900	CCC26695.1	AMC59211.1
OG0000901	CCC26696.1	AMC59212.1
OG0000902	CCC26697.1	AMC59213.1
OG0000903	CCC26698.1	AMC59214.1
OG0000904	CCC26701.1	AMC59217.1
OG0000905	CCC26702.1	AMC59218.1
OG0000906	CCC26709.1	AMC59225.1
OG0000907	CCC26710.1	AMC59226.1
OG0000908	CCC26712.1	AMC59228.1
OG0000909	CCC26713.1	AMC59229.1
OG0000910	CCC26714.1	AMC59230.1
OG0000911	CCC26715.1	AMC59231.1
OG0000912	CCC26717.1	AMC59233.1
OG0000913	CCC26720.1	AMC59237.1
OG0000914	CCC26721.1	AMC59239.1
OG0000915	CCC26724.1	AMC59243.1
OG0000916	CCC26725.1	AMC59244.1
OG0000917	CCC26726.1	AMC59245.1
OG0000918	CCC26727.1	AMC59246.1
OG0000919	CCC26728.1	AMC59247.1
OG0000920	CCC26731.1	AMC59250.1
OG0000921	CCC26732.1	AMC59251.1
OG0000922	CCC26733.1	AMC59252.1
OG0000923	CCC26734.1	AMC59253.1
OG0000924	CCC26736.1	AMC59258.1
OG0000925	CCC26737.1	AMC59259.1
OG0000926	CCC26738.1	AMC59260.1
OG0000927	CCC26739.1	AMC59261.1
OG0000928	CCC26740.1	AMC59262.1
OG0000929	CCC26741.1	AMC59263.1
OG0000930	CCC26742.1	AMC59264.1
OG0000931	CCC26743.1	AMC59265.1
OG0000932	CCC26771.1	AMC59292.1
OG0000933	CCC26772.1	AMC59293.1
OG0000934	CCC26773.1	AMC59294.1
OG0000935	CCC26775.1	AMC59296.1
OG0000936	CCC26776.1	AMC59297.1
OG0000937	CCC26777.1	AMC59298.1
OG0000938	CCC26781.1	AMC59303.1
OG0000939	CCC26782.1	AMC59304.1
OG0000940	CCC26783.1	AMC59305.1
OG0000941	CCC26784.1	AMC59306.1
OG0000942	CCC26785.1	AMC59307.1
OG0000943	CCC26786.1	AMC59308.1
OG0000944	CCC26787.1	AMC59309.1
OG0000945	CCC26788.1	AMC59310.1
OG0000946	CCC26798.1	AMC59325.1
OG0000947	CCC26799.1	AMC59327.1
OG0000948	CCC26800.1	AMC59328.1
OG0000949	CCC26801.1	AMC59329.1
OG0000950	CCC26802.1	AMC59330.1
OG0000951	CCC26839.1	AMC59371.1
OG0000952	CCC26850.1	AMC59388.1
OG0000953	CCC26872.1	AMC59408.1
OG0000954	CCC26874.1	AMC59410.1
OG0000955	CCC26876.1	AMC59411.1
OG0000956	CCC26886.1	AMC59421.1
OG0000957	CCC26887.1	AMC59422.1
OG0000958	CCC26888.1	AMC59424.1
OG0000959	CCC26889.1	AMC59425.1
OG0000960	CCC26890.1	AMC59426.1
OG0000961	CCC26903.1	AMC59441.1
OG0000962	CCC26904.1	AMC59442.1, AMC59443.1
OG0000963	CCC26907.1	AMC59446.1
OG0000964	CCC26909.1	AMC59448.1
OG0000965	CCC26911.1	AMC59451.1
OG0000966	CCC26913.1	AMC59453.1
OG0000967	CCC26914.1	AMC59454.1
OG0000968	CCC26918.1	AMC59458.1
OG0000969	CCC26919.1	AMC59459.1
OG0000970	CCC26920.1	AMC59460.1
OG0000971	CCC26921.1	AMC59461.1
OG0000972	CCC26922.1	AMC59462.1
OG0000973	CCC26924.1	AMC59463.1
OG0000974	CCC26928.1	AMC59467.1
OG0000975	CCC26929.1	AMC59468.1
OG0000976	CCC26935.1	AMC59475.1
OG0000977	CCC26937.1	AMC59477.1
OG0000978	CCC26938.1	AMC59478.1
OG0000979	CCC26948.1	AMC59488.1
OG0000980	CCC26952.1	AMC59492.1
OG0000981	CCC26953.1	AMC59493.1
OG0000982	CCC26954.1	AMC59494.1
OG0000983	CCC26957.1	AMC59497.1
OG0000984	CCC26959.1	AMC59499.1
OG0000985	CCC26963.1	AMC59503.1
OG0000986	CCC26964.1	AMC59504.1
OG0000987	CCC26968.1	AMC59508.1
OG0000988	CCC26973.1	AMC59514.1
OG0000989	CCC26976.1	AMC59517.1
OG0000990	CCC26979.1	AMC59521.1, AMC59522.1
OG0000991	CCC26989.1	AMC59533.1
OG0000992	CCC26994.1	AMC59539.1
OG0000993	CCC26996.1	AMC59541.1
OG0000994	CCC26998.1	AMC59543.1
OG0000995	CCC27009.1	AMC59554.1
OG0000996	CCC27012.1	AMC59559.1
OG0000997	CCC27019.1	AMC59568.1
OG0000998	CCC27024.1	AMC59573.1, AMC59572.1
OG0000999	CCC27123.1	AMC59684.1
OG0001000	CCC27124.1	AMC59685.1
OG0001001	CCC27125.1	AMC59687.1
OG0001002	CCC27126.1	AMC59688.1
OG0001003	CCC27135.1	AMC59698.1
OG0001004	CCC27137.1	AMC59702.1
OG0001005	CCC27139.1	AMC59704.1
OG0001006	CCC27145.1	AMC59710.1
OG0001007	CCC27146.1	AMC59711.1
OG0001008	CCC27154.1	AMC59721.1
OG0001009	CCC27175.1	AMC59746.1
OG0001010	CCC27176.1	AMC59747.1
OG0001011	CCC27177.1	AMC59748.1
OG0001012	CCC27178.1	AMC59749.1
OG0001013	CCC27179.1	AMC59750.1
OG0001014	CCC27180.1	AMC59751.1
OG0001015	CCC27181.1	AMC59752.1
OG0001016	CCC28860.1	AMC61591.1
OG0001016	CCC27184.1	AMC59755.1
OG0001017	CCC27191.1	AMC59764.1
OG0001018	CCC27192.1	AMC59765.1
OG0001019	CCC27193.1	AMC59766.1
OG0001020	CCC27194.1	AMC59767.1
OG0001021	CCC27198.1	AMC59773.1
OG0001022	CCC27199.1	AMC59774.1
OG0001023	CCC27200.1	AMC59775.1
OG0001024	CCC27201.1	AMC59776.1
OG0001025	CCC27203.1	AMC59778.1
OG0001026	CCC27204.1	AMC59779.1
OG0001027	CCC27207.1	AMC59782.1
OG0001028	CCC27212.1	AMC59788.1
OG0001029	CCC27215.1	AMC59792.1
OG0001030	CCC27216.1	AMC59793.1
OG0001031	CCC27217.1	AMC59794.1
OG0001032	CCC27218.1	AMC59795.1
OG0001033	CCC27221.1	AMC59800.1
OG0001034	CCC27222.1	AMC59801.1
OG0001035	CCC27223.1	AMC59802.1
OG0001036	CCC27226.1	AMC59806.1
OG0001037	CCC27228.1	AMC59808.1
OG0001038	CCC27229.1	AMC59809.1
OG0001039	CCC27230.1	AMC59810.1
OG0001040	CCC27231.1	AMC59811.1
OG0001041	CCC27232.1	AMC59812.1
OG0001042	CCC27234.1	AMC59814.1
OG0001043	CCC27235.1	AMC59815.1
OG0001044	CCC27237.1	AMC59817.1
OG0001045	CCC27238.1	AMC59819.1
OG0001046	CCC27239.1	AMC59820.1
OG0001047	CCC27240.1	AMC59821.1
OG0001048	CCC27246.1	AMC59829.1
OG0001049	CCC27247.1	AMC59830.1
OG0001050	CCC27248.1	AMC59831.1
OG0001051	CCC27249.1	AMC59832.1
OG0001052	CCC27250.1	AMC59833.1
OG0001053	CCC27251.1	AMC59834.1
OG0001054	CCC27252.1	AMC59835.1
