Orthogroup	Mafric	Mbovis
OG0000441	CCC25389.1	ALV09571.1
OG0000442	CCC25395.1	ALV09576.1
OG0000443	CCC25396.1	ALV09577.1
OG0000444	CCC25408.1	ALV09587.1
OG0000445	CCC25411.1	ALV09589.1
OG0000446	CCC25412.1	ALV09590.1
OG0000447	CCC25425.1	ALV09602.1
OG0000448	CCC25427.1	ALV09604.1
OG0000449	CCC25431.1	ALV09607.1
OG0000450	CCC25432.1	ALV09608.1
OG0000451	CCC25434.1	ALV09610.1
OG0000452	CCC25435.1	ALV09611.1
OG0000453	CCC25438.1	ALV09614.1
OG0000454	CCC25454.1	ALV12805.1
OG0000455	CCC25456.1	ALV09630.1
OG0000456	CCC25457.1	ALV09631.1
OG0000457	CCC25458.1	ALV09632.1
OG0000458	CCC25464.1	ALV09636.1
OG0000459	CCC25465.1	ALV09637.1
OG0000460	CCC25475.1	ALV09647.1
OG0000461	CCC25480.1	ALV09652.1
OG0000462	CCC25484.1	ALV09656.1
OG0000463	CCC25485.1	ALV09657.1
OG0000464	CCC25488.1	ALV09660.1
OG0000465	CCC25489.1	ALV09661.1
OG0000466	CCC25490.1	ALV09662.1
OG0000467	CCC25491.1	ALV09663.1
OG0000468	CCC25492.1	ALV09664.1
OG0000469	CCC25496.1	ALV09668.1
OG0000470	CCC25497.1	ALV09669.1
OG0000471	CCC25500.1	ALV09672.1
OG0000472	CCC25503.1	ALV09674.1
OG0000473	CCC25504.1	ALV09675.1
OG0000474	CCC25505.1	ALV09676.1
OG0000475	CCC25509.1	ALV09681.1
OG0000476	CCC25510.1	ALV12809.1
OG0000477	CCC25511.1	ALV09682.1
OG0000478	CCC25529.1	ALV09699.1
OG0000479	CCC25537.1	ALV09706.1
OG0000480	CCC25538.1	ALV09707.1
OG0000481	CCC25539.1	ALV09708.1
OG0000482	CCC25541.1	ALV09710.1
OG0000483	CCC25543.1	ALV09712.1
OG0000484	CCC25548.1	ALV09716.1
OG0000485	CCC25551.1	ALV09718.1
OG0000486	CCC25552.1	ALV12815.1
OG0000487	CCC25553.1	ALV09719.1
OG0000488	CCC25554.1	ALV09720.1
OG0000489	CCC25555.1	ALV09721.1
OG0000490	CCC25556.1	ALV09722.1
OG0000491	CCC25557.1	ALV09723.1
OG0000492	CCC25558.1	ALV09724.1
OG0000493	CCC25559.1	ALV12816.1
OG0000494	CCC25562.1	ALV12817.1
OG0000495	CCC25563.1	ALV09727.1
OG0000496	CCC25565.1	ALV09728.1
OG0000497	CCC25567.1	ALV12820.1
OG0000498	CCC25572.1	ALV12821.1
OG0000499	CCC25573.1	ALV09733.1
OG0000500	CCC25575.1	ALV09735.1
OG0000501	CCC25577.1	ALV09737.1
OG0000502	CCC25578.1	ALV09738.1
OG0000503	CCC25581.1	ALV09741.1
OG0000504	CCC25582.1	ALV09742.1
OG0000505	CCC25583.1	ALV09743.1
OG0000506	CCC25584.1	ALV12822.1
OG0000507	CCC25588.1	ALV09747.1
OG0000508	CCC25589.1	ALV12823.1
OG0000509	CCC25591.1	ALV12824.1
OG0000510	CCC25603.1	ALV09758.1
OG0000511	CCC25604.1	ALV09759.1
OG0000512	CCC25605.1	ALV12827.1
OG0000513	CCC25606.1	ALV09760.1
OG0000514	CCC25607.1	ALV12828.1
OG0000515	CCC25608.1	ALV09761.1
OG0000516	CCC25610.1	ALV09764.1
OG0000517	CCC25613.1	ALV09767.1
OG0000518	CCC25621.1	ALV09775.1
OG0000519	CCC25623.1	ALV09777.1
OG0000520	CCC25624.1	ALV09778.1
OG0000521	CCC25625.1	ALV09779.1
OG0000522	CCC25626.1	ALV09780.1
OG0000523	CCC25627.1	ALV09781.1
OG0000524	CCC25632.1	ALV12829.1
OG0000525	CCC25633.1	ALV09786.1
OG0000526	CCC25634.1	ALV09787.1
OG0000527	CCC25635.1	ALV09788.1
OG0000528	CCC25638.1	ALV09791.1
OG0000529	CCC25640.1	ALV09793.1
OG0000530	CCC25642.1	ALV09795.1
OG0000531	CCC25713.1	ALV09857.1
OG0000532	CCC25714.1	ALV09858.1
OG0000533	CCC25715.1	ALV09859.1
OG0000534	CCC25716.1	ALV09860.1
OG0000535	CCC25717.1	ALV09861.1
OG0000536	CCC25718.1	ALV09862.1
OG0000537	CCC25719.1	ALV09863.1
OG0000538	CCC25720.1	ALV09864.1
OG0000539	CCC25721.1	ALV09865.1
OG0000540	CCC25722.1	ALV09866.1
OG0000541	CCC25723.1	ALV09867.1
OG0000542	CCC25727.1	ALV09871.1
OG0000543	CCC25728.1	ALV09872.1
OG0000544	CCC25732.1	ALV09875.1
OG0000545	CCC25733.1	ALV09876.1
OG0000546	CCC25736.1	ALV09879.1
OG0000547	CCC25748.1	ALV09892.1
OG0000548	CCC25749.1	ALV09893.1
OG0000549	CCC25751.1	ALV09895.1
OG0000550	CCC25763.1	ALV09906.1
OG0000551	CCC25764.1	ALV09907.1
OG0000552	CCC25765.1	ALV12844.1
OG0000553	CCC25781.1	ALV09926.1
OG0000554	CCC25782.1	ALV09927.1
OG0000555	CCC25783.1	ALV09928.1
OG0000556	CCC25784.1	ALV09929.1
OG0000557	CCC25785.1	ALV09930.1
OG0000558	CCC25786.1	ALV09931.1
OG0000559	CCC25787.1	ALV09932.1
OG0000560	CCC25788.1	ALV09933.1
OG0000561	CCC25789.1	ALV09934.1
OG0000562	CCC25790.1	ALV09935.1
OG0000563	CCC25791.1	ALV09936.1
OG0000564	CCC25794.1	ALV09939.1
OG0000565	CCC25795.1	ALV09940.1
OG0000566	CCC25796.1	ALV09941.1
OG0000567	CCC25797.1	ALV09942.1
OG0000568	CCC25798.1	ALV09943.1
OG0000569	CCC25799.1	ALV09944.1
OG0000570	CCC25800.1	ALV09945.1
OG0000571	CCC25801.1	ALV09946.1
OG0000572	CCC25802.1	ALV09947.1
OG0000573	CCC25803.1	ALV09948.1
OG0000574	CCC25804.1	ALV09949.1
OG0000575	CCC25812.1	ALV09955.1
OG0000576	CCC25814.1	ALV09957.1
OG0000577	CCC25815.1	ALV09958.1
OG0000578	CCC25816.1	ALV09959.1
OG0000579	CCC25834.1	ALV09973.1
OG0000580	CCC25843.1	ALV09984.1
OG0000581	CCC25844.1	ALV09985.1
OG0000582	CCC25851.1	ALV09991.1
OG0000583	CCC25854.1	ALV09994.1
OG0000584	CCC25855.1	ALV09995.1
OG0000585	CCC25856.1	ALV09996.1
OG0000586	CCC25861.1	ALV10001.1
OG0000587	CCC25864.1	ALV10004.1
OG0000588	CCC25865.1	ALV10005.1
OG0000589	CCC25871.1	ALV10013.1
OG0000590	CCC25872.1	ALV10014.1
OG0000591	CCC25882.1	ALV10023.1
OG0000592	CCC25885.1	ALV10026.1
OG0000593	CCC25887.1	ALV10028.1
OG0000594	CCC25889.1	ALV10030.1
OG0000595	CCC25890.1	ALV12852.1
OG0000596	CCC25891.1	ALV10031.1
OG0000597	CCC25892.1	ALV10032.1
OG0000598	CCC25893.1	ALV10033.1
OG0000599	CCC25895.1	ALV10035.1
OG0000600	CCC25898.1	ALV10037.1
OG0000601	CCC25899.1	ALV10038.1
OG0000602	CCC25901.1	ALV10039.1
OG0000603	CCC25905.1	ALV10042.1
OG0000604	CCC25907.1	ALV12855.1
OG0000605	CCC25920.1	ALV10054.1
OG0000606	CCC25927.1	ALV10060.1
OG0000607	CCC25934.1	ALV10064.1
OG0000608	CCC25935.1	ALV10065.1
OG0000609	CCC25942.1	ALV10070.1
OG0000610	CCC25943.1	ALV10071.1
OG0000611	CCC25944.1	ALV12864.1
OG0000612	CCC25948.1	ALV10075.1
OG0000613	CCC25952.1	ALV10079.1
OG0000614	CCC25956.1	ALV10083.1
OG0000615	CCC25957.1	ALV10084.1
OG0000616	CCC25958.1	ALV10085.1
OG0000617	CCC25960.1	ALV10087.1
OG0000618	CCC25964.1	ALV10091.1
OG0000619	CCC25965.1	ALV10092.1
OG0000620	CCC25967.1	ALV10094.1
OG0000621	CCC25977.1	ALV10102.1
OG0000622	CCC25984.1	ALV12868.1
OG0000623	CCC25986.1	ALV10110.1
OG0000624	CCC25991.1	ALV10114.1
OG0000625	CCC25993.1	ALV12870.1
OG0000626	CCC26005.1	ALV12871.1
OG0000627	CCC26019.1	ALV10139.1
OG0000628	CCC26022.1	ALV12875.1
OG0000629	CCC26025.1	ALV12876.1
OG0000630	CCC26027.1	ALV10144.1
OG0000631	CCC26029.1	ALV10146.1
OG0000632	CCC26030.1	ALV10147.1
OG0000633	CCC26031.1	ALV10148.1
OG0000634	CCC26032.1	ALV10149.1
OG0000635	CCC26033.1	ALV10150.1
OG0000636	CCC26035.1	ALV10151.1
OG0000637	CCC26036.1	ALV10152.1
OG0000638	CCC26037.1	ALV10153.1
OG0000639	CCC26038.1	ALV10154.1
OG0000640	CCC26047.1	ALV10163.1
OG0000641	CCC26051.1	ALV10167.1
OG0000642	CCC26061.1	ALV10176.1
OG0000643	CCC26063.1	ALV12882.1
OG0000644	CCC26064.1	ALV10178.1
OG0000645	CCC26065.1	ALV10179.1
OG0000646	CCC26066.1	ALV10180.1
OG0000647	CCC26067.1	ALV10181.1
OG0000648	CCC26069.1	ALV10183.1
OG0000649	CCC26073.1	ALV12883.1
OG0000650	CCC26074.1	ALV12884.1
OG0000651	CCC26075.1	ALV10187.1
OG0000652	CCC26076.1	ALV10188.1
OG0000653	CCC26077.1	ALV10189.1
OG0000654	CCC26078.1	ALV10190.1
OG0000655	CCC26080.1	ALV12885.1
OG0000656	CCC26084.1	ALV12887.1
OG0000657	CCC26085.1	ALV10196.1
OG0000658	CCC26088.1	ALV10199.1
OG0000659	CCC26089.1	ALV10200.1
OG0000660	CCC26090.1	ALV10201.1
OG0000661	CCC26091.1	ALV10202.1
OG0000662	CCC26092.1	ALV10203.1
OG0000663	CCC26093.1	ALV10204.1
OG0000664	CCC26095.1	ALV10206.1
OG0000665	CCC26096.1	ALV10207.1
OG0000666	CCC26097.1	ALV10208.1
OG0000667	CCC26098.1	ALV10209.1
OG0000668	CCC26099.1	ALV10210.1
OG0000669	CCC26100.1	ALV12888.1
OG0000670	CCC26102.1	ALV10212.1
OG0000671	CCC26106.1	ALV10216.1
OG0000672	CCC26107.1	ALV10217.1
OG0000673	CCC26108.1	ALV10218.1
OG0000674	CCC26156.1	ALV10262.1
OG0000675	CCC26157.1	ALV10263.1
OG0000676	CCC26163.1	ALV10266.1
OG0000677	CCC26165.1	ALV10268.1
OG0000678	CCC26166.1	ALV10269.1
OG0000679	CCC26168.1	ALV10271.1
OG0000680	CCC26171.1	ALV10273.1
OG0000681	CCC26305.1, CCC26860.1, CCC26178.1	ALV10392.1
OG0000682	CCC26179.1	ALV10282.1
OG0000683	CCC26181.1	ALV10284.1
OG0000684	CCC26182.1	ALV10285.1
OG0000685	CCC26183.1	ALV10286.1
OG0000686	CCC26185.1	ALV10288.1
OG0000687	CCC26186.1	ALV10289.1
OG0000688	CCC26187.1	ALV12900.1
OG0000689	CCC26193.1	ALV10295.1
OG0000690	CCC26194.1	ALV10296.1
OG0000691	CCC26195.1	ALV10297.1
OG0000692	CCC26196.1	ALV10298.1
OG0000693	CCC26197.1	ALV10299.1
OG0000694	CCC26198.1	ALV10300.1
OG0000695	CCC26199.1	ALV10301.1
OG0000696	CCC26209.1	ALV10310.1
OG0000697	CCC26215.1	ALV10315.1
OG0000698	CCC26220.1	ALV10318.1
OG0000699	CCC26221.1	ALV12905.1
OG0000700	CCC26233.1	ALV10328.1
OG0000701	CCC26235.1	ALV10329.1
OG0000702	CCC26236.1	ALV10330.1
OG0000703	CCC26244.1	ALV10339.1
OG0000704	CCC26246.1	ALV10342.1
OG0000705	CCC26247.1	ALV10343.1
OG0000706	CCC26248.1	ALV10344.1
OG0000707	CCC26249.1	ALV10345.1
OG0000708	CCC26252.1	ALV10348.1
OG0000709	CCC26255.1	ALV10351.1
OG0000710	CCC26256.1	ALV12909.1
OG0000711	CCC26262.1	ALV10356.1
OG0000712	CCC26264.1	ALV10358.1
OG0000713	CCC26269.1	ALV10363.1
OG0000714	CCC26275.1	ALV12912.1
OG0000715	CCC26284.1	ALV10372.1
OG0000716	CCC26292.1	ALV10378.1
OG0000717	CCC26293.1	ALV10379.1
OG0000718	CCC26296.1	ALV10382.1
OG0000719	CCC26298.1	ALV10385.1
OG0000720	CCC26299.1	ALV10386.1
OG0000721	CCC26300.1	ALV10387.1
OG0000722	CCC26301.1	ALV10388.1
OG0000723	CCC26304.1	ALV10391.1
OG0000724	CCC26311.1	ALV12918.1
OG0000725	CCC26312.1	ALV10398.1
OG0000726	CCC26313.1	ALV12919.1
OG0000727	CCC26314.1	ALV12920.1
OG0000728	CCC26315.1	ALV10399.1
OG0000729	CCC26320.1	ALV10403.1
OG0000730	CCC26321.1	ALV10404.1
OG0000731	CCC26323.1	ALV10406.1
OG0000732	CCC26326.1	ALV10409.1
OG0000733	CCC26327.1	ALV12922.1
OG0000734	CCC26328.1	ALV12923.1
OG0000735	CCC26329.1	ALV10410.1
OG0000736	CCC26330.1	ALV10411.1
OG0000737	CCC26331.1	ALV10412.1
OG0000738	CCC26335.1	ALV10416.1
OG0000739	CCC26339.1	ALV10420.1
OG0000740	CCC26340.1	ALV10421.1
OG0000741	CCC26342.1	ALV10423.1
OG0000742	CCC26343.1	ALV10424.1
OG0000743	CCC26345.1	ALV10426.1
OG0000745	CCC26350.1	ALV10429.1
OG0000746	CCC26354.1	ALV10431.1
OG0000747	CCC26365.1	ALV10439.1
OG0000748	CCC26366.1	ALV10440.1
OG0000749	CCC26367.1	ALV12926.1
OG0000750	CCC26368.1	ALV10441.1
OG0000751	CCC26369.1	ALV10442.1
OG0000752	CCC26370.1	ALV10443.1
OG0000753	CCC26371.1	ALV10444.1
OG0000754	CCC26372.1	ALV12927.1
OG0000755	CCC26373.1	ALV10445.1
OG0000756	CCC26374.1	ALV10446.1
OG0000757	CCC26375.1	ALV10447.1
OG0000758	CCC26376.1	ALV10448.1
OG0000759	CCC26379.1	ALV10450.1
OG0000760	CCC26386.1	ALV10457.1
OG0000761	CCC26388.1	ALV10459.1
OG0000762	CCC26389.1	ALV10460.1
OG0000763	CCC26390.1	ALV10462.1
OG0000764	CCC26393.1	ALV10466.1
OG0000765	CCC26395.1	ALV10467.1
OG0000766	CCC26396.1	ALV12930.1
OG0000767	CCC26397.1	ALV10468.1
OG0000768	CCC26398.1	ALV10469.1
OG0000769	CCC26399.1	ALV10470.1
OG0000770	CCC26400.1	ALV10471.1
OG0000771	CCC26401.1	ALV10472.1
OG0000772	CCC26402.1	ALV10473.1
OG0000773	CCC26403.1	ALV10474.1
OG0000774	CCC26404.1	ALV10475.1
OG0000775	CCC26405.1	ALV10476.1
OG0000776	CCC26406.1	ALV10477.1
OG0000777	CCC26408.1	ALV10478.1
OG0000778	CCC26409.1	ALV10479.1
OG0000779	CCC26410.1	ALV10480.1
OG0000780	CCC26416.1	ALV10485.1
OG0000781	CCC26418.1	ALV10487.1
OG0000782	CCC26419.1	ALV10488.1
OG0000783	CCC26420.1	ALV10489.1
OG0000784	CCC26427.1	ALV10495.1
OG0000785	CCC26428.1	ALV10496.1
OG0000786	CCC26429.1	ALV10497.1
OG0000787	CCC26433.1	ALV10501.1
OG0000788	CCC26434.1	ALV10502.1
OG0000789	CCC26435.1	ALV10503.1
OG0000790	CCC26436.1	ALV10504.1
OG0000791	CCC26437.1	ALV12933.1
OG0000792	CCC26438.1	ALV10505.1
OG0000793	CCC26439.1	ALV10506.1
OG0000794	CCC26440.1	ALV10507.1
OG0000795	CCC26441.1	ALV10508.1
OG0000796	CCC26443.1	ALV10510.1
OG0000797	CCC26451.1	ALV10518.1
OG0000798	CCC26456.1	ALV10524.1
OG0000799	CCC26474.1	ALV10541.1
OG0000800	CCC26475.1	ALV10542.1
OG0000801	CCC26477.1	ALV10544.1
OG0000802	CCC26478.1	ALV10545.1
OG0000803	CCC26479.1	ALV10546.1
OG0000804	CCC26482.1	ALV10550.1
OG0000805	CCC26483.1	ALV10551.1
OG0000806	CCC26484.1	ALV10552.1
OG0000807	CCC26485.1	ALV12935.1
OG0000808	CCC26486.1	ALV12936.1
OG0000809	CCC26496.1	ALV12939.1
OG0000810	CCC26498.1	ALV12940.1
OG0000811	CCC26499.1	ALV10561.1
OG0000812	CCC26500.1	ALV10562.1
OG0000813	CCC26502.1	ALV10564.1
OG0000814	CCC26503.1	ALV10565.1
OG0000815	CCC26504.1	ALV12941.1
OG0000816	CCC26505.1	ALV12942.1
OG0000817	CCC26506.1	ALV10566.1
OG0000818	CCC26509.1	ALV10569.1
OG0000819	CCC26510.1	ALV10570.1
OG0000820	CCC26511.1	ALV10571.1
OG0000821	CCC26514.1	ALV10574.1
OG0000822	CCC26515.1	ALV10575.1
OG0000823	CCC26516.1	ALV10576.1
OG0000824	CCC26517.1	ALV10577.1
OG0000825	CCC26521.1	ALV10581.1
OG0000826	CCC26522.1	ALV10582.1
OG0000827	CCC26527.1	ALV10587.1
OG0000828	CCC26530.1	ALV10590.1
OG0000829	CCC26531.1	ALV10591.1
OG0000830	CCC26532.1	ALV10592.1
OG0000831	CCC26534.1	ALV10595.1
OG0000832	CCC26536.1	ALV10597.1
OG0000833	CCC26539.1	ALV10601.1
OG0000834	CCC26540.1	ALV10602.1
OG0000835	CCC26542.1	ALV10604.1
OG0000836	CCC26543.1	ALV10605.1
OG0000837	CCC26545.1	ALV10608.1
OG0000838	CCC26550.1	ALV10612.1
OG0000839	CCC26551.1	ALV10613.1
OG0000840	CCC26552.1	ALV10614.1
OG0000841	CCC26553.1	ALV10615.1
OG0000842	CCC26554.1	ALV10616.1
OG0000843	CCC26555.1	ALV10617.1
OG0000844	CCC26556.1	ALV10618.1
OG0000845	CCC26557.1	ALV10619.1
OG0000846	CCC26558.1	ALV10620.1
OG0000847	CCC26559.1	ALV10621.1
OG0000848	CCC26560.1	ALV10622.1
OG0000849	CCC26565.1	ALV10627.1
OG0000850	CCC26567.1	ALV10629.1
OG0000851	CCC26569.1	ALV10631.1
OG0000852	CCC26570.1	ALV10632.1
OG0000853	CCC26571.1	ALV10633.1
OG0000854	CCC26572.1	ALV10634.1
OG0000855	CCC26573.1	ALV10635.1
OG0000856	CCC26574.1	ALV10636.1
OG0000857	CCC26575.1	ALV10637.1
OG0000858	CCC26578.1	ALV10640.1
OG0000859	CCC26579.1	ALV10641.1
OG0000860	CCC26580.1	ALV10642.1
OG0000861	CCC26581.1	ALV12945.1
OG0000862	CCC26582.1	ALV10643.1
OG0000863	CCC26588.1	ALV12946.1
OG0000864	CCC26616.1	ALV10658.1
OG0000865	CCC26634.1	ALV10674.1
OG0000866	CCC26635.1	ALV10675.1
OG0000867	CCC26636.1	ALV10676.1
OG0000868	CCC26637.1	ALV10677.1
OG0000869	CCC26638.1	ALV10678.1
OG0000870	CCC26639.1	ALV10679.1
OG0000871	CCC26643.1	ALV10683.1
OG0000872	CCC26645.1	ALV10685.1
OG0000873	CCC26646.1	ALV10686.1
OG0000874	CCC26648.1	ALV10687.1
OG0000875	CCC26654.1	ALV10693.1
OG0000876	CCC26658.1	ALV10696.1
OG0000877	CCC26663.1	ALV12955.1
OG0000878	CCC26665.1	ALV10701.1
OG0000879	CCC26667.1	ALV10702.1
OG0000880	CCC26668.1	ALV10703.1
OG0000881	CCC26669.1	ALV10704.1
OG0000882	CCC26673.1	ALV12958.1
OG0000883	CCC26674.1	ALV10706.1
OG0000884	CCC26675.1	ALV10707.1
OG0000885	CCC26676.1	ALV10708.1
OG0000886	CCC26677.1	ALV10709.1
OG0000887	CCC26678.1	ALV10710.1
OG0000888	CCC26680.1	ALV12959.1
OG0000889	CCC26683.1	ALV10714.1
OG0000890	CCC26684.1	ALV10715.1
OG0000891	CCC26685.1	ALV10716.1
OG0000892	CCC26686.1	ALV10717.1
OG0000893	CCC26687.1	ALV12960.1
OG0000894	CCC26688.1	ALV10718.1
OG0000895	CCC26689.1	ALV10719.1
OG0000896	CCC26690.1	ALV10720.1
OG0000897	CCC26691.1	ALV10721.1
OG0000898	CCC26693.1	ALV12961.1
OG0000899	CCC26694.1	ALV10723.1
OG0000900	CCC26695.1	ALV10724.1
OG0000901	CCC26696.1	ALV10725.1
OG0000902	CCC26697.1	ALV10726.1
OG0000903	CCC26698.1	ALV10727.1
OG0000904	CCC26701.1	ALV10730.1
OG0000905	CCC26702.1	ALV10731.1
OG0000906	CCC26709.1	ALV10738.1
OG0000907	CCC26710.1	ALV10739.1
OG0000908	CCC26712.1	ALV10741.1
OG0000909	CCC26713.1	ALV10742.1
OG0000910	CCC26714.1	ALV10743.1
OG0000911	CCC26715.1	ALV10744.1
OG0000912	CCC26717.1	ALV12962.1
OG0000913	CCC26720.1	ALV10747.1
OG0000914	CCC26721.1	ALV12965.1
OG0000915	CCC26724.1	ALV10750.1
OG0000916	CCC26725.1	ALV10751.1
OG0000917	CCC26726.1	ALV10752.1
OG0000918	CCC26727.1	ALV10753.1
OG0000919	CCC26728.1	ALV10754.1
OG0000920	CCC26731.1	ALV10757.1
OG0000921	CCC26732.1	ALV10758.1
OG0000922	CCC26733.1	ALV10759.1
OG0000923	CCC26734.1	ALV10760.1
OG0000924	CCC26736.1	ALV10762.1
OG0000925	CCC26737.1	ALV10763.1
OG0000926	CCC26738.1	ALV10764.1
OG0000927	CCC26739.1	ALV10765.1
OG0000928	CCC26740.1	ALV10766.1
OG0000929	CCC26741.1	ALV10767.1
OG0000930	CCC26742.1	ALV10768.1
OG0000931	CCC26743.1	ALV10769.1
OG0000932	CCC26771.1	ALV12968.1
OG0000933	CCC26772.1	ALV10790.1
OG0000934	CCC26773.1	ALV10791.1
OG0000935	CCC26775.1	ALV10793.1
OG0000936	CCC26776.1	ALV10794.1
OG0000937	CCC26777.1	ALV10795.1
OG0000938	CCC26781.1	ALV10798.1
OG0000939	CCC26782.1	ALV10799.1
OG0000940	CCC26783.1	ALV10800.1
OG0000941	CCC26784.1	ALV10801.1
OG0000942	CCC26785.1	ALV10802.1
OG0000943	CCC26786.1	ALV10803.1
OG0000944	CCC26787.1	ALV10804.1
OG0000945	CCC26788.1	ALV10805.1
OG0000946	CCC26798.1	ALV10814.1
OG0000947	CCC26799.1	ALV10815.1
OG0000948	CCC26800.1	ALV10816.1
OG0000949	CCC26801.1	ALV10817.1
OG0000950	CCC26802.1	ALV10818.1
OG0000951	CCC26839.1	ALV10849.1
OG0000952	CCC26850.1	ALV10859.1
OG0000953	CCC26872.1	ALV10876.1
OG0000954	CCC26874.1	ALV10877.1
OG0000955	CCC26876.1	ALV10878.1
OG0000956	CCC26886.1	ALV10886.1
OG0000957	CCC26887.1	ALV10887.1
OG0000958	CCC26888.1	ALV10888.1
OG0000959	CCC26889.1	ALV10889.1
OG0000960	CCC26890.1	ALV10890.1
OG0000961	CCC26903.1	ALV10903.1
OG0000962	CCC26904.1	ALV10904.1
OG0000963	CCC26907.1	ALV10907.1
OG0000964	CCC26909.1	ALV10909.1
OG0000965	CCC26911.1	ALV10911.1
OG0000966	CCC26913.1	ALV10913.1
OG0000967	CCC26914.1	ALV10914.1
OG0000968	CCC26918.1	ALV10917.1
OG0000969	CCC26919.1	ALV10918.1
OG0000970	CCC26920.1	ALV10919.1
OG0000971	CCC26921.1	ALV10920.1
OG0000972	CCC26922.1	ALV10921.1
OG0000973	CCC26924.1	ALV10923.1
OG0000974	CCC26928.1	ALV10927.1
OG0000975	CCC26929.1	ALV10928.1
OG0000976	CCC26935.1	ALV10935.1
OG0000977	CCC26937.1	ALV10936.1
OG0000978	CCC26938.1	ALV10937.1
OG0000979	CCC26948.1	ALV10947.1
OG0000980	CCC26952.1	ALV10951.1
OG0000981	CCC26953.1	ALV10952.1
OG0000982	CCC26954.1	ALV10953.1
OG0000983	CCC26957.1	ALV10956.1
OG0000984	CCC26959.1	ALV10958.1
OG0000985	CCC26963.1	ALV10962.1
OG0000986	CCC26964.1	ALV10963.1
OG0000987	CCC26968.1	ALV12986.1
OG0000988	CCC26973.1	ALV10970.1
OG0000989	CCC26976.1	ALV10973.1
OG0000990	CCC26979.1	ALV10976.1
OG0000991	CCC26989.1	ALV10983.1
OG0000992	CCC26994.1	ALV10988.1
OG0000993	CCC26996.1	ALV10989.1
OG0000994	CCC26998.1	ALV10990.1
OG0000995	CCC27009.1	ALV10999.1
OG0000996	CCC27012.1	ALV11001.1
OG0000997	CCC27019.1	ALV11007.1
OG0000998	CCC27024.1	ALV11011.1
OG0000999	CCC27123.1	ALV11104.1
OG0001000	CCC27124.1	ALV11105.1
OG0001001	CCC27125.1	ALV11106.1
OG0001002	CCC27126.1	ALV11107.1
OG0001003	CCC27135.1	ALV11115.1
OG0001004	CCC27137.1	ALV11116.1
OG0001005	CCC27139.1	ALV11118.1
OG0001007	CCC27146.1	ALV11123.1
OG0001008	CCC27154.1	ALV11132.1
OG0001009	CCC27175.1	ALV11152.1
OG0001010	CCC27176.1	ALV11153.1
OG0001011	CCC27177.1	ALV11154.1
OG0001012	CCC27178.1	ALV13011.1
OG0001013	CCC27179.1	ALV11155.1
OG0001014	CCC27180.1	ALV11156.1
OG0001015	CCC27181.1	ALV11157.1
OG0001016	CCC27184.1	ALV11159.1
OG0001017	CCC27191.1	ALV11167.1
OG0001018	CCC27192.1	ALV11168.1
OG0001019	CCC27193.1	ALV13012.1
OG0001020	CCC27194.1	ALV11169.1
OG0001021	CCC27198.1	ALV11172.1
OG0001022	CCC27199.1	ALV11173.1
OG0001023	CCC27200.1	ALV11174.1
OG0001024	CCC27201.1	ALV11175.1
OG0001025	CCC27203.1	ALV11177.1
OG0001026	CCC27204.1	ALV11178.1
OG0001027	CCC27207.1	ALV11181.1
OG0001028	CCC27212.1	ALV11187.1
OG0001029	CCC27215.1	ALV11189.1
OG0001030	CCC27216.1	ALV11190.1
OG0001031	CCC27217.1	ALV11191.1
OG0001032	CCC27218.1	ALV13015.1
OG0001033	CCC27221.1	ALV11195.1
OG0001034	CCC27222.1	ALV11196.1
OG0001035	CCC27223.1	ALV13016.1
OG0001036	CCC27226.1	ALV11199.1
OG0001037	CCC27228.1	ALV11201.1
OG0001038	CCC27229.1	ALV11202.1
OG0001039	CCC27230.1	ALV11203.1
OG0001040	CCC27231.1	ALV11204.1
OG0001041	CCC27232.1	ALV11205.1
OG0001042	CCC27234.1	ALV11207.1
OG0001043	CCC27235.1	ALV11208.1
OG0001044	CCC27237.1	ALV13018.1
OG0001045	CCC27238.1	ALV11209.1
OG0001046	CCC27239.1	ALV11210.1
OG0001047	CCC27240.1	ALV11211.1
OG0001048	CCC27246.1	ALV11216.1
OG0001049	CCC27247.1	ALV11217.1
OG0001050	CCC27248.1	ALV13019.1
OG0001051	CCC27249.1	ALV11218.1
OG0001052	CCC27250.1	ALV11219.1
OG0001053	CCC27251.1	ALV11220.1
OG0001054	CCC27252.1	ALV13020.1
OG0001055	CCC27253.1	ALV11221.1
OG0001056	CCC27256.1	ALV11223.1
OG0001057	CCC27257.1	ALV11224.1
OG0001058	CCC27259.1	ALV11226.1
OG0001059	CCC27260.1	ALV11227.1
OG0001060	CCC27262.1	ALV11229.1
OG0001061	CCC27263.1	ALV11230.1
OG0001062	CCC27264.1	ALV13021.1
OG0001063	CCC27265.1	ALV11231.1
OG0001064	CCC27266.1	ALV11232.1
OG0001065	CCC27267.1	ALV11233.1
OG0001066	CCC27269.1	ALV11234.1
OG0001067	CCC27271.1	ALV11235.1
OG0001068	CCC27275.1	ALV11239.1
OG0001069	CCC27277.1	ALV11241.1
OG0001070	CCC27278.1	ALV11242.1
OG0001071	CCC27279.1	ALV11243.1
OG0001072	CCC27280.1	ALV11244.1
OG0001073	CCC27281.1	ALV11245.1
OG0001074	CCC27283.1	ALV11247.1
OG0001075	CCC27284.1	ALV11248.1
OG0001076	CCC27285.1	ALV11249.1
