Orthogroup	Mbovis	Mmicro
OG0000417	ALV09493.1	AMC57694.1
OG0000418	ALV09495.1	AMC57696.1
OG0000419	ALV09496.1	AMC57697.1
OG0000420	ALV09499.1	AMC57700.1
OG0000421	ALV09500.1	AMC57701.1
OG0000422	ALV09501.1	AMC57702.1
OG0000423	ALV09503.1	AMC57704.1
OG0000424	ALV09508.1	AMC57709.1
OG0000425	ALV09520.1	AMC57722.1
OG0000426	ALV09521.1	AMC57723.1
OG0000427	ALV09527.1	AMC57729.1
OG0000428	ALV09528.1	AMC57731.1
OG0000429	ALV09529.1	AMC57733.1
OG0000430	ALV09541.1	AMC57751.1
OG0000431	ALV09542.1	AMC57752.1
OG0000432	ALV09543.1	AMC57753.1
OG0000433	ALV09548.1	AMC57758.1
OG0000434	ALV09549.1	AMC57759.1
OG0000435	ALV09550.1	AMC57760.1
OG0000436	ALV09551.1	AMC57761.1
OG0000437	ALV09559.1	AMC57771.1
OG0000438	ALV09565.1	AMC57779.1
OG0000439	ALV09566.1	AMC57780.1
OG0000440	ALV09568.1	AMC57782.1
OG0000441	ALV09571.1	AMC57786.1
OG0000442	ALV09576.1	AMC57791.1
OG0000443	ALV09577.1	AMC57792.1
OG0000444	ALV09587.1	AMC57803.1
OG0000445	ALV09589.1	AMC57806.1
OG0000446	ALV09590.1	AMC57808.1
OG0000447	ALV09602.1	AMC57823.1
OG0000448	ALV09604.1	AMC57825.1
OG0000449	ALV09607.1	AMC57829.1
OG0000450	ALV09608.1	AMC57830.1
OG0000451	ALV09610.1	AMC57832.1
OG0000452	ALV09611.1	AMC57833.1
OG0000453	ALV09614.1	AMC57836.1
OG0000454	ALV12805.1	AMC57853.1
OG0000455	ALV09630.1	AMC57855.1
OG0000456	ALV09631.1	AMC57856.1
OG0000457	ALV09632.1	AMC57857.1
OG0000458	ALV09636.1	AMC57864.1
OG0000459	ALV09637.1	AMC57865.1
OG0000460	ALV09647.1	AMC57879.1
OG0000461	ALV09652.1	AMC57884.1
OG0000462	ALV09656.1	AMC57888.1
OG0000463	ALV09657.1	AMC57889.1
OG0000464	ALV09660.1	AMC57892.1
OG0000465	ALV09661.1	AMC57893.1
OG0000466	ALV09662.1	AMC57894.1
OG0000467	ALV09663.1	AMC57895.1
OG0000468	ALV09664.1	AMC57896.1
OG0000469	ALV09668.1	AMC57900.1
OG0000470	ALV09669.1	AMC57901.1
OG0000471	ALV09672.1	AMC57904.1
OG0000472	ALV09674.1	AMC57907.1
OG0000473	ALV09675.1	AMC57908.1
OG0000474	ALV09676.1	AMC57909.1
OG0000475	ALV09681.1	AMC57913.1, AMC57914.1
OG0000476	ALV12809.1	AMC57915.1
OG0000477	ALV09682.1	AMC57916.1
OG0000478	ALV09699.1	AMC57935.1
OG0000479	ALV09706.1	AMC57942.1
OG0000480	ALV09707.1	AMC57943.1
OG0000481	ALV09708.1	AMC57944.1
OG0000482	ALV09710.1	AMC57946.1
OG0000483	ALV09712.1	AMC57948.1
OG0000484	ALV09716.1	AMC57953.1
OG0000485	ALV09718.1	AMC57956.1
OG0000486	ALV12815.1	AMC57957.1
OG0000487	ALV09719.1	AMC57958.1
OG0000488	ALV09720.1	AMC57959.1
OG0000489	ALV09721.1	AMC57960.1
OG0000490	ALV09722.1	AMC57961.1
OG0000491	ALV09723.1	AMC57962.1
OG0000492	ALV09724.1	AMC57963.1
OG0000493	ALV12816.1	AMC57964.1
OG0000494	ALV12817.1	AMC57967.1
OG0000495	ALV09727.1	AMC57968.1
OG0000496	ALV09728.1	AMC57970.1
OG0000497	ALV12820.1	AMC57973.1
OG0000498	ALV12821.1	AMC57978.1
OG0000499	ALV09733.1	AMC57979.1
OG0000500	ALV09735.1	AMC57982.1
OG0000501	ALV09737.1	AMC57984.1
OG0000502	ALV09738.1	AMC57985.1
OG0000503	ALV09741.1	AMC57988.1
OG0000504	ALV09742.1	AMC57989.1
OG0000505	ALV09743.1	AMC57990.1
OG0000506	ALV12822.1	AMC57991.1
OG0000507	ALV09747.1	AMC57996.1
OG0000508	ALV12823.1	AMC57997.1
OG0000509	ALV12824.1	AMC58000.1
OG0000510	ALV09758.1	AMC58013.1
OG0000511	ALV09759.1	AMC58014.1
OG0000512	ALV12827.1	AMC58015.1
OG0000513	ALV09760.1	AMC58016.1
OG0000514	ALV12828.1	AMC58017.1
OG0000515	ALV09761.1	AMC58018.1
OG0000516	ALV09764.1	AMC58020.1
OG0000517	ALV09767.1	AMC58024.1
OG0000518	ALV09775.1	AMC58035.1
OG0000519	ALV09777.1	AMC58037.1
OG0000520	ALV09778.1	AMC58038.1
OG0000521	ALV09779.1	AMC58039.1
OG0000522	ALV09780.1	AMC58040.1
OG0000523	ALV09781.1	AMC58041.1
OG0000524	ALV12829.1	AMC58046.1
OG0000525	ALV09786.1	AMC58047.1
OG0000526	ALV09787.1	AMC58048.1
OG0000527	ALV09788.1	AMC58049.1
OG0000528	ALV09791.1	AMC58052.1
OG0000529	ALV09793.1	AMC58054.1
OG0000530	ALV09795.1	AMC58056.1
OG0000531	ALV09857.1	AMC58134.1
OG0000532	ALV09858.1	AMC58135.1
OG0000533	ALV09859.1	AMC58136.1
OG0000534	ALV09860.1	AMC58137.1
OG0000535	ALV09861.1	AMC58138.1
OG0000536	ALV09862.1	AMC58139.1
OG0000537	ALV09863.1	AMC58140.1
OG0000538	ALV09864.1	AMC58141.1
OG0000539	ALV09865.1	AMC58142.1
OG0000540	ALV09866.1	AMC58143.1
OG0000541	ALV09867.1	AMC58144.1
OG0000542	ALV09871.1	AMC58148.1
OG0000543	ALV09872.1	AMC58149.1
OG0000544	ALV09875.1	AMC58153.1
OG0000545	ALV09876.1	AMC58155.1
OG0000546	ALV09879.1	AMC58158.1
OG0000547	ALV09892.1	AMC58171.1
OG0000548	ALV09893.1	AMC58172.1
OG0000549	ALV09895.1	AMC58175.1
OG0000550	ALV09906.1	AMC58188.1
OG0000551	ALV09907.1	AMC58189.1
OG0000552	ALV12844.1	AMC58190.1
OG0000553	ALV09926.1	AMC58207.1
OG0000554	ALV09927.1	AMC58208.1
OG0000555	ALV09928.1	AMC58209.1
OG0000556	ALV09929.1	AMC58210.1
OG0000557	ALV09930.1	AMC58211.1
OG0000558	ALV09931.1	AMC58212.1
OG0000559	ALV09932.1	AMC58213.1
OG0000560	ALV09933.1	AMC58214.1
OG0000561	ALV09934.1	AMC58215.1
OG0000562	ALV09935.1	AMC58216.1
OG0000563	ALV09936.1	AMC58217.1
OG0000564	ALV09939.1	AMC58220.1
OG0000565	ALV09940.1	AMC58221.1
OG0000566	ALV09941.1	AMC58222.1
OG0000567	ALV09942.1	AMC58223.1
OG0000568	ALV09943.1	AMC58224.1
OG0000569	ALV09944.1	AMC58225.1
OG0000570	ALV09945.1	AMC58226.1
OG0000571	ALV09946.1	AMC58227.1
OG0000572	ALV09947.1	AMC58228.1
OG0000573	ALV09948.1	AMC58229.1
OG0000574	ALV09949.1	AMC58230.1
OG0000575	ALV09955.1	AMC58238.1
OG0000576	ALV09957.1	AMC58240.1
OG0000577	ALV09958.1	AMC58241.1
OG0000578	ALV09959.1	AMC58242.1
OG0000579	ALV09973.1	AMC58265.1
OG0000580	ALV09984.1	AMC58275.1
OG0000581	ALV09985.1	AMC58276.1
OG0000582	ALV09991.1	AMC58283.1
OG0000583	ALV09994.1	AMC58286.1
OG0000584	ALV09995.1	AMC58287.1
OG0000585	ALV09996.1	AMC58288.1
OG0000586	ALV10001.1	AMC58294.1
OG0000587	ALV10004.1	AMC58297.1
OG0000588	ALV10005.1	AMC58298.1
OG0000589	ALV10013.1	AMC58307.1
OG0000590	ALV10014.1	AMC58308.1
OG0000591	ALV10023.1	AMC58318.1
OG0000592	ALV10026.1	AMC58321.1
OG0000593	ALV10028.1	AMC58324.1
OG0000594	ALV10030.1	AMC58326.1
OG0000595	ALV12852.1	AMC58328.1
OG0000596	ALV10031.1	AMC58329.1
OG0000597	ALV10032.1	AMC58330.1
OG0000598	ALV10033.1	AMC58331.1
OG0000599	ALV10035.1	AMC58335.1
OG0000600	ALV10037.1	AMC58339.1
OG0000601	ALV10038.1	AMC58340.1
OG0000602	ALV10039.1	AMC58342.1
OG0000603	ALV10042.1	AMC58346.1
OG0000604	ALV12855.1	AMC58348.1
OG0000605	ALV10054.1	AMC58363.1
OG0000606	ALV10060.1	AMC58369.1
OG0000607	ALV10064.1	AMC58376.1
OG0000608	ALV10065.1	AMC58377.1
OG0000609	ALV10070.1	AMC58384.1
OG0000610	ALV10071.1	AMC58385.1
OG0000611	ALV12864.1	AMC58386.1
OG0000612	ALV10075.1	AMC58390.1
OG0000613	ALV10079.1	AMC58394.1
OG0000614	ALV10083.1	AMC58399.1
OG0000615	ALV10084.1	AMC58400.1
OG0000616	ALV10085.1	AMC58402.1
OG0000617	ALV10087.1	AMC58404.1
OG0000618	ALV10091.1	AMC58408.1
OG0000619	ALV10092.1	AMC58409.1
OG0000620	ALV10094.1	AMC58411.1
OG0000621	ALV10102.1	AMC58425.1
OG0000622	ALV12868.1	AMC58432.1
OG0000623	ALV10110.1	AMC58434.1
OG0000624	ALV10114.1	AMC58440.1
OG0000625	ALV12870.1	AMC58442.1
OG0000626	ALV12871.1	AMC58458.1
OG0000627	ALV10139.1	AMC58473.1
OG0000628	ALV12875.1	AMC58476.1
OG0000629	ALV12876.1	AMC58478.1
OG0000630	ALV10144.1	AMC58480.1
OG0000631	ALV10146.1	AMC58481.1
OG0000632	ALV10147.1	AMC58482.1
OG0000633	ALV10148.1	AMC58483.1
OG0000634	ALV10149.1	AMC58484.1
OG0000635	ALV10150.1	AMC58485.1
OG0000636	ALV10151.1	AMC58487.1
OG0000637	ALV10152.1	AMC58488.1
OG0000638	ALV10153.1	AMC58489.1
OG0000639	ALV10154.1	AMC58490.1
OG0000640	ALV10163.1	AMC58503.1
OG0000641	ALV10167.1	AMC58507.1
OG0000642	ALV10176.1	AMC58519.1
OG0000643	ALV12882.1	AMC58521.1
OG0000644	ALV10178.1	AMC58522.1
OG0000645	ALV10179.1	AMC58523.1
OG0000646	ALV10180.1	AMC58524.1
OG0000647	ALV10181.1	AMC58525.1
OG0000648	ALV10183.1	AMC58529.1, AMC58528.1
OG0000649	ALV12883.1	AMC58534.1
OG0000650	ALV12884.1	AMC58535.1
OG0000651	ALV10187.1	AMC58536.1
OG0000652	ALV10188.1	AMC58538.1
OG0000653	ALV10189.1	AMC58539.1
OG0000654	ALV10190.1	AMC58540.1
OG0000655	ALV12885.1	AMC58543.1
OG0000656	ALV12887.1	AMC58547.1
OG0000657	ALV10196.1	AMC58549.1
OG0000658	ALV10199.1	AMC58553.1
OG0000659	ALV10200.1	AMC58554.1
OG0000660	ALV10201.1	AMC58555.1
OG0000661	ALV10202.1	AMC58556.1
OG0000662	ALV10203.1	AMC58557.1
OG0000663	ALV10204.1	AMC58558.1
OG0000664	ALV10206.1	AMC58559.1
OG0000665	ALV10207.1	AMC58560.1
OG0000666	ALV10208.1	AMC58561.1
OG0000667	ALV10209.1	AMC58562.1
OG0000668	ALV10210.1	AMC58563.1
OG0000669	ALV12888.1	AMC58564.1
OG0000670	ALV10212.1	AMC58567.1
OG0000671	ALV10216.1	AMC58572.1
OG0000672	ALV10217.1	AMC58573.1
OG0000673	ALV10218.1	AMC58575.1
OG0000674	ALV10262.1	AMC58630.1
OG0000675	ALV10263.1	AMC58631.1
OG0000676	ALV10266.1	AMC58636.1
OG0000677	ALV10268.1	AMC58638.1
OG0000678	ALV10269.1	AMC58639.1
OG0000679	ALV10271.1	AMC58641.1
OG0000680	ALV10273.1	AMC58644.1
OG0000681	ALV10392.1	AMC58784.1
OG0000682	ALV10282.1	AMC58654.1
OG0000683	ALV10284.1	AMC58656.1
OG0000684	ALV10285.1	AMC58657.1
OG0000685	ALV10286.1	AMC58658.1
OG0000686	ALV10288.1	AMC58660.1
OG0000687	ALV10289.1	AMC58661.1
OG0000688	ALV12900.1	AMC58662.1
OG0000689	ALV10295.1	AMC58669.1
OG0000690	ALV10296.1	AMC58670.1
OG0000691	ALV10297.1	AMC58671.1
OG0000692	ALV10298.1	AMC58672.1
OG0000693	ALV10299.1	AMC58673.1
OG0000694	ALV10300.1	AMC58674.1
OG0000695	ALV10301.1	AMC58675.1
OG0000696	ALV10310.1	AMC58686.1
OG0000697	ALV10315.1	AMC58692.1
OG0000698	ALV10318.1	AMC58698.1
OG0000699	ALV12905.1	AMC58699.1
OG0000700	ALV10328.1	AMC58711.1
OG0000701	ALV10329.1	AMC58713.1
OG0000702	ALV10330.1	AMC58714.1
OG0000703	ALV10339.1	AMC58722.1
OG0000704	ALV10342.1	AMC58726.1
OG0000705	ALV10343.1	AMC58728.1
OG0000706	ALV10344.1	AMC58729.1
OG0000707	ALV10345.1	AMC58730.1
OG0000708	ALV10348.1	AMC58733.1
OG0000709	ALV10351.1	AMC58736.1
OG0000710	ALV12909.1	AMC58737.1
OG0000711	ALV10356.1	AMC58743.1
OG0000712	ALV10358.1	AMC58745.1
OG0000713	ALV10363.1	AMC58750.1
OG0000714	ALV12912.1	AMC58755.1
OG0000715	ALV10372.1	AMC58764.1
OG0000716	ALV10378.1	AMC58771.1
OG0000717	ALV10379.1	AMC58772.1
OG0000718	ALV10382.1	AMC58775.1
OG0000719	ALV10385.1	AMC58777.1
OG0000720	ALV10386.1	AMC58778.1
OG0000721	ALV10387.1	AMC58779.1
OG0000722	ALV10388.1	AMC58780.1
OG0000723	ALV10391.1	AMC58783.1
OG0000724	ALV12918.1	AMC58790.1
OG0000725	ALV10398.1	AMC58791.1
OG0000726	ALV12919.1	AMC58792.1
OG0000727	ALV12920.1	AMC58793.1
OG0000728	ALV10399.1	AMC58794.1
OG0000729	ALV10403.1	AMC58800.1
OG0000730	ALV10404.1	AMC58801.1
OG0000731	ALV10406.1	AMC58803.1
OG0000732	ALV10409.1	AMC58807.1
OG0000733	ALV12922.1	AMC58809.1
OG0000734	ALV12923.1	AMC58810.1
OG0000735	ALV10410.1	AMC58811.1
OG0000736	ALV10411.1	AMC58812.1
OG0000737	ALV10412.1	AMC58814.1
OG0000738	ALV10416.1	AMC58819.1
OG0000739	ALV10420.1	AMC58823.1
OG0000740	ALV10421.1	AMC58824.1
OG0000741	ALV10423.1	AMC58826.1
OG0000742	ALV10424.1	AMC58827.1
OG0000743	ALV10426.1	AMC58829.1
OG0000745	ALV10429.1	AMC58835.1
OG0000746	ALV10431.1	AMC58839.1
OG0000747	ALV10439.1	AMC58851.1
OG0000748	ALV10440.1	AMC58853.1
OG0000749	ALV12926.1	AMC58854.1
OG0000750	ALV10441.1	AMC58855.1
OG0000751	ALV10442.1	AMC58856.1
OG0000752	ALV10443.1	AMC58857.1
OG0000753	ALV10444.1	AMC58858.1
OG0000754	ALV12927.1	AMC58859.1
OG0000755	ALV10445.1	AMC58860.1
OG0000756	ALV10446.1	AMC58861.1
OG0000757	ALV10447.1	AMC58862.1
OG0000758	ALV10448.1	AMC58863.1
OG0000759	ALV10450.1	AMC58866.1
OG0000760	ALV10457.1	AMC58873.1
OG0000761	ALV10459.1	AMC58875.1
OG0000762	ALV10460.1	AMC58876.1
OG0000763	ALV10462.1	AMC58878.1
OG0000764	ALV10466.1	AMC58881.1
OG0000765	ALV10467.1	AMC58884.1
OG0000766	ALV12930.1	AMC58885.1
OG0000767	ALV10468.1	AMC58886.1
OG0000768	ALV10469.1	AMC58887.1
OG0000769	ALV10470.1	AMC58888.1
OG0000770	ALV10471.1	AMC58889.1
OG0000771	ALV10472.1	AMC58890.1
OG0000772	ALV10473.1	AMC58891.1
OG0000773	ALV10474.1	AMC58892.1
OG0000774	ALV10475.1	AMC58893.1
OG0000775	ALV10476.1	AMC58894.1
OG0000776	ALV10477.1	AMC58895.1
OG0000777	ALV10478.1	AMC58898.1
OG0000778	ALV10479.1	AMC58899.1
OG0000779	ALV10480.1	AMC58900.1
OG0000780	ALV10485.1	AMC58906.1
OG0000781	ALV10487.1	AMC58908.1
OG0000782	ALV10488.1	AMC58909.1
OG0000783	ALV10489.1	AMC58910.1
OG0000784	ALV10495.1	AMC58917.1
OG0000785	ALV10496.1	AMC58918.1
OG0000786	ALV10497.1	AMC58919.1
OG0000787	ALV10501.1	AMC58923.1
OG0000788	ALV10502.1	AMC58924.1
OG0000789	ALV10503.1	AMC58925.1
OG0000790	ALV10504.1	AMC58926.1
OG0000791	ALV12933.1	AMC58927.1
OG0000792	ALV10505.1	AMC58928.1
OG0000793	ALV10506.1	AMC58929.1
OG0000794	ALV10507.1	AMC58930.1
OG0000795	ALV10508.1	AMC58931.1
OG0000796	ALV10510.1	AMC58933.1
OG0000797	ALV10518.1	AMC58944.1
OG0000798	ALV10524.1	AMC58951.1, AMC58952.1
OG0000799	ALV10541.1	AMC58971.1
OG0000800	ALV10542.1	AMC58972.1
OG0000801	ALV10544.1	AMC58974.1
OG0000802	ALV10545.1	AMC58975.1
OG0000803	ALV10546.1	AMC58977.1
OG0000804	ALV10550.1	AMC58981.1
OG0000805	ALV10551.1	AMC58982.1
OG0000806	ALV10552.1	AMC58983.1
OG0000807	ALV12935.1	AMC58984.1
OG0000808	ALV12936.1	AMC58985.1
OG0000809	ALV12939.1	AMC58995.1
OG0000810	ALV12940.1	AMC58997.1
OG0000811	ALV10561.1	AMC58998.1
OG0000812	ALV10562.1	AMC58999.1
OG0000813	ALV10564.1	AMC59001.1
OG0000814	ALV10565.1	AMC59003.1
OG0000815	ALV12941.1	AMC59004.1
OG0000816	ALV12942.1	AMC59005.1
OG0000817	ALV10566.1	AMC59006.1
OG0000818	ALV10569.1	AMC59009.1
OG0000819	ALV10570.1	AMC59010.1
OG0000820	ALV10571.1	AMC59011.1
OG0000821	ALV10574.1	AMC59014.1
OG0000822	ALV10575.1	AMC59015.1
OG0000823	ALV10576.1	AMC59016.1
OG0000824	ALV10577.1	AMC59017.1
OG0000825	ALV10581.1	AMC59021.1
OG0000826	ALV10582.1	AMC59022.1
OG0000827	ALV10587.1	AMC59028.1
OG0000828	ALV10590.1	AMC59030.1
OG0000829	ALV10591.1	AMC59031.1
OG0000830	ALV10592.1	AMC59032.1
OG0000831	ALV10595.1	AMC59036.1
OG0000832	ALV10597.1	AMC59038.1
OG0000833	ALV10601.1	AMC59043.1
OG0000834	ALV10602.1	AMC59044.1
OG0000835	ALV10604.1	AMC59046.1
OG0000836	ALV10605.1	AMC59047.1
OG0000837	ALV10608.1	AMC59052.1
OG0000838	ALV10612.1	AMC59058.1
OG0000839	ALV10613.1	AMC59059.1
OG0000840	ALV10614.1	AMC59060.1
OG0000841	ALV10615.1	AMC59061.1
OG0000842	ALV10616.1	AMC59062.1
OG0000843	ALV10617.1	AMC59063.1
OG0000844	ALV10618.1	AMC59064.1
OG0000845	ALV10619.1	AMC59065.1
OG0000846	ALV10620.1	AMC59066.1
OG0000847	ALV10621.1	AMC59067.1
OG0000848	ALV10622.1	AMC59068.1
OG0000849	ALV10627.1	AMC59073.1
OG0000850	ALV10629.1	AMC59075.1
OG0000851	ALV10631.1	AMC59077.1
OG0000852	ALV10632.1	AMC59078.1
OG0000853	ALV10633.1	AMC59081.1
OG0000854	ALV10634.1	AMC59082.1
OG0000855	ALV10635.1	AMC59084.1
OG0000856	ALV10636.1	AMC59085.1
OG0000857	ALV10637.1	AMC59086.1
OG0000858	ALV10640.1	AMC59089.1
OG0000859	ALV10641.1	AMC59090.1
OG0000860	ALV10642.1	AMC59091.1
OG0000861	ALV12945.1	AMC59092.1
OG0000862	ALV10643.1	AMC59093.1
OG0000863	ALV12946.1	AMC59100.1
OG0000864	ALV10658.1	AMC59126.1
OG0000865	ALV10674.1	AMC59150.1
OG0000866	ALV10675.1	AMC59151.1
OG0000867	ALV10676.1	AMC59152.1
OG0000868	ALV10677.1	AMC59153.1
OG0000869	ALV10678.1	AMC59154.1
OG0000870	ALV10679.1	AMC59155.1
OG0000871	ALV10683.1	AMC59159.1
OG0000872	ALV10685.1	AMC59161.1
OG0000873	ALV10686.1	AMC59162.1
OG0000874	ALV10687.1	AMC59164.1
OG0000875	ALV10693.1	AMC59171.1
OG0000876	ALV10696.1	AMC59175.1
OG0000877	ALV12955.1	AMC59180.1
OG0000878	ALV10701.1	AMC59182.1
OG0000879	ALV10702.1	AMC59184.1
OG0000880	ALV10703.1	AMC59185.1
OG0000881	ALV10704.1	AMC59186.1
OG0000882	ALV12958.1	AMC59189.1
OG0000883	ALV10706.1	AMC59190.1
OG0000884	ALV10707.1	AMC59191.1
OG0000885	ALV10708.1	AMC59192.1
OG0000886	ALV10709.1	AMC59193.1
OG0000887	ALV10710.1	AMC59194.1
OG0000888	ALV12959.1	AMC59196.1
OG0000889	ALV10714.1	AMC59199.1
OG0000890	ALV10715.1	AMC59200.1
OG0000891	ALV10716.1	AMC59201.1
OG0000892	ALV10717.1	AMC59202.1
OG0000893	ALV12960.1	AMC59203.1
OG0000894	ALV10718.1	AMC59204.1
OG0000895	ALV10719.1	AMC59205.1
OG0000896	ALV10720.1	AMC59206.1
OG0000897	ALV10721.1	AMC59207.1
OG0000898	ALV12961.1	AMC59209.1
OG0000899	ALV10723.1	AMC59210.1
OG0000900	ALV10724.1	AMC59211.1
OG0000901	ALV10725.1	AMC59212.1
OG0000902	ALV10726.1	AMC59213.1
OG0000903	ALV10727.1	AMC59214.1
OG0000904	ALV10730.1	AMC59217.1
OG0000905	ALV10731.1	AMC59218.1
OG0000906	ALV10738.1	AMC59225.1
OG0000907	ALV10739.1	AMC59226.1
OG0000908	ALV10741.1	AMC59228.1
OG0000909	ALV10742.1	AMC59229.1
OG0000910	ALV10743.1	AMC59230.1
OG0000911	ALV10744.1	AMC59231.1
OG0000912	ALV12962.1	AMC59233.1
OG0000913	ALV10747.1	AMC59237.1
OG0000914	ALV12965.1	AMC59239.1
OG0000915	ALV10750.1	AMC59243.1
OG0000916	ALV10751.1	AMC59244.1
OG0000917	ALV10752.1	AMC59245.1
OG0000918	ALV10753.1	AMC59246.1
OG0000919	ALV10754.1	AMC59247.1
OG0000920	ALV10757.1	AMC59250.1
OG0000921	ALV10758.1	AMC59251.1
OG0000922	ALV10759.1	AMC59252.1
OG0000923	ALV10760.1	AMC59253.1
OG0000924	ALV10762.1	AMC59258.1
OG0000925	ALV10763.1	AMC59259.1
OG0000926	ALV10764.1	AMC59260.1
OG0000927	ALV10765.1	AMC59261.1
OG0000928	ALV10766.1	AMC59262.1
OG0000929	ALV10767.1	AMC59263.1
OG0000930	ALV10768.1	AMC59264.1
OG0000931	ALV10769.1	AMC59265.1
OG0000932	ALV12968.1	AMC59292.1
OG0000933	ALV10790.1	AMC59293.1
OG0000934	ALV10791.1	AMC59294.1
OG0000935	ALV10793.1	AMC59296.1
OG0000936	ALV10794.1	AMC59297.1
OG0000937	ALV10795.1	AMC59298.1
OG0000938	ALV10798.1	AMC59303.1
OG0000939	ALV10799.1	AMC59304.1
OG0000940	ALV10800.1	AMC59305.1
OG0000941	ALV10801.1	AMC59306.1
OG0000942	ALV10802.1	AMC59307.1
OG0000943	ALV10803.1	AMC59308.1
OG0000944	ALV10804.1	AMC59309.1
OG0000945	ALV10805.1	AMC59310.1
OG0000946	ALV10814.1	AMC59325.1
OG0000947	ALV10815.1	AMC59327.1
OG0000948	ALV10816.1	AMC59328.1
OG0000949	ALV10817.1	AMC59329.1
OG0000950	ALV10818.1	AMC59330.1
OG0000951	ALV10849.1	AMC59371.1
OG0000952	ALV10859.1	AMC59388.1
OG0000953	ALV10876.1	AMC59408.1
OG0000954	ALV10877.1	AMC59410.1
OG0000955	ALV10878.1	AMC59411.1
OG0000956	ALV10886.1	AMC59421.1
OG0000957	ALV10887.1	AMC59422.1
OG0000958	ALV10888.1	AMC59424.1
OG0000959	ALV10889.1	AMC59425.1
OG0000960	ALV10890.1	AMC59426.1
OG0000961	ALV10903.1	AMC59441.1
OG0000962	ALV10904.1	AMC59442.1, AMC59443.1
OG0000963	ALV10907.1	AMC59446.1
OG0000964	ALV10909.1	AMC59448.1
OG0000965	ALV10911.1	AMC59451.1
OG0000966	ALV10913.1	AMC59453.1
OG0000967	ALV10914.1	AMC59454.1
OG0000968	ALV10917.1	AMC59458.1
OG0000969	ALV10918.1	AMC59459.1
OG0000970	ALV10919.1	AMC59460.1
OG0000971	ALV10920.1	AMC59461.1
OG0000972	ALV10921.1	AMC59462.1
OG0000973	ALV10923.1	AMC59463.1
OG0000974	ALV10927.1	AMC59467.1
OG0000975	ALV10928.1	AMC59468.1
OG0000976	ALV10935.1	AMC59475.1
OG0000977	ALV10936.1	AMC59477.1
OG0000978	ALV10937.1	AMC59478.1
OG0000979	ALV10947.1	AMC59488.1
OG0000980	ALV10951.1	AMC59492.1
OG0000981	ALV10952.1	AMC59493.1
OG0000982	ALV10953.1	AMC59494.1
OG0000983	ALV10956.1	AMC59497.1
OG0000984	ALV10958.1	AMC59499.1
OG0000985	ALV10962.1	AMC59503.1
OG0000986	ALV10963.1	AMC59504.1
OG0000987	ALV12986.1	AMC59508.1
OG0000988	ALV10970.1	AMC59514.1
OG0000989	ALV10973.1	AMC59517.1
OG0000990	ALV10976.1	AMC59521.1, AMC59522.1
OG0000991	ALV10983.1	AMC59533.1
OG0000992	ALV10988.1	AMC59539.1
OG0000993	ALV10989.1	AMC59541.1
OG0000994	ALV10990.1	AMC59543.1
OG0000995	ALV10999.1	AMC59554.1
OG0000996	ALV11001.1	AMC59559.1
OG0000997	ALV11007.1	AMC59568.1
OG0000998	ALV11011.1	AMC59573.1, AMC59572.1
OG0000999	ALV11104.1	AMC59684.1
OG0001000	ALV11105.1	AMC59685.1
OG0001001	ALV11106.1	AMC59687.1
OG0001002	ALV11107.1	AMC59688.1
OG0001003	ALV11115.1	AMC59698.1
OG0001004	ALV11116.1	AMC59702.1
OG0001005	ALV11118.1	AMC59704.1
OG0001007	ALV11123.1	AMC59711.1
OG0001008	ALV11132.1	AMC59721.1
OG0001009	ALV11152.1	AMC59746.1
OG0001010	ALV11153.1	AMC59747.1
OG0001011	ALV11154.1	AMC59748.1
OG0001012	ALV13011.1	AMC59749.1
OG0001013	ALV11155.1	AMC59750.1
OG0001014	ALV11156.1	AMC59751.1
OG0001015	ALV11157.1	AMC59752.1
OG0001016	ALV11159.1	AMC59755.1
OG0001017	ALV11167.1	AMC59764.1
OG0001018	ALV11168.1	AMC59765.1
OG0001019	ALV13012.1	AMC59766.1
OG0001020	ALV11169.1	AMC59767.1
OG0001021	ALV11172.1	AMC59773.1
OG0001022	ALV11173.1	AMC59774.1
OG0001023	ALV11174.1	AMC59775.1
OG0001024	ALV11175.1	AMC59776.1
OG0001025	ALV11177.1	AMC59778.1
OG0001026	ALV11178.1	AMC59779.1
OG0001027	ALV11181.1	AMC59782.1
OG0001028	ALV11187.1	AMC59788.1
OG0001029	ALV11189.1	AMC59792.1
OG0001030	ALV11190.1	AMC59793.1
OG0001031	ALV11191.1	AMC59794.1
OG0001032	ALV13015.1	AMC59795.1
OG0001033	ALV11195.1	AMC59800.1
OG0001034	ALV11196.1	AMC59801.1
OG0001035	ALV13016.1	AMC59802.1
OG0001036	ALV11199.1	AMC59806.1
OG0001037	ALV11201.1	AMC59808.1
OG0001038	ALV11202.1	AMC59809.1
OG0001039	ALV11203.1	AMC59810.1
OG0001040	ALV11204.1	AMC59811.1
OG0001041	ALV11205.1	AMC59812.1
OG0001042	ALV11207.1	AMC59814.1
OG0001043	ALV11208.1	AMC59815.1
OG0001044	ALV13018.1	AMC59817.1
OG0001045	ALV11209.1	AMC59819.1
OG0001046	ALV11210.1	AMC59820.1
OG0001047	ALV11211.1	AMC59821.1
OG0001048	ALV11216.1	AMC59829.1
OG0001049	ALV11217.1	AMC59830.1
OG0001050	ALV13019.1	AMC59831.1
OG0001051	ALV11218.1	AMC59832.1
