Orthogroup	Mbovis	Mafric
OG0000441	ALV09571.1	CCC25389.1
OG0000442	ALV09576.1	CCC25395.1
OG0000443	ALV09577.1	CCC25396.1
OG0000444	ALV09587.1	CCC25408.1
OG0000445	ALV09589.1	CCC25411.1
OG0000446	ALV09590.1	CCC25412.1
OG0000447	ALV09602.1	CCC25425.1
OG0000448	ALV09604.1	CCC25427.1
OG0000449	ALV09607.1	CCC25431.1
OG0000450	ALV09608.1	CCC25432.1
OG0000451	ALV09610.1	CCC25434.1
OG0000452	ALV09611.1	CCC25435.1
OG0000453	ALV09614.1	CCC25438.1
OG0000454	ALV12805.1	CCC25454.1
OG0000455	ALV09630.1	CCC25456.1
OG0000456	ALV09631.1	CCC25457.1
OG0000457	ALV09632.1	CCC25458.1
OG0000458	ALV09636.1	CCC25464.1
OG0000459	ALV09637.1	CCC25465.1
OG0000460	ALV09647.1	CCC25475.1
OG0000461	ALV09652.1	CCC25480.1
OG0000462	ALV09656.1	CCC25484.1
OG0000463	ALV09657.1	CCC25485.1
OG0000464	ALV09660.1	CCC25488.1
OG0000465	ALV09661.1	CCC25489.1
OG0000466	ALV09662.1	CCC25490.1
OG0000467	ALV09663.1	CCC25491.1
OG0000468	ALV09664.1	CCC25492.1
OG0000469	ALV09668.1	CCC25496.1
OG0000470	ALV09669.1	CCC25497.1
OG0000471	ALV09672.1	CCC25500.1
OG0000472	ALV09674.1	CCC25503.1
OG0000473	ALV09675.1	CCC25504.1
OG0000474	ALV09676.1	CCC25505.1
OG0000475	ALV09681.1	CCC25509.1
OG0000476	ALV12809.1	CCC25510.1
OG0000477	ALV09682.1	CCC25511.1
OG0000478	ALV09699.1	CCC25529.1
OG0000479	ALV09706.1	CCC25537.1
OG0000480	ALV09707.1	CCC25538.1
OG0000481	ALV09708.1	CCC25539.1
OG0000482	ALV09710.1	CCC25541.1
OG0000483	ALV09712.1	CCC25543.1
OG0000484	ALV09716.1	CCC25548.1
OG0000485	ALV09718.1	CCC25551.1
OG0000486	ALV12815.1	CCC25552.1
OG0000487	ALV09719.1	CCC25553.1
OG0000488	ALV09720.1	CCC25554.1
OG0000489	ALV09721.1	CCC25555.1
OG0000490	ALV09722.1	CCC25556.1
OG0000491	ALV09723.1	CCC25557.1
OG0000492	ALV09724.1	CCC25558.1
OG0000493	ALV12816.1	CCC25559.1
OG0000494	ALV12817.1	CCC25562.1
OG0000495	ALV09727.1	CCC25563.1
OG0000496	ALV09728.1	CCC25565.1
OG0000497	ALV12820.1	CCC25567.1
OG0000498	ALV12821.1	CCC25572.1
OG0000499	ALV09733.1	CCC25573.1
OG0000500	ALV09735.1	CCC25575.1
OG0000501	ALV09737.1	CCC25577.1
OG0000502	ALV09738.1	CCC25578.1
OG0000503	ALV09741.1	CCC25581.1
OG0000504	ALV09742.1	CCC25582.1
OG0000505	ALV09743.1	CCC25583.1
OG0000506	ALV12822.1	CCC25584.1
OG0000507	ALV09747.1	CCC25588.1
OG0000508	ALV12823.1	CCC25589.1
OG0000509	ALV12824.1	CCC25591.1
OG0000510	ALV09758.1	CCC25603.1
OG0000511	ALV09759.1	CCC25604.1
OG0000512	ALV12827.1	CCC25605.1
OG0000513	ALV09760.1	CCC25606.1
OG0000514	ALV12828.1	CCC25607.1
OG0000515	ALV09761.1	CCC25608.1
OG0000516	ALV09764.1	CCC25610.1
OG0000517	ALV09767.1	CCC25613.1
OG0000518	ALV09775.1	CCC25621.1
OG0000519	ALV09777.1	CCC25623.1
OG0000520	ALV09778.1	CCC25624.1
OG0000521	ALV09779.1	CCC25625.1
OG0000522	ALV09780.1	CCC25626.1
OG0000523	ALV09781.1	CCC25627.1
OG0000524	ALV12829.1	CCC25632.1
OG0000525	ALV09786.1	CCC25633.1
OG0000526	ALV09787.1	CCC25634.1
OG0000527	ALV09788.1	CCC25635.1
OG0000528	ALV09791.1	CCC25638.1
OG0000529	ALV09793.1	CCC25640.1
OG0000530	ALV09795.1	CCC25642.1
OG0000531	ALV09857.1	CCC25713.1
OG0000532	ALV09858.1	CCC25714.1
OG0000533	ALV09859.1	CCC25715.1
OG0000534	ALV09860.1	CCC25716.1
OG0000535	ALV09861.1	CCC25717.1
OG0000536	ALV09862.1	CCC25718.1
OG0000537	ALV09863.1	CCC25719.1
OG0000538	ALV09864.1	CCC25720.1
OG0000539	ALV09865.1	CCC25721.1
OG0000540	ALV09866.1	CCC25722.1
OG0000541	ALV09867.1	CCC25723.1
OG0000542	ALV09871.1	CCC25727.1
OG0000543	ALV09872.1	CCC25728.1
OG0000544	ALV09875.1	CCC25732.1
OG0000545	ALV09876.1	CCC25733.1
OG0000546	ALV09879.1	CCC25736.1
OG0000547	ALV09892.1	CCC25748.1
OG0000548	ALV09893.1	CCC25749.1
OG0000549	ALV09895.1	CCC25751.1
OG0000550	ALV09906.1	CCC25763.1
OG0000551	ALV09907.1	CCC25764.1
OG0000552	ALV12844.1	CCC25765.1
OG0000553	ALV09926.1	CCC25781.1
OG0000554	ALV09927.1	CCC25782.1
OG0000555	ALV09928.1	CCC25783.1
OG0000556	ALV09929.1	CCC25784.1
OG0000557	ALV09930.1	CCC25785.1
OG0000558	ALV09931.1	CCC25786.1
OG0000559	ALV09932.1	CCC25787.1
OG0000560	ALV09933.1	CCC25788.1
OG0000561	ALV09934.1	CCC25789.1
OG0000562	ALV09935.1	CCC25790.1
OG0000563	ALV09936.1	CCC25791.1
OG0000564	ALV09939.1	CCC25794.1
OG0000565	ALV09940.1	CCC25795.1
OG0000566	ALV09941.1	CCC25796.1
OG0000567	ALV09942.1	CCC25797.1
OG0000568	ALV09943.1	CCC25798.1
OG0000569	ALV09944.1	CCC25799.1
OG0000570	ALV09945.1	CCC25800.1
OG0000571	ALV09946.1	CCC25801.1
OG0000572	ALV09947.1	CCC25802.1
OG0000573	ALV09948.1	CCC25803.1
OG0000574	ALV09949.1	CCC25804.1
OG0000575	ALV09955.1	CCC25812.1
OG0000576	ALV09957.1	CCC25814.1
OG0000577	ALV09958.1	CCC25815.1
OG0000578	ALV09959.1	CCC25816.1
OG0000579	ALV09973.1	CCC25834.1
OG0000580	ALV09984.1	CCC25843.1
OG0000581	ALV09985.1	CCC25844.1
OG0000582	ALV09991.1	CCC25851.1
OG0000583	ALV09994.1	CCC25854.1
OG0000584	ALV09995.1	CCC25855.1
OG0000585	ALV09996.1	CCC25856.1
OG0000586	ALV10001.1	CCC25861.1
OG0000587	ALV10004.1	CCC25864.1
OG0000588	ALV10005.1	CCC25865.1
OG0000589	ALV10013.1	CCC25871.1
OG0000590	ALV10014.1	CCC25872.1
OG0000591	ALV10023.1	CCC25882.1
OG0000592	ALV10026.1	CCC25885.1
OG0000593	ALV10028.1	CCC25887.1
OG0000594	ALV10030.1	CCC25889.1
OG0000595	ALV12852.1	CCC25890.1
OG0000596	ALV10031.1	CCC25891.1
OG0000597	ALV10032.1	CCC25892.1
OG0000598	ALV10033.1	CCC25893.1
OG0000599	ALV10035.1	CCC25895.1
OG0000600	ALV10037.1	CCC25898.1
OG0000601	ALV10038.1	CCC25899.1
OG0000602	ALV10039.1	CCC25901.1
OG0000603	ALV10042.1	CCC25905.1
OG0000604	ALV12855.1	CCC25907.1
OG0000605	ALV10054.1	CCC25920.1
OG0000606	ALV10060.1	CCC25927.1
OG0000607	ALV10064.1	CCC25934.1
OG0000608	ALV10065.1	CCC25935.1
OG0000609	ALV10070.1	CCC25942.1
OG0000610	ALV10071.1	CCC25943.1
OG0000611	ALV12864.1	CCC25944.1
OG0000612	ALV10075.1	CCC25948.1
OG0000613	ALV10079.1	CCC25952.1
OG0000614	ALV10083.1	CCC25956.1
OG0000615	ALV10084.1	CCC25957.1
OG0000616	ALV10085.1	CCC25958.1
OG0000617	ALV10087.1	CCC25960.1
OG0000618	ALV10091.1	CCC25964.1
OG0000619	ALV10092.1	CCC25965.1
OG0000620	ALV10094.1	CCC25967.1
OG0000621	ALV10102.1	CCC25977.1
OG0000622	ALV12868.1	CCC25984.1
OG0000623	ALV10110.1	CCC25986.1
OG0000624	ALV10114.1	CCC25991.1
OG0000625	ALV12870.1	CCC25993.1
OG0000626	ALV12871.1	CCC26005.1
OG0000627	ALV10139.1	CCC26019.1
OG0000628	ALV12875.1	CCC26022.1
OG0000629	ALV12876.1	CCC26025.1
OG0000630	ALV10144.1	CCC26027.1
OG0000631	ALV10146.1	CCC26029.1
OG0000632	ALV10147.1	CCC26030.1
OG0000633	ALV10148.1	CCC26031.1
OG0000634	ALV10149.1	CCC26032.1
OG0000635	ALV10150.1	CCC26033.1
OG0000636	ALV10151.1	CCC26035.1
OG0000637	ALV10152.1	CCC26036.1
OG0000638	ALV10153.1	CCC26037.1
OG0000639	ALV10154.1	CCC26038.1
OG0000640	ALV10163.1	CCC26047.1
OG0000641	ALV10167.1	CCC26051.1
OG0000642	ALV10176.1	CCC26061.1
OG0000643	ALV12882.1	CCC26063.1
OG0000644	ALV10178.1	CCC26064.1
OG0000645	ALV10179.1	CCC26065.1
OG0000646	ALV10180.1	CCC26066.1
OG0000647	ALV10181.1	CCC26067.1
OG0000648	ALV10183.1	CCC26069.1
OG0000649	ALV12883.1	CCC26073.1
OG0000650	ALV12884.1	CCC26074.1
OG0000651	ALV10187.1	CCC26075.1
OG0000652	ALV10188.1	CCC26076.1
OG0000653	ALV10189.1	CCC26077.1
OG0000654	ALV10190.1	CCC26078.1
OG0000655	ALV12885.1	CCC26080.1
OG0000656	ALV12887.1	CCC26084.1
OG0000657	ALV10196.1	CCC26085.1
OG0000658	ALV10199.1	CCC26088.1
OG0000659	ALV10200.1	CCC26089.1
OG0000660	ALV10201.1	CCC26090.1
OG0000661	ALV10202.1	CCC26091.1
OG0000662	ALV10203.1	CCC26092.1
OG0000663	ALV10204.1	CCC26093.1
OG0000664	ALV10206.1	CCC26095.1
OG0000665	ALV10207.1	CCC26096.1
OG0000666	ALV10208.1	CCC26097.1
OG0000667	ALV10209.1	CCC26098.1
OG0000668	ALV10210.1	CCC26099.1
OG0000669	ALV12888.1	CCC26100.1
OG0000670	ALV10212.1	CCC26102.1
OG0000671	ALV10216.1	CCC26106.1
OG0000672	ALV10217.1	CCC26107.1
OG0000673	ALV10218.1	CCC26108.1
OG0000674	ALV10262.1	CCC26156.1
OG0000675	ALV10263.1	CCC26157.1
OG0000676	ALV10266.1	CCC26163.1
OG0000677	ALV10268.1	CCC26165.1
OG0000678	ALV10269.1	CCC26166.1
OG0000679	ALV10271.1	CCC26168.1
OG0000680	ALV10273.1	CCC26171.1
OG0000681	ALV10392.1	CCC26305.1, CCC26860.1, CCC26178.1
OG0000682	ALV10282.1	CCC26179.1
OG0000683	ALV10284.1	CCC26181.1
OG0000684	ALV10285.1	CCC26182.1
OG0000685	ALV10286.1	CCC26183.1
OG0000686	ALV10288.1	CCC26185.1
OG0000687	ALV10289.1	CCC26186.1
OG0000688	ALV12900.1	CCC26187.1
OG0000689	ALV10295.1	CCC26193.1
OG0000690	ALV10296.1	CCC26194.1
OG0000691	ALV10297.1	CCC26195.1
OG0000692	ALV10298.1	CCC26196.1
OG0000693	ALV10299.1	CCC26197.1
OG0000694	ALV10300.1	CCC26198.1
OG0000695	ALV10301.1	CCC26199.1
OG0000696	ALV10310.1	CCC26209.1
OG0000697	ALV10315.1	CCC26215.1
OG0000698	ALV10318.1	CCC26220.1
OG0000699	ALV12905.1	CCC26221.1
OG0000700	ALV10328.1	CCC26233.1
OG0000701	ALV10329.1	CCC26235.1
OG0000702	ALV10330.1	CCC26236.1
OG0000703	ALV10339.1	CCC26244.1
OG0000704	ALV10342.1	CCC26246.1
OG0000705	ALV10343.1	CCC26247.1
OG0000706	ALV10344.1	CCC26248.1
OG0000707	ALV10345.1	CCC26249.1
OG0000708	ALV10348.1	CCC26252.1
OG0000709	ALV10351.1	CCC26255.1
OG0000710	ALV12909.1	CCC26256.1
OG0000711	ALV10356.1	CCC26262.1
OG0000712	ALV10358.1	CCC26264.1
OG0000713	ALV10363.1	CCC26269.1
OG0000714	ALV12912.1	CCC26275.1
OG0000715	ALV10372.1	CCC26284.1
OG0000716	ALV10378.1	CCC26292.1
OG0000717	ALV10379.1	CCC26293.1
OG0000718	ALV10382.1	CCC26296.1
OG0000719	ALV10385.1	CCC26298.1
OG0000720	ALV10386.1	CCC26299.1
OG0000721	ALV10387.1	CCC26300.1
OG0000722	ALV10388.1	CCC26301.1
OG0000723	ALV10391.1	CCC26304.1
OG0000724	ALV12918.1	CCC26311.1
OG0000725	ALV10398.1	CCC26312.1
OG0000726	ALV12919.1	CCC26313.1
OG0000727	ALV12920.1	CCC26314.1
OG0000728	ALV10399.1	CCC26315.1
OG0000729	ALV10403.1	CCC26320.1
OG0000730	ALV10404.1	CCC26321.1
OG0000731	ALV10406.1	CCC26323.1
OG0000732	ALV10409.1	CCC26326.1
OG0000733	ALV12922.1	CCC26327.1
OG0000734	ALV12923.1	CCC26328.1
OG0000735	ALV10410.1	CCC26329.1
OG0000736	ALV10411.1	CCC26330.1
OG0000737	ALV10412.1	CCC26331.1
OG0000738	ALV10416.1	CCC26335.1
OG0000739	ALV10420.1	CCC26339.1
OG0000740	ALV10421.1	CCC26340.1
OG0000741	ALV10423.1	CCC26342.1
OG0000742	ALV10424.1	CCC26343.1
OG0000743	ALV10426.1	CCC26345.1
OG0000745	ALV10429.1	CCC26350.1
OG0000746	ALV10431.1	CCC26354.1
OG0000747	ALV10439.1	CCC26365.1
OG0000748	ALV10440.1	CCC26366.1
OG0000749	ALV12926.1	CCC26367.1
OG0000750	ALV10441.1	CCC26368.1
OG0000751	ALV10442.1	CCC26369.1
OG0000752	ALV10443.1	CCC26370.1
OG0000753	ALV10444.1	CCC26371.1
OG0000754	ALV12927.1	CCC26372.1
OG0000755	ALV10445.1	CCC26373.1
OG0000756	ALV10446.1	CCC26374.1
OG0000757	ALV10447.1	CCC26375.1
OG0000758	ALV10448.1	CCC26376.1
OG0000759	ALV10450.1	CCC26379.1
OG0000760	ALV10457.1	CCC26386.1
OG0000761	ALV10459.1	CCC26388.1
OG0000762	ALV10460.1	CCC26389.1
OG0000763	ALV10462.1	CCC26390.1
OG0000764	ALV10466.1	CCC26393.1
OG0000765	ALV10467.1	CCC26395.1
OG0000766	ALV12930.1	CCC26396.1
OG0000767	ALV10468.1	CCC26397.1
OG0000768	ALV10469.1	CCC26398.1
OG0000769	ALV10470.1	CCC26399.1
OG0000770	ALV10471.1	CCC26400.1
OG0000771	ALV10472.1	CCC26401.1
OG0000772	ALV10473.1	CCC26402.1
OG0000773	ALV10474.1	CCC26403.1
OG0000774	ALV10475.1	CCC26404.1
OG0000775	ALV10476.1	CCC26405.1
OG0000776	ALV10477.1	CCC26406.1
OG0000777	ALV10478.1	CCC26408.1
OG0000778	ALV10479.1	CCC26409.1
OG0000779	ALV10480.1	CCC26410.1
OG0000780	ALV10485.1	CCC26416.1
OG0000781	ALV10487.1	CCC26418.1
OG0000782	ALV10488.1	CCC26419.1
OG0000783	ALV10489.1	CCC26420.1
OG0000784	ALV10495.1	CCC26427.1
OG0000785	ALV10496.1	CCC26428.1
OG0000786	ALV10497.1	CCC26429.1
OG0000787	ALV10501.1	CCC26433.1
OG0000788	ALV10502.1	CCC26434.1
OG0000789	ALV10503.1	CCC26435.1
OG0000790	ALV10504.1	CCC26436.1
OG0000791	ALV12933.1	CCC26437.1
OG0000792	ALV10505.1	CCC26438.1
OG0000793	ALV10506.1	CCC26439.1
OG0000794	ALV10507.1	CCC26440.1
OG0000795	ALV10508.1	CCC26441.1
OG0000796	ALV10510.1	CCC26443.1
OG0000797	ALV10518.1	CCC26451.1
OG0000798	ALV10524.1	CCC26456.1
OG0000799	ALV10541.1	CCC26474.1
OG0000800	ALV10542.1	CCC26475.1
OG0000801	ALV10544.1	CCC26477.1
OG0000802	ALV10545.1	CCC26478.1
OG0000803	ALV10546.1	CCC26479.1
OG0000804	ALV10550.1	CCC26482.1
OG0000805	ALV10551.1	CCC26483.1
OG0000806	ALV10552.1	CCC26484.1
OG0000807	ALV12935.1	CCC26485.1
OG0000808	ALV12936.1	CCC26486.1
OG0000809	ALV12939.1	CCC26496.1
OG0000810	ALV12940.1	CCC26498.1
OG0000811	ALV10561.1	CCC26499.1
OG0000812	ALV10562.1	CCC26500.1
OG0000813	ALV10564.1	CCC26502.1
OG0000814	ALV10565.1	CCC26503.1
OG0000815	ALV12941.1	CCC26504.1
OG0000816	ALV12942.1	CCC26505.1
OG0000817	ALV10566.1	CCC26506.1
OG0000818	ALV10569.1	CCC26509.1
OG0000819	ALV10570.1	CCC26510.1
OG0000820	ALV10571.1	CCC26511.1
OG0000821	ALV10574.1	CCC26514.1
OG0000822	ALV10575.1	CCC26515.1
OG0000823	ALV10576.1	CCC26516.1
OG0000824	ALV10577.1	CCC26517.1
OG0000825	ALV10581.1	CCC26521.1
OG0000826	ALV10582.1	CCC26522.1
OG0000827	ALV10587.1	CCC26527.1
OG0000828	ALV10590.1	CCC26530.1
OG0000829	ALV10591.1	CCC26531.1
OG0000830	ALV10592.1	CCC26532.1
OG0000831	ALV10595.1	CCC26534.1
OG0000832	ALV10597.1	CCC26536.1
OG0000833	ALV10601.1	CCC26539.1
OG0000834	ALV10602.1	CCC26540.1
OG0000835	ALV10604.1	CCC26542.1
OG0000836	ALV10605.1	CCC26543.1
OG0000837	ALV10608.1	CCC26545.1
OG0000838	ALV10612.1	CCC26550.1
OG0000839	ALV10613.1	CCC26551.1
OG0000840	ALV10614.1	CCC26552.1
OG0000841	ALV10615.1	CCC26553.1
OG0000842	ALV10616.1	CCC26554.1
OG0000843	ALV10617.1	CCC26555.1
OG0000844	ALV10618.1	CCC26556.1
OG0000845	ALV10619.1	CCC26557.1
OG0000846	ALV10620.1	CCC26558.1
OG0000847	ALV10621.1	CCC26559.1
OG0000848	ALV10622.1	CCC26560.1
OG0000849	ALV10627.1	CCC26565.1
OG0000850	ALV10629.1	CCC26567.1
OG0000851	ALV10631.1	CCC26569.1
OG0000852	ALV10632.1	CCC26570.1
OG0000853	ALV10633.1	CCC26571.1
OG0000854	ALV10634.1	CCC26572.1
OG0000855	ALV10635.1	CCC26573.1
OG0000856	ALV10636.1	CCC26574.1
OG0000857	ALV10637.1	CCC26575.1
OG0000858	ALV10640.1	CCC26578.1
OG0000859	ALV10641.1	CCC26579.1
OG0000860	ALV10642.1	CCC26580.1
OG0000861	ALV12945.1	CCC26581.1
OG0000862	ALV10643.1	CCC26582.1
OG0000863	ALV12946.1	CCC26588.1
OG0000864	ALV10658.1	CCC26616.1
OG0000865	ALV10674.1	CCC26634.1
OG0000866	ALV10675.1	CCC26635.1
OG0000867	ALV10676.1	CCC26636.1
OG0000868	ALV10677.1	CCC26637.1
OG0000869	ALV10678.1	CCC26638.1
OG0000870	ALV10679.1	CCC26639.1
OG0000871	ALV10683.1	CCC26643.1
OG0000872	ALV10685.1	CCC26645.1
OG0000873	ALV10686.1	CCC26646.1
OG0000874	ALV10687.1	CCC26648.1
OG0000875	ALV10693.1	CCC26654.1
OG0000876	ALV10696.1	CCC26658.1
OG0000877	ALV12955.1	CCC26663.1
OG0000878	ALV10701.1	CCC26665.1
OG0000879	ALV10702.1	CCC26667.1
OG0000880	ALV10703.1	CCC26668.1
OG0000881	ALV10704.1	CCC26669.1
OG0000882	ALV12958.1	CCC26673.1
OG0000883	ALV10706.1	CCC26674.1
OG0000884	ALV10707.1	CCC26675.1
OG0000885	ALV10708.1	CCC26676.1
OG0000886	ALV10709.1	CCC26677.1
OG0000887	ALV10710.1	CCC26678.1
OG0000888	ALV12959.1	CCC26680.1
OG0000889	ALV10714.1	CCC26683.1
OG0000890	ALV10715.1	CCC26684.1
OG0000891	ALV10716.1	CCC26685.1
OG0000892	ALV10717.1	CCC26686.1
OG0000893	ALV12960.1	CCC26687.1
OG0000894	ALV10718.1	CCC26688.1
OG0000895	ALV10719.1	CCC26689.1
OG0000896	ALV10720.1	CCC26690.1
OG0000897	ALV10721.1	CCC26691.1
OG0000898	ALV12961.1	CCC26693.1
OG0000899	ALV10723.1	CCC26694.1
OG0000900	ALV10724.1	CCC26695.1
OG0000901	ALV10725.1	CCC26696.1
OG0000902	ALV10726.1	CCC26697.1
OG0000903	ALV10727.1	CCC26698.1
OG0000904	ALV10730.1	CCC26701.1
OG0000905	ALV10731.1	CCC26702.1
OG0000906	ALV10738.1	CCC26709.1
OG0000907	ALV10739.1	CCC26710.1
OG0000908	ALV10741.1	CCC26712.1
OG0000909	ALV10742.1	CCC26713.1
OG0000910	ALV10743.1	CCC26714.1
OG0000911	ALV10744.1	CCC26715.1
OG0000912	ALV12962.1	CCC26717.1
OG0000913	ALV10747.1	CCC26720.1
OG0000914	ALV12965.1	CCC26721.1
OG0000915	ALV10750.1	CCC26724.1
OG0000916	ALV10751.1	CCC26725.1
OG0000917	ALV10752.1	CCC26726.1
OG0000918	ALV10753.1	CCC26727.1
OG0000919	ALV10754.1	CCC26728.1
OG0000920	ALV10757.1	CCC26731.1
OG0000921	ALV10758.1	CCC26732.1
OG0000922	ALV10759.1	CCC26733.1
OG0000923	ALV10760.1	CCC26734.1
OG0000924	ALV10762.1	CCC26736.1
OG0000925	ALV10763.1	CCC26737.1
OG0000926	ALV10764.1	CCC26738.1
OG0000927	ALV10765.1	CCC26739.1
OG0000928	ALV10766.1	CCC26740.1
OG0000929	ALV10767.1	CCC26741.1
OG0000930	ALV10768.1	CCC26742.1
OG0000931	ALV10769.1	CCC26743.1
OG0000932	ALV12968.1	CCC26771.1
OG0000933	ALV10790.1	CCC26772.1
OG0000934	ALV10791.1	CCC26773.1
OG0000935	ALV10793.1	CCC26775.1
OG0000936	ALV10794.1	CCC26776.1
OG0000937	ALV10795.1	CCC26777.1
OG0000938	ALV10798.1	CCC26781.1
OG0000939	ALV10799.1	CCC26782.1
OG0000940	ALV10800.1	CCC26783.1
OG0000941	ALV10801.1	CCC26784.1
OG0000942	ALV10802.1	CCC26785.1
OG0000943	ALV10803.1	CCC26786.1
OG0000944	ALV10804.1	CCC26787.1
OG0000945	ALV10805.1	CCC26788.1
OG0000946	ALV10814.1	CCC26798.1
OG0000947	ALV10815.1	CCC26799.1
OG0000948	ALV10816.1	CCC26800.1
OG0000949	ALV10817.1	CCC26801.1
OG0000950	ALV10818.1	CCC26802.1
OG0000951	ALV10849.1	CCC26839.1
OG0000952	ALV10859.1	CCC26850.1
OG0000953	ALV10876.1	CCC26872.1
OG0000954	ALV10877.1	CCC26874.1
OG0000955	ALV10878.1	CCC26876.1
OG0000956	ALV10886.1	CCC26886.1
OG0000957	ALV10887.1	CCC26887.1
OG0000958	ALV10888.1	CCC26888.1
OG0000959	ALV10889.1	CCC26889.1
OG0000960	ALV10890.1	CCC26890.1
OG0000961	ALV10903.1	CCC26903.1
OG0000962	ALV10904.1	CCC26904.1
OG0000963	ALV10907.1	CCC26907.1
OG0000964	ALV10909.1	CCC26909.1
OG0000965	ALV10911.1	CCC26911.1
OG0000966	ALV10913.1	CCC26913.1
OG0000967	ALV10914.1	CCC26914.1
OG0000968	ALV10917.1	CCC26918.1
OG0000969	ALV10918.1	CCC26919.1
OG0000970	ALV10919.1	CCC26920.1
OG0000971	ALV10920.1	CCC26921.1
OG0000972	ALV10921.1	CCC26922.1
OG0000973	ALV10923.1	CCC26924.1
OG0000974	ALV10927.1	CCC26928.1
OG0000975	ALV10928.1	CCC26929.1
OG0000976	ALV10935.1	CCC26935.1
OG0000977	ALV10936.1	CCC26937.1
OG0000978	ALV10937.1	CCC26938.1
OG0000979	ALV10947.1	CCC26948.1
OG0000980	ALV10951.1	CCC26952.1
OG0000981	ALV10952.1	CCC26953.1
OG0000982	ALV10953.1	CCC26954.1
OG0000983	ALV10956.1	CCC26957.1
OG0000984	ALV10958.1	CCC26959.1
OG0000985	ALV10962.1	CCC26963.1
OG0000986	ALV10963.1	CCC26964.1
OG0000987	ALV12986.1	CCC26968.1
OG0000988	ALV10970.1	CCC26973.1
OG0000989	ALV10973.1	CCC26976.1
OG0000990	ALV10976.1	CCC26979.1
OG0000991	ALV10983.1	CCC26989.1
OG0000992	ALV10988.1	CCC26994.1
OG0000993	ALV10989.1	CCC26996.1
OG0000994	ALV10990.1	CCC26998.1
OG0000995	ALV10999.1	CCC27009.1
OG0000996	ALV11001.1	CCC27012.1
OG0000997	ALV11007.1	CCC27019.1
OG0000998	ALV11011.1	CCC27024.1
OG0000999	ALV11104.1	CCC27123.1
OG0001000	ALV11105.1	CCC27124.1
OG0001001	ALV11106.1	CCC27125.1
OG0001002	ALV11107.1	CCC27126.1
OG0001003	ALV11115.1	CCC27135.1
OG0001004	ALV11116.1	CCC27137.1
OG0001005	ALV11118.1	CCC27139.1
OG0001007	ALV11123.1	CCC27146.1
OG0001008	ALV11132.1	CCC27154.1
OG0001009	ALV11152.1	CCC27175.1
OG0001010	ALV11153.1	CCC27176.1
OG0001011	ALV11154.1	CCC27177.1
OG0001012	ALV13011.1	CCC27178.1
OG0001013	ALV11155.1	CCC27179.1
OG0001014	ALV11156.1	CCC27180.1
OG0001015	ALV11157.1	CCC27181.1
OG0001016	ALV11159.1	CCC27184.1
OG0001017	ALV11167.1	CCC27191.1
OG0001018	ALV11168.1	CCC27192.1
OG0001019	ALV13012.1	CCC27193.1
OG0001020	ALV11169.1	CCC27194.1
OG0001021	ALV11172.1	CCC27198.1
OG0001022	ALV11173.1	CCC27199.1
OG0001023	ALV11174.1	CCC27200.1
OG0001024	ALV11175.1	CCC27201.1
OG0001025	ALV11177.1	CCC27203.1
OG0001026	ALV11178.1	CCC27204.1
OG0001027	ALV11181.1	CCC27207.1
OG0001028	ALV11187.1	CCC27212.1
OG0001029	ALV11189.1	CCC27215.1
OG0001030	ALV11190.1	CCC27216.1
OG0001031	ALV11191.1	CCC27217.1
OG0001032	ALV13015.1	CCC27218.1
OG0001033	ALV11195.1	CCC27221.1
OG0001034	ALV11196.1	CCC27222.1
OG0001035	ALV13016.1	CCC27223.1
OG0001036	ALV11199.1	CCC27226.1
OG0001037	ALV11201.1	CCC27228.1
OG0001038	ALV11202.1	CCC27229.1
OG0001039	ALV11203.1	CCC27230.1
OG0001040	ALV11204.1	CCC27231.1
OG0001041	ALV11205.1	CCC27232.1
OG0001042	ALV11207.1	CCC27234.1
OG0001043	ALV11208.1	CCC27235.1
OG0001044	ALV13018.1	CCC27237.1
OG0001045	ALV11209.1	CCC27238.1
OG0001046	ALV11210.1	CCC27239.1
OG0001047	ALV11211.1	CCC27240.1
OG0001048	ALV11216.1	CCC27246.1
OG0001049	ALV11217.1	CCC27247.1
OG0001050	ALV13019.1	CCC27248.1
OG0001051	ALV11218.1	CCC27249.1
OG0001052	ALV11219.1	CCC27250.1
OG0001053	ALV11220.1	CCC27251.1
OG0001054	ALV13020.1	CCC27252.1
OG0001055	ALV11221.1	CCC27253.1
OG0001056	ALV11223.1	CCC27256.1
OG0001057	ALV11224.1	CCC27257.1
OG0001058	ALV11226.1	CCC27259.1
OG0001059	ALV11227.1	CCC27260.1
OG0001060	ALV11229.1	CCC27262.1
OG0001061	ALV11230.1	CCC27263.1
OG0001062	ALV13021.1	CCC27264.1
OG0001063	ALV11231.1	CCC27265.1
OG0001064	ALV11232.1	CCC27266.1
OG0001065	ALV11233.1	CCC27267.1
OG0001066	ALV11234.1	CCC27269.1
OG0001067	ALV11235.1	CCC27271.1
OG0001068	ALV11239.1	CCC27275.1
OG0001069	ALV11241.1	CCC27277.1
OG0001070	ALV11242.1	CCC27278.1
OG0001071	ALV11243.1	CCC27279.1
OG0001072	ALV11244.1	CCC27280.1
OG0001073	ALV11245.1	CCC27281.1
OG0001074	ALV11247.1	CCC27283.1
OG0001075	ALV11248.1	CCC27284.1
OG0001076	ALV11249.1	CCC27285.1
