Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000002	N0	n20	0.8	Non-Terminal	Mafric_CCC28022.1, Mbovis_ALV13113.1, Mlepra_CAC29643.1, Mmicro_AMC60676.1, Mmicro_AMC59270.1, Mbovis_ALV10772.1, Mbovis_ALV11114.1, Mafric_CCC27133.1, Mmicro_AMC59696.1, Mavium_AAS04113.1, Mavium_AAS03687.1, Mmicro_AMC59268.1, Mbovis_ALV10771.1	Mmicro_AMC59272.1, Mafric_CCC26752.1, Mbovis_ALV10773.1, Mavium_AAS03688.1
OG0000002	N0	n21	0.6	Non-Terminal	Mafric_CCC28022.1, Mbovis_ALV13113.1, Mlepra_CAC29643.1, Mmicro_AMC60676.1, Mmicro_AMC59270.1, Mbovis_ALV10772.1	Mbovis_ALV11114.1, Mafric_CCC27133.1, Mmicro_AMC59696.1, Mavium_AAS04113.1, Mavium_AAS03687.1, Mmicro_AMC59268.1, Mbovis_ALV10771.1
OG0000002	N0	n22	0.4	Non-Terminal	Mafric_CCC28022.1, Mbovis_ALV13113.1, Mlepra_CAC29643.1, Mmicro_AMC60676.1	Mmicro_AMC59270.1, Mbovis_ALV10772.1
OG0000002	N1	n27	0.75	Non-Terminal: STRIDE	Mbovis_ALV11114.1, Mafric_CCC27133.1, Mmicro_AMC59696.1, Mavium_AAS04113.1	Mavium_AAS03687.1, Mmicro_AMC59268.1, Mbovis_ALV10771.1
OG0000002	N0	n36	0.8	Non-Terminal	Mbovis_ALV11894.1, Mafric_CCC28007.1, Mmicro_AMC60657.1, Mlepra_CAC31872.1, Mafric_CCC28006.1, Mbovis_ALV11893.1, Mlepra_CAC31873.1, Mmicro_AMC60655.1, Mmicro_AMC60658.1	Mlepra_CAC31870.1, Mbovis_ALV11896.1, Mmicro_AMC60660.1, Mafric_CCC28009.1
OG0000002	N0	n37	0.2	Non-Terminal	Mbovis_ALV11894.1, Mafric_CCC28007.1, Mmicro_AMC60657.1, Mlepra_CAC31872.1, Mafric_CCC28006.1, Mbovis_ALV11893.1, Mlepra_CAC31873.1, Mmicro_AMC60655.1	Mmicro_AMC60658.1
OG0000002	N0	n38	0.8	Non-Terminal	Mbovis_ALV11894.1, Mafric_CCC28007.1, Mmicro_AMC60657.1, Mlepra_CAC31872.1	Mafric_CCC28006.1, Mbovis_ALV11893.1, Mlepra_CAC31873.1, Mmicro_AMC60655.1
OG0000003	N0	n0	1.0	Non-Terminal	Mavium_AAS04912.1, Mlepra_CAC30781.1, Mmicro_AMC57716.1, Mbovis_ALV09513.1, Mafric_CCC25329.1	Mafric_CCC28817.1, Mavium_AAS06275.1, Mavium_AAS04130.1, Mavium_AAS06287.1, Mavium_AAS02440.1, Mavium_AAS03461.1, Mlepra_CAC30047.1, Mmicro_AMC58980.1, Mbovis_ALV10548.1, Mafric_CCC26481.1, Mmicro_AMC58979.1, Mavium_AAS06315.1, Mavium_AAS06040.1, Mafric_CCC25354.1, Mbovis_ALV09539.1, Mmicro_AMC57749.1, Mbovis_ALV09697.1, Mafric_CCC25527.1, Mmicro_AMC57932.1, Mafric_CCC28956.1, Mlepra_CAC30096.1, Mavium_AAS02441.1, Mavium_AAS04051.1, Mlepra_CAC29559.1, Mavium_AAS06332.1, Mbovis_ALV13124.1, Mafric_CCC28094.1, Mafric_CCC28098.1, Mbovis_ALV11973.1, Mmicro_AMC60758.1, Mmicro_AMC57755.1, Mbovis_ALV09545.1, Mafric_CCC25360.1
OG0000003	N0	n5	0.4	Non-Terminal	Mafric_CCC28817.1, Mavium_AAS06275.1	Mavium_AAS04130.1, Mavium_AAS06287.1, Mavium_AAS02440.1, Mavium_AAS03461.1, Mlepra_CAC30047.1, Mmicro_AMC58980.1, Mbovis_ALV10548.1, Mafric_CCC26481.1, Mmicro_AMC58979.1, Mavium_AAS06315.1, Mavium_AAS06040.1, Mafric_CCC25354.1, Mbovis_ALV09539.1, Mmicro_AMC57749.1, Mbovis_ALV09697.1, Mafric_CCC25527.1, Mmicro_AMC57932.1, Mafric_CCC28956.1, Mlepra_CAC30096.1, Mavium_AAS02441.1, Mavium_AAS04051.1, Mlepra_CAC29559.1, Mavium_AAS06332.1, Mbovis_ALV13124.1, Mafric_CCC28094.1, Mafric_CCC28098.1, Mbovis_ALV11973.1, Mmicro_AMC60758.1, Mmicro_AMC57755.1, Mbovis_ALV09545.1, Mafric_CCC25360.1
OG0000003	N0	n7	0.8	Non-Terminal	Mavium_AAS04130.1, Mavium_AAS06287.1, Mavium_AAS02440.1, Mavium_AAS03461.1, Mlepra_CAC30047.1, Mmicro_AMC58980.1, Mbovis_ALV10548.1, Mafric_CCC26481.1, Mmicro_AMC58979.1, Mavium_AAS06315.1, Mavium_AAS06040.1, Mafric_CCC25354.1, Mbovis_ALV09539.1, Mmicro_AMC57749.1, Mbovis_ALV09697.1, Mafric_CCC25527.1, Mmicro_AMC57932.1, Mafric_CCC28956.1, Mlepra_CAC30096.1, Mavium_AAS02441.1, Mavium_AAS04051.1, Mlepra_CAC29559.1	Mavium_AAS06332.1, Mbovis_ALV13124.1, Mafric_CCC28094.1, Mafric_CCC28098.1, Mbovis_ALV11973.1, Mmicro_AMC60758.1, Mmicro_AMC57755.1, Mbovis_ALV09545.1, Mafric_CCC25360.1
OG0000003	N0	n8	0.2	Non-Terminal	Mavium_AAS04130.1, Mavium_AAS06287.1, Mavium_AAS02440.1	Mavium_AAS03461.1, Mlepra_CAC30047.1, Mmicro_AMC58980.1, Mbovis_ALV10548.1, Mafric_CCC26481.1, Mmicro_AMC58979.1, Mavium_AAS06315.1, Mavium_AAS06040.1, Mafric_CCC25354.1, Mbovis_ALV09539.1, Mmicro_AMC57749.1, Mbovis_ALV09697.1, Mafric_CCC25527.1, Mmicro_AMC57932.1, Mafric_CCC28956.1, Mlepra_CAC30096.1, Mavium_AAS02441.1, Mavium_AAS04051.1, Mlepra_CAC29559.1
OG0000003	Mavium	n9	1.0	Terminal	Mavium_AAS04130.1	Mavium_AAS06287.1, Mavium_AAS02440.1
OG0000003	Mavium	n10	1.0	Terminal	Mavium_AAS06287.1	Mavium_AAS02440.1
OG0000003	N0	n11	0.2	Non-Terminal	Mavium_AAS03461.1	Mlepra_CAC30047.1, Mmicro_AMC58980.1, Mbovis_ALV10548.1, Mafric_CCC26481.1, Mmicro_AMC58979.1, Mavium_AAS06315.1, Mavium_AAS06040.1, Mafric_CCC25354.1, Mbovis_ALV09539.1, Mmicro_AMC57749.1, Mbovis_ALV09697.1, Mafric_CCC25527.1, Mmicro_AMC57932.1, Mafric_CCC28956.1, Mlepra_CAC30096.1, Mavium_AAS02441.1, Mavium_AAS04051.1, Mlepra_CAC29559.1
OG0000003	N0	n12	0.6	Non-Terminal	Mlepra_CAC30047.1, Mmicro_AMC58980.1, Mbovis_ALV10548.1, Mafric_CCC26481.1, Mmicro_AMC58979.1, Mavium_AAS06315.1, Mavium_AAS06040.1, Mafric_CCC25354.1, Mbovis_ALV09539.1, Mmicro_AMC57749.1, Mbovis_ALV09697.1, Mafric_CCC25527.1, Mmicro_AMC57932.1	Mafric_CCC28956.1, Mlepra_CAC30096.1, Mavium_AAS02441.1, Mavium_AAS04051.1, Mlepra_CAC29559.1
OG0000003	N0	n13	0.6	Non-Terminal	Mlepra_CAC30047.1, Mmicro_AMC58980.1, Mbovis_ALV10548.1, Mafric_CCC26481.1	Mmicro_AMC58979.1, Mavium_AAS06315.1, Mavium_AAS06040.1, Mafric_CCC25354.1, Mbovis_ALV09539.1, Mmicro_AMC57749.1, Mbovis_ALV09697.1, Mafric_CCC25527.1, Mmicro_AMC57932.1
OG0000003	N1	n17	0.25	Non-Terminal	Mmicro_AMC58979.1	Mavium_AAS06315.1, Mavium_AAS06040.1, Mafric_CCC25354.1, Mbovis_ALV09539.1, Mmicro_AMC57749.1, Mbovis_ALV09697.1, Mafric_CCC25527.1, Mmicro_AMC57932.1
OG0000003	Mavium	n19	1.0	Terminal	Mavium_AAS06315.1	Mavium_AAS06040.1
OG0000003	N2	n20	1.0	Non-Terminal	Mafric_CCC25354.1, Mbovis_ALV09539.1, Mmicro_AMC57749.1	Mbovis_ALV09697.1, Mafric_CCC25527.1, Mmicro_AMC57932.1
OG0000003	N0	n26	0.4	Non-Terminal	Mlepra_CAC30096.1, Mavium_AAS02441.1	Mavium_AAS04051.1, Mlepra_CAC29559.1
OG0000003	N2	n30	1.0	Non-Terminal	Mbovis_ALV13124.1, Mafric_CCC28094.1, Mafric_CCC28098.1, Mbovis_ALV11973.1, Mmicro_AMC60758.1	Mmicro_AMC57755.1, Mbovis_ALV09545.1, Mafric_CCC25360.1
OG0000003	N3	n32	1.0	Non-Terminal: STRIDE	Mbovis_ALV13124.1, Mafric_CCC28094.1	Mafric_CCC28098.1, Mbovis_ALV11973.1
OG0000004	Mavium	n3	1.0	Terminal	Mavium_AAS04056.1	Mavium_AAS06127.1, Mavium_AAS03019.1, Mavium_AAS06143.1, Mavium_AAS02583.1, Mavium_AAS04847.1, Mavium_AAS05268.1, Mavium_AAS05878.1, Mavium_AAS03015.1, Mavium_AAS04976.1, Mavium_AAS05563.1, Mavium_AAS04967.1, Mavium_AAS05809.1, Mavium_AAS04665.1, Mavium_AAS05801.1, Mavium_AAS04710.1, Mavium_AAS03694.1, Mavium_AAS05770.1, Mavium_AAS04104.1, Mavium_AAS06057.1, Mavium_AAS03026.1, Mavium_AAS03772.1, Mavium_AAS02895.1, Mavium_AAS03753.1, Mavium_AAS05062.1, Mavium_AAS02667.1, Mavium_AAS06053.1, Mavium_AAS03698.1, Mavium_AAS05880.1, Mavium_AAS05685.1, Mavium_AAS04843.1, Mavium_AAS03071.1, Mavium_AAS04024.1, Mavium_AAS06429.1
OG0000004	Mavium	n4	1.0	Terminal	Mavium_AAS06127.1	Mavium_AAS03019.1, Mavium_AAS06143.1, Mavium_AAS02583.1, Mavium_AAS04847.1, Mavium_AAS05268.1, Mavium_AAS05878.1, Mavium_AAS03015.1, Mavium_AAS04976.1, Mavium_AAS05563.1, Mavium_AAS04967.1, Mavium_AAS05809.1, Mavium_AAS04665.1, Mavium_AAS05801.1, Mavium_AAS04710.1, Mavium_AAS03694.1, Mavium_AAS05770.1, Mavium_AAS04104.1, Mavium_AAS06057.1, Mavium_AAS03026.1, Mavium_AAS03772.1, Mavium_AAS02895.1, Mavium_AAS03753.1, Mavium_AAS05062.1, Mavium_AAS02667.1, Mavium_AAS06053.1, Mavium_AAS03698.1, Mavium_AAS05880.1, Mavium_AAS05685.1, Mavium_AAS04843.1, Mavium_AAS03071.1, Mavium_AAS04024.1, Mavium_AAS06429.1
OG0000004	Mavium	n5	1.0	Terminal	Mavium_AAS03019.1	Mavium_AAS06143.1, Mavium_AAS02583.1, Mavium_AAS04847.1, Mavium_AAS05268.1, Mavium_AAS05878.1, Mavium_AAS03015.1, Mavium_AAS04976.1, Mavium_AAS05563.1, Mavium_AAS04967.1, Mavium_AAS05809.1, Mavium_AAS04665.1, Mavium_AAS05801.1, Mavium_AAS04710.1, Mavium_AAS03694.1, Mavium_AAS05770.1, Mavium_AAS04104.1, Mavium_AAS06057.1, Mavium_AAS03026.1, Mavium_AAS03772.1, Mavium_AAS02895.1, Mavium_AAS03753.1, Mavium_AAS05062.1, Mavium_AAS02667.1, Mavium_AAS06053.1, Mavium_AAS03698.1, Mavium_AAS05880.1, Mavium_AAS05685.1, Mavium_AAS04843.1, Mavium_AAS03071.1, Mavium_AAS04024.1, Mavium_AAS06429.1
OG0000004	Mavium	n6	1.0	Terminal	Mavium_AAS06143.1	Mavium_AAS02583.1, Mavium_AAS04847.1, Mavium_AAS05268.1, Mavium_AAS05878.1, Mavium_AAS03015.1, Mavium_AAS04976.1, Mavium_AAS05563.1, Mavium_AAS04967.1, Mavium_AAS05809.1, Mavium_AAS04665.1, Mavium_AAS05801.1, Mavium_AAS04710.1, Mavium_AAS03694.1, Mavium_AAS05770.1, Mavium_AAS04104.1, Mavium_AAS06057.1, Mavium_AAS03026.1, Mavium_AAS03772.1, Mavium_AAS02895.1, Mavium_AAS03753.1, Mavium_AAS05062.1, Mavium_AAS02667.1, Mavium_AAS06053.1, Mavium_AAS03698.1, Mavium_AAS05880.1, Mavium_AAS05685.1, Mavium_AAS04843.1, Mavium_AAS03071.1, Mavium_AAS04024.1, Mavium_AAS06429.1
OG0000004	Mavium	n7	1.0	Terminal	Mavium_AAS02583.1, Mavium_AAS04847.1, Mavium_AAS05268.1, Mavium_AAS05878.1, Mavium_AAS03015.1, Mavium_AAS04976.1, Mavium_AAS05563.1, Mavium_AAS04967.1, Mavium_AAS05809.1, Mavium_AAS04665.1, Mavium_AAS05801.1, Mavium_AAS04710.1, Mavium_AAS03694.1, Mavium_AAS05770.1, Mavium_AAS04104.1, Mavium_AAS06057.1, Mavium_AAS03026.1, Mavium_AAS03772.1	Mavium_AAS02895.1, Mavium_AAS03753.1, Mavium_AAS05062.1, Mavium_AAS02667.1, Mavium_AAS06053.1, Mavium_AAS03698.1, Mavium_AAS05880.1, Mavium_AAS05685.1, Mavium_AAS04843.1, Mavium_AAS03071.1, Mavium_AAS04024.1, Mavium_AAS06429.1
OG0000004	Mavium	n8	1.0	Terminal	Mavium_AAS02583.1, Mavium_AAS04847.1, Mavium_AAS05268.1, Mavium_AAS05878.1, Mavium_AAS03015.1, Mavium_AAS04976.1, Mavium_AAS05563.1, Mavium_AAS04967.1, Mavium_AAS05809.1, Mavium_AAS04665.1, Mavium_AAS05801.1, Mavium_AAS04710.1, Mavium_AAS03694.1, Mavium_AAS05770.1, Mavium_AAS04104.1	Mavium_AAS06057.1, Mavium_AAS03026.1, Mavium_AAS03772.1
OG0000004	Mavium	n9	1.0	Terminal	Mavium_AAS02583.1, Mavium_AAS04847.1, Mavium_AAS05268.1, Mavium_AAS05878.1	Mavium_AAS03015.1, Mavium_AAS04976.1, Mavium_AAS05563.1, Mavium_AAS04967.1, Mavium_AAS05809.1, Mavium_AAS04665.1, Mavium_AAS05801.1, Mavium_AAS04710.1, Mavium_AAS03694.1, Mavium_AAS05770.1, Mavium_AAS04104.1
OG0000004	Mavium	n10	1.0	Terminal	Mavium_AAS02583.1, Mavium_AAS04847.1, Mavium_AAS05268.1	Mavium_AAS05878.1
OG0000004	Mavium	n11	1.0	Terminal	Mavium_AAS02583.1	Mavium_AAS04847.1, Mavium_AAS05268.1
OG0000004	Mavium	n12	1.0	Terminal	Mavium_AAS04847.1	Mavium_AAS05268.1
OG0000004	Mavium	n13	1.0	Terminal	Mavium_AAS03015.1, Mavium_AAS04976.1	Mavium_AAS05563.1, Mavium_AAS04967.1, Mavium_AAS05809.1, Mavium_AAS04665.1, Mavium_AAS05801.1, Mavium_AAS04710.1, Mavium_AAS03694.1, Mavium_AAS05770.1, Mavium_AAS04104.1
OG0000004	Mavium	n14	1.0	Terminal	Mavium_AAS03015.1	Mavium_AAS04976.1
OG0000004	Mavium	n15	1.0	Terminal	Mavium_AAS05563.1, Mavium_AAS04967.1, Mavium_AAS05809.1, Mavium_AAS04665.1, Mavium_AAS05801.1, Mavium_AAS04710.1, Mavium_AAS03694.1	Mavium_AAS05770.1, Mavium_AAS04104.1
OG0000004	Mavium	n16	1.0	Terminal	Mavium_AAS05563.1, Mavium_AAS04967.1, Mavium_AAS05809.1	Mavium_AAS04665.1, Mavium_AAS05801.1, Mavium_AAS04710.1, Mavium_AAS03694.1
OG0000004	Mavium	n17	1.0	Terminal	Mavium_AAS05563.1, Mavium_AAS04967.1	Mavium_AAS05809.1
OG0000004	Mavium	n18	1.0	Terminal	Mavium_AAS05563.1	Mavium_AAS04967.1
OG0000004	Mavium	n19	1.0	Terminal	Mavium_AAS04665.1	Mavium_AAS05801.1, Mavium_AAS04710.1, Mavium_AAS03694.1
OG0000004	Mavium	n20	1.0	Terminal	Mavium_AAS05801.1	Mavium_AAS04710.1, Mavium_AAS03694.1
OG0000004	Mavium	n21	1.0	Terminal	Mavium_AAS04710.1	Mavium_AAS03694.1
OG0000004	Mavium	n22	1.0	Terminal	Mavium_AAS05770.1	Mavium_AAS04104.1
OG0000004	Mavium	n23	1.0	Terminal	Mavium_AAS06057.1	Mavium_AAS03026.1, Mavium_AAS03772.1
OG0000004	Mavium	n24	1.0	Terminal	Mavium_AAS03026.1	Mavium_AAS03772.1
OG0000004	Mavium	n25	1.0	Terminal	Mavium_AAS02895.1, Mavium_AAS03753.1, Mavium_AAS05062.1, Mavium_AAS02667.1, Mavium_AAS06053.1, Mavium_AAS03698.1, Mavium_AAS05880.1	Mavium_AAS05685.1, Mavium_AAS04843.1, Mavium_AAS03071.1, Mavium_AAS04024.1, Mavium_AAS06429.1
OG0000004	Mavium	n26	1.0	Terminal	Mavium_AAS02895.1, Mavium_AAS03753.1, Mavium_AAS05062.1	Mavium_AAS02667.1, Mavium_AAS06053.1, Mavium_AAS03698.1, Mavium_AAS05880.1
OG0000004	Mavium	n27	1.0	Terminal	Mavium_AAS02895.1, Mavium_AAS03753.1	Mavium_AAS05062.1
OG0000004	Mavium	n28	1.0	Terminal	Mavium_AAS02895.1	Mavium_AAS03753.1
OG0000004	Mavium	n29	1.0	Terminal	Mavium_AAS02667.1, Mavium_AAS06053.1	Mavium_AAS03698.1, Mavium_AAS05880.1
OG0000004	Mavium	n30	1.0	Terminal	Mavium_AAS02667.1	Mavium_AAS06053.1
OG0000004	Mavium	n31	1.0	Terminal	Mavium_AAS03698.1	Mavium_AAS05880.1
OG0000004	Mavium	n32	1.0	Terminal	Mavium_AAS05685.1, Mavium_AAS04843.1, Mavium_AAS03071.1	Mavium_AAS04024.1, Mavium_AAS06429.1
OG0000004	Mavium	n33	1.0	Terminal	Mavium_AAS05685.1, Mavium_AAS04843.1	Mavium_AAS03071.1
OG0000004	Mavium	n34	1.0	Terminal	Mavium_AAS05685.1	Mavium_AAS04843.1
OG0000004	Mavium	n35	1.0	Terminal	Mavium_AAS04024.1	Mavium_AAS06429.1
OG0000005	N0	n0	1.0	Non-Terminal	Mbovis_ALV10367.1, Mafric_CCC26276.1, Mmicro_AMC58756.1, Mavium_AAS04913.1, Mlepra_CAC31615.1	Mavium_AAS04552.1, Mbovis_ALV10668.1, Mmicro_AMC59143.1, Mafric_CCC26628.1, Mbovis_ALV10661.1, Mafric_CCC26620.1, Mmicro_AMC59131.1, Mavium_AAS06302.1, Mavium_AAS04180.1, Mlepra_CAC29646.1, Mafric_CCC28016.1, Mbovis_ALV11901.1, Mmicro_AMC60668.1, Mafric_CCC28910.1, Mmicro_AMC61651.1, Mbovis_ALV12690.1, Mmicro_AMC57882.1, Mafric_CCC25478.1, Mbovis_ALV09649.1, Mavium_AAS05834.1, Mavium_AAS04179.1, Mlepra_CAC29640.1, Mafric_CCC28025.1, Mmicro_AMC60679.1, Mbovis_ALV11908.1, Mlepra_CAC31874.1, Mmicro_AMC60654.1, Mafric_CCC28005.1, Mbovis_ALV11892.1
OG0000005	N0	n5	0.2	Non-Terminal	Mavium_AAS04552.1	Mbovis_ALV10668.1, Mmicro_AMC59143.1, Mafric_CCC26628.1, Mbovis_ALV10661.1, Mafric_CCC26620.1, Mmicro_AMC59131.1, Mavium_AAS06302.1, Mavium_AAS04180.1, Mlepra_CAC29646.1, Mafric_CCC28016.1, Mbovis_ALV11901.1, Mmicro_AMC60668.1, Mafric_CCC28910.1, Mmicro_AMC61651.1, Mbovis_ALV12690.1, Mmicro_AMC57882.1, Mafric_CCC25478.1, Mbovis_ALV09649.1, Mavium_AAS05834.1, Mavium_AAS04179.1, Mlepra_CAC29640.1, Mafric_CCC28025.1, Mmicro_AMC60679.1, Mbovis_ALV11908.1, Mlepra_CAC31874.1, Mmicro_AMC60654.1, Mafric_CCC28005.1, Mbovis_ALV11892.1
OG0000005	N0	n6	1.0	Non-Terminal	Mbovis_ALV10668.1, Mmicro_AMC59143.1, Mafric_CCC26628.1, Mbovis_ALV10661.1, Mafric_CCC26620.1, Mmicro_AMC59131.1, Mavium_AAS06302.1, Mavium_AAS04180.1, Mlepra_CAC29646.1, Mafric_CCC28016.1, Mbovis_ALV11901.1, Mmicro_AMC60668.1, Mafric_CCC28910.1, Mmicro_AMC61651.1, Mbovis_ALV12690.1	Mmicro_AMC57882.1, Mafric_CCC25478.1, Mbovis_ALV09649.1, Mavium_AAS05834.1, Mavium_AAS04179.1, Mlepra_CAC29640.1, Mafric_CCC28025.1, Mmicro_AMC60679.1, Mbovis_ALV11908.1, Mlepra_CAC31874.1, Mmicro_AMC60654.1, Mafric_CCC28005.1, Mbovis_ALV11892.1
OG0000005	N0	n7	0.6	Non-Terminal	Mbovis_ALV10668.1, Mmicro_AMC59143.1, Mafric_CCC26628.1, Mbovis_ALV10661.1, Mafric_CCC26620.1, Mmicro_AMC59131.1, Mavium_AAS06302.1, Mavium_AAS04180.1, Mlepra_CAC29646.1, Mafric_CCC28016.1, Mbovis_ALV11901.1, Mmicro_AMC60668.1	Mafric_CCC28910.1, Mmicro_AMC61651.1, Mbovis_ALV12690.1
OG0000005	N0	n8	0.6	Non-Terminal	Mbovis_ALV10668.1, Mmicro_AMC59143.1, Mafric_CCC26628.1, Mbovis_ALV10661.1, Mafric_CCC26620.1, Mmicro_AMC59131.1, Mavium_AAS06302.1, Mavium_AAS04180.1	Mlepra_CAC29646.1, Mafric_CCC28016.1, Mbovis_ALV11901.1, Mmicro_AMC60668.1
OG0000005	N2	n10	1.0	Non-Terminal	Mbovis_ALV10668.1, Mmicro_AMC59143.1, Mafric_CCC26628.1	Mbovis_ALV10661.1, Mafric_CCC26620.1, Mmicro_AMC59131.1
OG0000005	Mavium	n15	1.0	Terminal	Mavium_AAS06302.1	Mavium_AAS04180.1
OG0000005	N0	n21	0.8	Non-Terminal	Mmicro_AMC57882.1, Mafric_CCC25478.1, Mbovis_ALV09649.1, Mavium_AAS05834.1	Mavium_AAS04179.1, Mlepra_CAC29640.1, Mafric_CCC28025.1, Mmicro_AMC60679.1, Mbovis_ALV11908.1, Mlepra_CAC31874.1, Mmicro_AMC60654.1, Mafric_CCC28005.1, Mbovis_ALV11892.1
OG0000005	N0	n26	0.8	Non-Terminal: STRIDE	Mlepra_CAC29640.1, Mafric_CCC28025.1, Mmicro_AMC60679.1, Mbovis_ALV11908.1	Mlepra_CAC31874.1, Mmicro_AMC60654.1, Mafric_CCC28005.1, Mbovis_ALV11892.1
OG0000006	N0	n0	0.8	Non-Terminal	Mmicro_AMC59762.1, Mbovis_ALV11165.1, Mafric_CCC27189.1, Mlepra_CAC29918.1	Mlepra_CAC31434.1, Mlepra_CAC31564.1, Mavium_AAS06694.1, Mafric_CCC27493.1, Mafric_CCC26895.1, Mbovis_ALV10896.1, Mmicro_AMC59450.1, Mafric_CCC26286.1, Mbovis_ALV12916.1, Mavium_AAS03320.1, Mavium_AAS02758.1, Mafric_CCC26880.1, Mmicro_AMC59415.1, Mbovis_ALV10881.1, Mbovis_ALV10883.1, Mmicro_AMC59418.1, Mafric_CCC26883.1, Mavium_AAS04893.1, Mavium_AAS03824.1, Mavium_AAS03831.1, Mbovis_ALV12395.1, Mafric_CCC28559.1, Mmicro_AMC61262.1
OG0000006	Mlepra	n5	1.0	Terminal	Mlepra_CAC31434.1	Mlepra_CAC31564.1
OG0000006	N1	n6	1.0	Non-Terminal	Mavium_AAS06694.1, Mafric_CCC27493.1, Mafric_CCC26895.1, Mbovis_ALV10896.1, Mmicro_AMC59450.1	Mafric_CCC26286.1, Mbovis_ALV12916.1, Mavium_AAS03320.1, Mavium_AAS02758.1, Mafric_CCC26880.1, Mmicro_AMC59415.1, Mbovis_ALV10881.1, Mbovis_ALV10883.1, Mmicro_AMC59418.1, Mafric_CCC26883.1, Mavium_AAS04893.1, Mavium_AAS03824.1, Mavium_AAS03831.1, Mbovis_ALV12395.1, Mafric_CCC28559.1, Mmicro_AMC61262.1
OG0000006	N3	n9	0.5	Non-Terminal	Mafric_CCC27493.1	Mafric_CCC26895.1, Mbovis_ALV10896.1
OG0000006	N1	n11	0.5	Non-Terminal	Mafric_CCC26286.1, Mbovis_ALV12916.1	Mavium_AAS03320.1, Mavium_AAS02758.1, Mafric_CCC26880.1, Mmicro_AMC59415.1, Mbovis_ALV10881.1, Mbovis_ALV10883.1, Mmicro_AMC59418.1, Mafric_CCC26883.1, Mavium_AAS04893.1, Mavium_AAS03824.1, Mavium_AAS03831.1, Mbovis_ALV12395.1, Mafric_CCC28559.1, Mmicro_AMC61262.1
OG0000006	N1	n13	0.25	Non-Terminal	Mavium_AAS03320.1	Mavium_AAS02758.1, Mafric_CCC26880.1, Mmicro_AMC59415.1, Mbovis_ALV10881.1, Mbovis_ALV10883.1, Mmicro_AMC59418.1, Mafric_CCC26883.1, Mavium_AAS04893.1, Mavium_AAS03824.1, Mavium_AAS03831.1, Mbovis_ALV12395.1, Mafric_CCC28559.1, Mmicro_AMC61262.1
OG0000006	N1	n14	0.25	Non-Terminal	Mavium_AAS02758.1	Mafric_CCC26880.1, Mmicro_AMC59415.1, Mbovis_ALV10881.1, Mbovis_ALV10883.1, Mmicro_AMC59418.1, Mafric_CCC26883.1, Mavium_AAS04893.1, Mavium_AAS03824.1, Mavium_AAS03831.1, Mbovis_ALV12395.1, Mafric_CCC28559.1, Mmicro_AMC61262.1
OG0000006	N1	n15	1.0	Non-Terminal	Mafric_CCC26880.1, Mmicro_AMC59415.1, Mbovis_ALV10881.1, Mbovis_ALV10883.1, Mmicro_AMC59418.1, Mafric_CCC26883.1, Mavium_AAS04893.1, Mavium_AAS03824.1	Mavium_AAS03831.1, Mbovis_ALV12395.1, Mafric_CCC28559.1, Mmicro_AMC61262.1
OG0000006	N2	n17	1.0	Non-Terminal	Mafric_CCC26880.1, Mmicro_AMC59415.1, Mbovis_ALV10881.1	Mbovis_ALV10883.1, Mmicro_AMC59418.1, Mafric_CCC26883.1
OG0000006	Mavium	n22	1.0	Terminal	Mavium_AAS04893.1	Mavium_AAS03824.1
OG0000007	N0	n0	1.0	Non-Terminal	Mavium_AAS06514.1, Mlepra_CAC31976.1, Mmicro_AMC57950.1, Mafric_CCC25545.1, Mbovis_ALV09713.1	Mavium_AAS06667.1, Mlepra_CAC30854.1, Mbovis_ALV09870.1, Mmicro_AMC58147.1, Mafric_CCC25726.1, Mavium_AAS06513.1, Mmicro_AMC57949.1, Mafric_CCC25544.1, Mbovis_ALV12813.1, Mavium_AAS02452.1, Mavium_AAS06645.1, Mmicro_AMC61169.1, Mbovis_ALV12328.1, Mafric_CCC28474.1, Mbovis_ALV09868.1, Mafric_CCC25724.1, Mmicro_AMC58145.1, Mbovis_ALV09869.1, Mafric_CCC25725.1, Mmicro_AMC58146.1
OG0000007	N0	n5	0.8	Non-Terminal	Mavium_AAS06667.1, Mlepra_CAC30854.1, Mbovis_ALV09870.1, Mmicro_AMC58147.1, Mafric_CCC25726.1, Mavium_AAS06513.1, Mmicro_AMC57949.1, Mafric_CCC25544.1, Mbovis_ALV12813.1, Mavium_AAS02452.1	Mavium_AAS06645.1, Mmicro_AMC61169.1, Mbovis_ALV12328.1, Mafric_CCC28474.1, Mbovis_ALV09868.1, Mafric_CCC25724.1, Mmicro_AMC58145.1, Mbovis_ALV09869.1, Mafric_CCC25725.1, Mmicro_AMC58146.1
OG0000007	N0	n6	0.2	Non-Terminal	Mavium_AAS06667.1, Mlepra_CAC30854.1, Mbovis_ALV09870.1, Mmicro_AMC58147.1, Mafric_CCC25726.1, Mavium_AAS06513.1, Mmicro_AMC57949.1, Mafric_CCC25544.1, Mbovis_ALV12813.1	Mavium_AAS02452.1
