Orthogroup	Mafric	Mavium	Mbovis	Mlepra	Mmicro
OG0000556	CCC25784.1	AAS06713.1	ALV09929.1	CAC30815.1	AMC58210.1
OG0000557	CCC25785.1	AAS06714.1	ALV09930.1	CAC30814.1	AMC58211.1
OG0000558	CCC25786.1	AAS06715.1	ALV09931.1	CAC30813.1	AMC58212.1
OG0000559	CCC25787.1	AAS06716.1	ALV09932.1	CAC30812.1	AMC58213.1
OG0000560	CCC25788.1	AAS06717.1	ALV09933.1	CAC30811.1	AMC58214.1
OG0000561	CCC25789.1	AAS06718.1	ALV09934.1	CAC30810.1	AMC58215.1
OG0000562	CCC25790.1	AAS06719.1	ALV09935.1	CAC30809.1	AMC58216.1
OG0000563	CCC25791.1	AAS06720.1	ALV09936.1	CAC30808.1	AMC58217.1
OG0000564	CCC25794.1	"AAS06723.1, AAS06725.1"	ALV09939.1		AMC58220.1
OG0000565	CCC25795.1	AAS06727.1	ALV09940.1	CAC30803.1	AMC58221.1
OG0000566	CCC25796.1	AAS06728.1	ALV09941.1	CAC30802.1	AMC58222.1
OG0000567	CCC25797.1	AAS06729.1	ALV09942.1	CAC30801.1	AMC58223.1
OG0000568	CCC25798.1	AAS06730.1	ALV09943.1	CAC30800.1	AMC58224.1
OG0000569	CCC25799.1	AAS06731.1	ALV09944.1	CAC30799.1	AMC58225.1
OG0000570	CCC25800.1	AAS06732.1	ALV09945.1	CAC30798.1	AMC58226.1
OG0000571	CCC25801.1	AAS06733.1	ALV09946.1	CAC30797.1	AMC58227.1
OG0000572	CCC25802.1	AAS06734.1	ALV09947.1	CAC30796.1	AMC58228.1
OG0000573	CCC25803.1	AAS06735.1	ALV09948.1	CAC30795.1	AMC58229.1
OG0000574	CCC25804.1	AAS06736.1	ALV09949.1	CAC30794.1	AMC58230.1
OG0000575	CCC25812.1	AAS06746.1	ALV09955.1	CAC30789.1	AMC58238.1
OG0000576	CCC25814.1	AAS06748.1	ALV09957.1	CAC30787.1	AMC58240.1
OG0000577	CCC25815.1	AAS06749.1	ALV09958.1	CAC30786.1	AMC58241.1
OG0000578	CCC25816.1	AAS06750.1	ALV09959.1	CAC30785.1	AMC58242.1
OG0000579	CCC25834.1	"AAS03061.1, AAS06763.1"	ALV09973.1		AMC58265.1
OG0000580	CCC25843.1	AAS02910.1	ALV09984.1	CAC31193.1	AMC58275.1
OG0000581	CCC25844.1	"AAS02858.1, AAS02911.1"	ALV09985.1		AMC58276.1
OG0000582	CCC25851.1	"AAS02918.1, AAS03796.1"	ALV09991.1		AMC58283.1
OG0000583	CCC25854.1	"AAS02921.1, AAS03048.1"	ALV09994.1		AMC58286.1
OG0000584	CCC25855.1	"AAS02922.1, AAS05098.1"	ALV09995.1		AMC58287.1
OG0000585	CCC25856.1	AAS02923.1	ALV09996.1	CAC31191.1	AMC58288.1
OG0000586	CCC25861.1	AAS02928.1	ALV10001.1	CAC31186.1	AMC58294.1
OG0000587	CCC25864.1	AAS02931.1	ALV10004.1	CAC31183.1	AMC58297.1
OG0000588	CCC25865.1	AAS02932.1	ALV10005.1	CAC31182.1	AMC58298.1
OG0000589	CCC25871.1	AAS02942.1	ALV10013.1	CAC31175.1	AMC58307.1
OG0000590	CCC25872.1	AAS02943.1	ALV10014.1	CAC31174.1	AMC58308.1
OG0000591	CCC25882.1	AAS02949.1	ALV10023.1	CAC31168.1	AMC58318.1
OG0000592	CCC25885.1	AAS02952.1	ALV10026.1	CAC31166.1	AMC58321.1
OG0000593	CCC25887.1	AAS06770.1	ALV10028.1	CAC31165.1	AMC58324.1
OG0000594	CCC25889.1	AAS02954.1	ALV10030.1	CAC31162.1	AMC58326.1
OG0000595	CCC25890.1	AAS02955.1	ALV12852.1	CAC31161.1	AMC58328.1
OG0000596	CCC25891.1	AAS02956.1	ALV10031.1	CAC31160.1	AMC58329.1
OG0000597	CCC25892.1	AAS02957.1	ALV10032.1	CAC31159.1	AMC58330.1
OG0000598	CCC25893.1	AAS02958.1	ALV10033.1	CAC31158.1	AMC58331.1
OG0000599	CCC25895.1	AAS02960.1	ALV10035.1	CAC31155.1	AMC58335.1
OG0000600	CCC25898.1	AAS02964.1	ALV10037.1	CAC31151.1	AMC58339.1
OG0000601	CCC25899.1	AAS02965.1	ALV10038.1	CAC31150.1	AMC58340.1
OG0000602	CCC25901.1	AAS02967.1	ALV10039.1	CAC31148.1	AMC58342.1
OG0000603	CCC25905.1	AAS02974.1	ALV10042.1	CAC31141.1	AMC58346.1
OG0000604	CCC25907.1	"AAS02976.1, AAS05704.1"	ALV12855.1		AMC58348.1
OG0000605	CCC25920.1	"AAS02988.1, AAS05622.1"	ALV10054.1		AMC58363.1
OG0000606	CCC25927.1	"AAS03018.1, AAS03744.1"	ALV10060.1		AMC58369.1
OG0000607	CCC25934.1	AAS03100.1	ALV10064.1	CAC31122.1	AMC58376.1
OG0000608	CCC25935.1	"AAS03101.1, AAS03956.1"	ALV10065.1		AMC58377.1
OG0000609	CCC25942.1	AAS03116.1	ALV10070.1	CAC31112.1	AMC58384.1
OG0000610	CCC25943.1	AAS03117.1	ALV10071.1	CAC31111.1	AMC58385.1
OG0000611	CCC25944.1	AAS03118.1	ALV12864.1	CAC31110.1	AMC58386.1
OG0000612	CCC25948.1	AAS03122.1	ALV10075.1	CAC31106.1	AMC58390.1
OG0000613	CCC25952.1	AAS03127.1	ALV10079.1	CAC31102.1	AMC58394.1
OG0000614	CCC25956.1	AAS03131.1	ALV10083.1	CAC31099.1	AMC58399.1
OG0000615	CCC25957.1	AAS03132.1	ALV10084.1	CAC31098.1	AMC58400.1
OG0000616	CCC25958.1	AAS03133.1	ALV10085.1	CAC31097.1	AMC58402.1
OG0000617	CCC25960.1	AAS03135.1	ALV10087.1	CAC31096.1	AMC58404.1
OG0000618	CCC25964.1	AAS03139.1	ALV10091.1	CAC31092.1	AMC58408.1
OG0000619	CCC25965.1	AAS03140.1	ALV10092.1	CAC31091.1	AMC58409.1
OG0000620	CCC25967.1	AAS03142.1	ALV10094.1	CAC31089.1	AMC58411.1
OG0000621	CCC25977.1	AAS03146.1	ALV10102.1	CAC31085.1	AMC58425.1
OG0000622	CCC25984.1	AAS03151.1	ALV12868.1	CAC31078.1	AMC58432.1
OG0000623	CCC25986.1	AAS03157.1	ALV10110.1	CAC31073.1	AMC58434.1
OG0000624	CCC25991.1	AAS03162.1	ALV10114.1	CAC31068.1	AMC58440.1
OG0000625	CCC25993.1	AAS03163.1	ALV12870.1	CAC31066.1	AMC58442.1
OG0000626	CCC26005.1	AAS03186.1	ALV12871.1	CAC31053.1	AMC58458.1
OG0000627	CCC26019.1	"AAS03197.1, AAS03646.1"	ALV10139.1		AMC58473.1
OG0000628	CCC26022.1	"AAS03202.1, AAS05782.1"	ALV12875.1		AMC58476.1
OG0000629	CCC26025.1	"AAS03206.1, AAS03645.1"	ALV12876.1		AMC58478.1
OG0000630	CCC26027.1	AAS03208.1	ALV10144.1	CAC29658.1	AMC58480.1
OG0000631	CCC26029.1	AAS03209.1	ALV10146.1	CAC29659.1	AMC58481.1
OG0000632	CCC26030.1	AAS03210.1	ALV10147.1	CAC29661.1	AMC58482.1
OG0000633	CCC26031.1	AAS03212.1	ALV10148.1	CAC29662.1	AMC58483.1
OG0000634	CCC26032.1	AAS03213.1	ALV10149.1	CAC29663.1	AMC58484.1
OG0000635	CCC26033.1	AAS03214.1	ALV10150.1	CAC29664.1	AMC58485.1
OG0000636	CCC26035.1	AAS03217.1	ALV10151.1	CAC29666.1	AMC58487.1
OG0000637	CCC26036.1	AAS03218.1	ALV10152.1	CAC29667.1	AMC58488.1
OG0000638	CCC26037.1	AAS03219.1	ALV10153.1	CAC29668.1	AMC58489.1
OG0000639	CCC26038.1	AAS03220.1	ALV10154.1	CAC29669.1	AMC58490.1
OG0000640	CCC26047.1	AAS03225.1	ALV10163.1	CAC29677.1	AMC58503.1
OG0000641	CCC26051.1	AAS02397.1	ALV10167.1	CAC30952.1	AMC58507.1
OG0000642	CCC26061.1	AAS03232.1	ALV10176.1	CAC29681.1	AMC58519.1
OG0000643	CCC26063.1	AAS03233.1	ALV12882.1	CAC29682.1	AMC58521.1
OG0000644	CCC26064.1	AAS03234.1	ALV10178.1	CAC29683.1	AMC58522.1
OG0000645	CCC26065.1	AAS03235.1	ALV10179.1	CAC29684.1	AMC58523.1
OG0000646	CCC26066.1	AAS03236.1	ALV10180.1	CAC29685.1	AMC58524.1
OG0000647	CCC26067.1	AAS03237.1	ALV10181.1	CAC29686.1	AMC58525.1
OG0000648	CCC26069.1	AAS06756.1	ALV10183.1		"AMC58528.1, AMC58529.1"
OG0000649	CCC26073.1	AAS03239.1	ALV12883.1	CAC29688.1	AMC58534.1
OG0000650	CCC26074.1	AAS03240.1	ALV12884.1	CAC29689.1	AMC58535.1
OG0000651	CCC26075.1	AAS03241.1	ALV10187.1	CAC29690.1	AMC58536.1
OG0000652	CCC26076.1	AAS03242.1	ALV10188.1	CAC29691.1	AMC58538.1
OG0000653	CCC26077.1	AAS03243.1	ALV10189.1	CAC29692.1	AMC58539.1
OG0000654	CCC26078.1	AAS03244.1	ALV10190.1	CAC29693.1	AMC58540.1
OG0000655	CCC26080.1	AAS03255.1	ALV12885.1	CAC29695.1	AMC58543.1
OG0000656	CCC26084.1	AAS03260.1	ALV12887.1	CAC29700.1	AMC58547.1
OG0000657	CCC26085.1	AAS03261.1	ALV10196.1	CAC29701.1	AMC58549.1
OG0000658	CCC26088.1	"AAS03265.1, AAS03268.1"	ALV10199.1		AMC58553.1
OG0000659	CCC26089.1	AAS03289.1	ALV10200.1	CAC29746.1	AMC58554.1
OG0000660	CCC26090.1	AAS03290.1	ALV10201.1	CAC29747.1	AMC58555.1
OG0000661	CCC26091.1	AAS03291.1	ALV10202.1	CAC29748.1	AMC58556.1
OG0000662	CCC26092.1	AAS03292.1	ALV10203.1	CAC29749.1	AMC58557.1
OG0000663	CCC26093.1	AAS03293.1	ALV10204.1	CAC29750.1	AMC58558.1
OG0000664	CCC26095.1	AAS03294.1	ALV10206.1	CAC29751.1	AMC58559.1
OG0000665	CCC26096.1	AAS03295.1	ALV10207.1	CAC29752.1	AMC58560.1
OG0000666	CCC26097.1	AAS03296.1	ALV10208.1	CAC29753.1	AMC58561.1
OG0000667	CCC26098.1	AAS03298.1	ALV10209.1	CAC29754.1	AMC58562.1
OG0000668	CCC26099.1	AAS03300.1	ALV10210.1	CAC29756.1	AMC58563.1
OG0000669	CCC26100.1	AAS03301.1	ALV12888.1	CAC29757.1	AMC58564.1
OG0000670	CCC26102.1	AAS03304.1	ALV10212.1	CAC29760.1	AMC58567.1
OG0000671	CCC26106.1	AAS03308.1	ALV10216.1	CAC29764.1	AMC58572.1
OG0000672	CCC26107.1	AAS03309.1	ALV10217.1	CAC29765.1	AMC58573.1
OG0000673	CCC26108.1	AAS03310.1	ALV10218.1	CAC29766.1	AMC58575.1
OG0000674	CCC26156.1	AAS03335.1	ALV10262.1	CAC31917.1	AMC58630.1
OG0000675	CCC26157.1	AAS03336.1	ALV10263.1	CAC31916.1	AMC58631.1
OG0000676	CCC26163.1	AAS03342.1	ALV10266.1	CAC31911.1	AMC58636.1
OG0000677	CCC26165.1	AAS03344.1	ALV10268.1	CAC31909.1	AMC58638.1
OG0000678	CCC26166.1	AAS03345.1	ALV10269.1	CAC31908.1	AMC58639.1
OG0000679	CCC26168.1	AAS05024.1	ALV10271.1	CAC31906.1	AMC58641.1
OG0000680	CCC26171.1	AAS05020.1	ALV10273.1	CAC31984.1	AMC58644.1
OG0000681	"CCC26178.1, CCC26305.1, CCC26860.1"		ALV10392.1		AMC58784.1
OG0000682	CCC26179.1	AAS05017.1	ALV10282.1	CAC30909.1	AMC58654.1
OG0000683	CCC26181.1	AAS05015.1	ALV10284.1	CAC30907.1	AMC58656.1
OG0000684	CCC26182.1	AAS05014.1	ALV10285.1	CAC30906.1	AMC58657.1
OG0000685	CCC26183.1	AAS05013.1	ALV10286.1	CAC30905.1	AMC58658.1
OG0000686	CCC26185.1	AAS05010.1	ALV10288.1	CAC30902.1	AMC58660.1
OG0000687	CCC26186.1	AAS05009.1	ALV10289.1	CAC30901.1	AMC58661.1
OG0000688	CCC26187.1	AAS05008.1	ALV12900.1	CAC30900.1	AMC58662.1
OG0000689	CCC26193.1	AAS05005.1	ALV10295.1	CAC30897.1	AMC58669.1
OG0000690	CCC26194.1	AAS05004.1	ALV10296.1	CAC30896.1	AMC58670.1
OG0000691	CCC26195.1	AAS05003.1	ALV10297.1	CAC30895.1	AMC58671.1
OG0000692	CCC26196.1	AAS05002.1	ALV10298.1	CAC30894.1	AMC58672.1
OG0000693	CCC26197.1	AAS05001.1	ALV10299.1	CAC30893.1	AMC58673.1
OG0000694	CCC26198.1	AAS05000.1	ALV10300.1	CAC30892.1	AMC58674.1
OG0000695	CCC26199.1	AAS04999.1	ALV10301.1	CAC30891.1	AMC58675.1
OG0000696	CCC26209.1	"AAS04004.1, AAS04988.1"	ALV10310.1		AMC58686.1
OG0000697	CCC26215.1	AAS04981.1	ALV10315.1	CAC31336.1	AMC58692.1
OG0000698	CCC26220.1	"AAS04644.1, AAS04979.1"	ALV10318.1		AMC58698.1
OG0000699	CCC26221.1	AAS04978.1	ALV12905.1	CAC31342.1	AMC58699.1
OG0000700	CCC26233.1	"AAS04954.1, AAS05664.1"	ALV10328.1		AMC58711.1
OG0000701	CCC26235.1	"AAS04641.1, AAS04952.1"	ALV10329.1		AMC58713.1
OG0000702	CCC26236.1	"AAS04951.1, AAS06755.1"	ALV10330.1		AMC58714.1
OG0000703	CCC26244.1	AAS04947.1	ALV10339.1	CAC30459.1	AMC58722.1
OG0000704	CCC26246.1	AAS04943.1	ALV10342.1	CAC30457.1	AMC58726.1
OG0000705	CCC26247.1	AAS04942.1	ALV10343.1	CAC30456.1	AMC58728.1
OG0000706	CCC26248.1	AAS04941.1	ALV10344.1	CAC30455.1	AMC58729.1
OG0000707	CCC26249.1	AAS04940.1	ALV10345.1	CAC30454.1	AMC58730.1
OG0000708	CCC26252.1	"AAS02686.1, AAS04936.1"	ALV10348.1		AMC58733.1
OG0000709	CCC26255.1	AAS04933.1	ALV10351.1	CAC30448.1	AMC58736.1
OG0000710	CCC26256.1	AAS04932.1	ALV12909.1	CAC30447.1	AMC58737.1
OG0000711	CCC26262.1	AAS04929.1	ALV10356.1	CAC30444.1	AMC58743.1
OG0000712	CCC26264.1	AAS04928.1	ALV10358.1	CAC30442.1	AMC58745.1
OG0000713	CCC26269.1	AAS04923.1	ALV10363.1	CAC30438.1	AMC58750.1
OG0000714	CCC26275.1	AAS04551.1	ALV12912.1	CAC31613.1	AMC58755.1
OG0000715	CCC26284.1	AAS04897.1	ALV10372.1	CAC31432.1	AMC58764.1
OG0000716	CCC26292.1	AAS04895.1	ALV10378.1	CAC31439.1	AMC58771.1
OG0000717	CCC26293.1	AAS04891.1	ALV10379.1	CAC31440.1	AMC58772.1
OG0000718	CCC26296.1	AAS04889.1	ALV10382.1	CAC31442.1	AMC58775.1
OG0000719	CCC26298.1	AAS04887.1	ALV10385.1	CAC31444.1	AMC58777.1
OG0000720	CCC26299.1	AAS04886.1	ALV10386.1	CAC31445.1	AMC58778.1
OG0000721	CCC26300.1	AAS04885.1	ALV10387.1	CAC31446.1	AMC58779.1
OG0000722	CCC26301.1	AAS04884.1	ALV10388.1	CAC31447.1	AMC58780.1
OG0000723	CCC26304.1	AAS04881.1	ALV10391.1	CAC31450.1	AMC58783.1
OG0000724	CCC26311.1	AAS04875.1	ALV12918.1	CAC31456.1	AMC58790.1
OG0000725	CCC26312.1	AAS04874.1	ALV10398.1	CAC31457.1	AMC58791.1
OG0000726	CCC26313.1	AAS04873.1	ALV12919.1	CAC31458.1	AMC58792.1
OG0000727	CCC26314.1	AAS04872.1	ALV12920.1	CAC31459.1	AMC58793.1
OG0000728	CCC26315.1	AAS04871.1	ALV10399.1	CAC31460.1	AMC58794.1
OG0000729	CCC26320.1	AAS04870.1	ALV10403.1	CAC31461.1	AMC58800.1
OG0000730	CCC26321.1	"AAS02903.1, AAS04869.1"	ALV10404.1		AMC58801.1
OG0000731	CCC26323.1	"AAS04382.1, AAS04867.1"	ALV10406.1		AMC58803.1
OG0000732	CCC26326.1	AAS04865.1	ALV10409.1	CAC31467.1	AMC58807.1
OG0000733	CCC26327.1	AAS04864.1	ALV12922.1	CAC31468.1	AMC58809.1
OG0000734	CCC26328.1	AAS04863.1	ALV12923.1	CAC31469.1	AMC58810.1
OG0000735	CCC26329.1	AAS04862.1	ALV10410.1	CAC31470.1	AMC58811.1
OG0000736	CCC26330.1	AAS04859.1	ALV10411.1	CAC31471.1	AMC58812.1
OG0000737	CCC26331.1	AAS04858.1	ALV10412.1	CAC31472.1	AMC58814.1
OG0000738	CCC26335.1	AAS04856.1	ALV10416.1	CAC31474.1	AMC58819.1
OG0000739	CCC26339.1	AAS04853.1	ALV10420.1	CAC31476.1	AMC58823.1
OG0000740	CCC26340.1	AAS04852.1	ALV10421.1	CAC31477.1	AMC58824.1
OG0000741	CCC26342.1	AAS04850.1	ALV10423.1	CAC31479.1	AMC58826.1
OG0000742	CCC26343.1	AAS04839.1	ALV10424.1	CAC31480.1	AMC58827.1
OG0000743	CCC26345.1	AAS04837.1	ALV10426.1	CAC31482.1	AMC58829.1
OG0000744	CCC26348.1	AAS04834.1		CAC31484.1	"AMC58832.1, AMC58833.1"
OG0000745	CCC26350.1	AAS04832.1	ALV10429.1	CAC31486.1	AMC58835.1
OG0000746	CCC26354.1	"AAS02898.1, AAS04826.1"	ALV10431.1		AMC58839.1
OG0000747	CCC26365.1	AAS04817.1	ALV10439.1	CAC31494.1	AMC58851.1
OG0000748	CCC26366.1	AAS04816.1	ALV10440.1	CAC31495.1	AMC58853.1
OG0000749	CCC26367.1	AAS04815.1	ALV12926.1	CAC31496.1	AMC58854.1
OG0000750	CCC26368.1	AAS04814.1	ALV10441.1	CAC31497.1	AMC58855.1
OG0000751	CCC26369.1	AAS04813.1	ALV10442.1	CAC31498.1	AMC58856.1
OG0000752	CCC26370.1	AAS04811.1	ALV10443.1	CAC31500.1	AMC58857.1
OG0000753	CCC26371.1	AAS04810.1	ALV10444.1	CAC31501.1	AMC58858.1
OG0000754	CCC26372.1	"AAS03273.1, AAS06234.1"	ALV12927.1		AMC58859.1
OG0000755	CCC26373.1	AAS04808.1	ALV10445.1	CAC31502.1	AMC58860.1
OG0000756	CCC26374.1	AAS04807.1	ALV10446.1	CAC31503.1	AMC58861.1
OG0000757	CCC26375.1	AAS04806.1	ALV10447.1	CAC31504.1	AMC58862.1
OG0000758	CCC26376.1	AAS04805.1	ALV10448.1	CAC31505.1	AMC58863.1
OG0000759	CCC26379.1	"AAS04801.1, AAS04916.1"	ALV10450.1		AMC58866.1
OG0000760	CCC26386.1	AAS04787.1	ALV10457.1	CAC31508.1	AMC58873.1
OG0000761	CCC26388.1	AAS04785.1	ALV10459.1	CAC31510.1	AMC58875.1
OG0000762	CCC26389.1	AAS04784.1	ALV10460.1	CAC31511.1	AMC58876.1
OG0000763	CCC26390.1	AAS04783.1	ALV10462.1	CAC31512.1	AMC58878.1
OG0000764	CCC26393.1	AAS04779.1	ALV10466.1	CAC31515.1	AMC58881.1
OG0000765	CCC26395.1	AAS04777.1	ALV10467.1	CAC31517.1	AMC58884.1
OG0000766	CCC26396.1	AAS04776.1	ALV12930.1	CAC31518.1	AMC58885.1
OG0000767	CCC26397.1	AAS04775.1	ALV10468.1	CAC31519.1	AMC58886.1
OG0000768	CCC26398.1	AAS04774.1	ALV10469.1	CAC31520.1	AMC58887.1
OG0000769	CCC26399.1	AAS04773.1	ALV10470.1	CAC31521.1	AMC58888.1
OG0000770	CCC26400.1	AAS04772.1	ALV10471.1	CAC31522.1	AMC58889.1
OG0000771	CCC26401.1	AAS04771.1	ALV10472.1	CAC31523.1	AMC58890.1
OG0000772	CCC26402.1	AAS04770.1	ALV10473.1	CAC31524.1	AMC58891.1
OG0000773	CCC26403.1	AAS04769.1	ALV10474.1	CAC31525.1	AMC58892.1
OG0000774	CCC26404.1	AAS04768.1	ALV10475.1	CAC31526.1	AMC58893.1
OG0000775	CCC26405.1	AAS04767.1	ALV10476.1	CAC31527.1	AMC58894.1
OG0000776	CCC26406.1	AAS04766.1	ALV10477.1	CAC31528.1	AMC58895.1
OG0000777	CCC26408.1	AAS04765.1	ALV10478.1	CAC31530.1	AMC58898.1
OG0000778	CCC26409.1	AAS04764.1	ALV10479.1	CAC31531.1	AMC58899.1
OG0000779	CCC26410.1	AAS04762.1	ALV10480.1	CAC31532.1	AMC58900.1
OG0000780	CCC26416.1	AAS04756.1	ALV10485.1	CAC31536.1	AMC58906.1
OG0000781	CCC26418.1	AAS04754.1	ALV10487.1	CAC31538.1	AMC58908.1
OG0000782	CCC26419.1	AAS04753.1	ALV10488.1	CAC31539.1	AMC58909.1
OG0000783	CCC26420.1	AAS04752.1	ALV10489.1	CAC31540.1	AMC58910.1
OG0000784	CCC26427.1	AAS04746.1	ALV10495.1	CAC31546.1	AMC58917.1
OG0000785	CCC26428.1	AAS04745.1	ALV10496.1	CAC31547.1	AMC58918.1
OG0000786	CCC26429.1	AAS04744.1	ALV10497.1	CAC31548.1	AMC58919.1
OG0000787	CCC26433.1	AAS04742.1	ALV10501.1	CAC31552.1	AMC58923.1
OG0000788	CCC26434.1	AAS04741.1	ALV10502.1	CAC31553.1	AMC58924.1
OG0000789	CCC26435.1	AAS04740.1	ALV10503.1	CAC31554.1	AMC58925.1
OG0000790	CCC26436.1	AAS04739.1	ALV10504.1	CAC31555.1	AMC58926.1
OG0000791	CCC26437.1	AAS04737.1	ALV12933.1	CAC31556.1	AMC58927.1
OG0000792	CCC26438.1	AAS04736.1	ALV10505.1	CAC31557.1	AMC58928.1
OG0000793	CCC26439.1	AAS04735.1	ALV10506.1	CAC31558.1	AMC58929.1
OG0000794	CCC26440.1	"AAS02342.1, AAS03872.1"	ALV10507.1		AMC58930.1
OG0000795	CCC26441.1	"AAS02343.1, AAS03871.1"	ALV10508.1		AMC58931.1
OG0000796	CCC26443.1	"AAS03869.1, AAS05697.1"	ALV10510.1		AMC58933.1
OG0000797	CCC26451.1	AAS03665.1	ALV10518.1	CAC30704.1	AMC58944.1
OG0000798	CCC26456.1	AAS06474.1	ALV10524.1		"AMC58951.1, AMC58952.1"
OG0000799	CCC26474.1	AAS03432.1	ALV10541.1	CAC30040.1	AMC58971.1
OG0000800	CCC26475.1	AAS03433.1	ALV10542.1	CAC30041.1	AMC58972.1
OG0000801	CCC26477.1	AAS03435.1	ALV10544.1	CAC30043.1	AMC58974.1
OG0000802	CCC26478.1	AAS03436.1	ALV10545.1	CAC30044.1	AMC58975.1
OG0000803	CCC26479.1	AAS03437.1	ALV10546.1	CAC30045.1	AMC58977.1
OG0000804	CCC26482.1	AAS03439.1	ALV10550.1	CAC30048.1	AMC58981.1
OG0000805	CCC26483.1	AAS03440.1	ALV10551.1	CAC30049.1	AMC58982.1
OG0000806	CCC26484.1	AAS03441.1	ALV10552.1	CAC30050.1	AMC58983.1
OG0000807	CCC26485.1	AAS03442.1	ALV12935.1	CAC30051.1	AMC58984.1
OG0000808	CCC26486.1	AAS03443.1	ALV12936.1	CAC30052.1	AMC58985.1
OG0000809	CCC26496.1	AAS03447.1	ALV12939.1	CAC30056.1	AMC58995.1
OG0000810	CCC26498.1	AAS03448.1	ALV12940.1	CAC30058.1	AMC58997.1
OG0000811	CCC26499.1	AAS03449.1	ALV10561.1	CAC30059.1	AMC58998.1
OG0000812	CCC26500.1	AAS03450.1	ALV10562.1	CAC30060.1	AMC58999.1
OG0000813	CCC26502.1	AAS03452.1	ALV10564.1	CAC30062.1	AMC59001.1
OG0000814	CCC26503.1	AAS03453.1	ALV10565.1	CAC30063.1	AMC59003.1
OG0000815	CCC26504.1	AAS03454.1	ALV12941.1	CAC30064.1	AMC59004.1
OG0000816	CCC26505.1	AAS03455.1	ALV12942.1	CAC30065.1	AMC59005.1
OG0000817	CCC26506.1	AAS03456.1	ALV10566.1	CAC30066.1	AMC59006.1
OG0000818	CCC26509.1	AAS03457.1	ALV10569.1	CAC30067.1	AMC59009.1
OG0000819	CCC26510.1	AAS03458.1	ALV10570.1	CAC30068.1	AMC59010.1
OG0000820	CCC26511.1	AAS03459.1	ALV10571.1	CAC30069.1	AMC59011.1
OG0000821	CCC26514.1	AAS03463.1	ALV10574.1	CAC30070.1	AMC59014.1
OG0000822	CCC26515.1	AAS03464.1	ALV10575.1	CAC30071.1	AMC59015.1
OG0000823	CCC26516.1	AAS03465.1	ALV10576.1	CAC30072.1	AMC59016.1
OG0000824	CCC26517.1	AAS03466.1	ALV10577.1	CAC30073.1	AMC59017.1
OG0000825	CCC26521.1	"AAS03476.1, AAS06047.1"	ALV10581.1		AMC59021.1
OG0000826	CCC26522.1	"AAS03477.1, AAS05266.1"	ALV10582.1		AMC59022.1
OG0000827	CCC26527.1	AAS06362.1	ALV10587.1	CAC30077.1	AMC59028.1
OG0000828	CCC26530.1	AAS03481.1	ALV10590.1	CAC30078.1	AMC59030.1
OG0000829	CCC26531.1	AAS03482.1	ALV10591.1	CAC30079.1	AMC59031.1
OG0000830	CCC26532.1	AAS03483.1	ALV10592.1	CAC30080.1	AMC59032.1
OG0000831	CCC26534.1	AAS03484.1	ALV10595.1	CAC30085.1	AMC59036.1
OG0000832	CCC26536.1	"AAS02685.1, AAS06651.1"	ALV10597.1		AMC59038.1
OG0000833	CCC26539.1	AAS03491.1	ALV10601.1	CAC30087.1	AMC59043.1
OG0000834	CCC26540.1	AAS03492.1	ALV10602.1	CAC30088.1	AMC59044.1
OG0000835	CCC26542.1	AAS03494.1	ALV10604.1	CAC30090.1	AMC59046.1
OG0000836	CCC26543.1	AAS03495.1	ALV10605.1	CAC30091.1	AMC59047.1
OG0000837	CCC26545.1	AAS03496.1	ALV10608.1	CAC30092.1	AMC59052.1
OG0000838	CCC26550.1	AAS03499.1	ALV10612.1	CAC30095.1	AMC59058.1
OG0000839	CCC26551.1	AAS03500.1	ALV10613.1	CAC30097.1	AMC59059.1
OG0000840	CCC26552.1	AAS03501.1	ALV10614.1	CAC30098.1	AMC59060.1
OG0000841	CCC26553.1	AAS03502.1	ALV10615.1	CAC30099.1	AMC59061.1
OG0000842	CCC26554.1	AAS03503.1	ALV10616.1	CAC30100.1	AMC59062.1
OG0000843	CCC26555.1	AAS03504.1	ALV10617.1	CAC30101.1	AMC59063.1
OG0000844	CCC26556.1	AAS03505.1	ALV10618.1	CAC30102.1	AMC59064.1
OG0000845	CCC26557.1	AAS03506.1	ALV10619.1	CAC30103.1	AMC59065.1
OG0000846	CCC26558.1	AAS03507.1	ALV10620.1	CAC30104.1	AMC59066.1
OG0000847	CCC26559.1	AAS03508.1	ALV10621.1	CAC30105.1	AMC59067.1
OG0000848	CCC26560.1	AAS03509.1	ALV10622.1	CAC30106.1	AMC59068.1
OG0000849	CCC26565.1	AAS03513.1	ALV10627.1	CAC30771.1	AMC59073.1
OG0000850	CCC26567.1	AAS03515.1	ALV10629.1	CAC30769.1	AMC59075.1
OG0000851	CCC26569.1	"AAS03517.1, AAS03948.1"	ALV10631.1		AMC59077.1
OG0000852	CCC26570.1	AAS03518.1	ALV10632.1	CAC30767.1	AMC59078.1
OG0000853	CCC26571.1	AAS03519.1	ALV10633.1	CAC30766.1	AMC59081.1
OG0000854	CCC26572.1	AAS03520.1	ALV10634.1	CAC30765.1	AMC59082.1
OG0000855	CCC26573.1	AAS03521.1	ALV10635.1	CAC30764.1	AMC59084.1
OG0000856	CCC26574.1	AAS03522.1	ALV10636.1	CAC30763.1	AMC59085.1
OG0000857	CCC26575.1	AAS03523.1	ALV10637.1	CAC30762.1	AMC59086.1
